,DTS
41336,157.48253599999964
41337,157.48253599999964
41338,157.48253599999964
41339,157.48253599999964
41340,157.48253599999964
41341,157.48253599999964
41342,157.48253599999964
41343,157.48253599999964
41344,157.48253599999964
41345,157.48253599999964
41346,157.48253599999964
41347,157.48253599999964
41348,157.48253599999964
41349,157.20174081632615
41350,156.9175062499996
41351,156.6309170212762
41352,156.4263999999996
41353,156.25960444444402
41354,156.00400909090865
41355,155.8235372093019
41356,155.83317619047574
41357,155.87569999999954
41358,155.9644424999995
41359,156.10331025640977
41360,156.34281315789423
41361,156.72277567567517
41362,157.0506833333328
41363,157.3600628571423
41364,157.56901764705825
41365,157.58498787878727
41366,157.7531968749994
41367,158.01507096774128
41368,158.408026666666
41369,158.86425172413723
41370,159.14166428571357
41371,159.39042222222147
41372,159.7621230769223
41373,160.1808119999992
41374,160.60991666666584
41375,160.98476086956435
41376,160.88756363636273
41377,161.07236666666572
41378,161.381274999999
41379,160.94625499999907
41380,159.74642857142766
41381,158.6030181818173
41382,157.624191304347
41383,156.68557916666586
41384,155.75707199999925
41385,154.7902269230762
41386,154.05003333333264
41387,153.4292785714279
41388,152.84155172413728
41389,152.26318666666603
41390,151.69413225806392
41391,151.29071249999942
41392,151.15711212121155
41393,151.10853235294064
41394,150.73208285714233
41395,150.45890277777727
41396,150.61095945945897
41397,150.60687894736793
41398,150.56911538461492
41399,150.66464249999953
41400,150.6110317073166
41401,150.46193571428526
41402,150.41056511627863
41403,150.62215227272685
41404,150.6840111111107
41405,150.72808043478219
41406,150.61334680851024
41407,150.51341666666627
41408,150.7977448979588
41409,151.0779559999996
41410,151.30281568627413
41411,151.51147499999962
41412,151.61716981132037
41413,151.71764999999962
41414,151.89570909090872
41415,152.1824803571425
41416,152.4434122807014
41417,152.75512758620656
41418,153.11575254237252
41419,153.45067999999964
41420,153.72543934426193
41421,153.93831129032225
41422,154.09596349206316
41423,154.12644843749968
41424,154.12180307692276
41425,154.05634696969668
41426,177.558
41427,178.5654
41428,182.0743
41429,184.3879
41430,170.5056
41431,174.0931
41432,180.1798
41433,185.3982
41434,180.3064
41435,179.68900000000005
41436,171.5026
41437,153.41578846153823
41438,153.4037151898732
41439,153.3813287499998
41440,153.417609876543
41441,153.48746585365834
41442,153.57952771084317
41443,153.57952771084317
41444,153.57952771084317
41445,153.57952771084317
41446,153.57952771084317
41447,153.57952771084317
41448,153.57952771084317
41449,153.57952771084317
41450,153.57952771084317
41451,153.57952771084317
41452,153.57952771084317
41453,153.57952771084317
41454,153.57952771084317
41455,153.57952771084317
41456,153.57952771084317
41457,153.57952771084317
41458,153.57952771084317
41459,153.57952771084317
41460,153.57952771084317
41461,153.57952771084317
41462,153.57952771084317
41463,153.57952771084317
41464,153.57952771084317
41465,153.57952771084317
41466,153.57952771084317
41467,153.57952771084317
41468,153.57952771084317
41469,153.57952771084317
41470,156.6759
41471,147.4277
41472,141.8033
41473,135.0707
41474,131.9577
41475,133.2545
41476,134.6877
41477,136.4585
41478,137.3288
41479,135.7499
41480,134.5914
41481,136.09
41482,135.0975
41483,133.4729
41484,130.6191
41485,134.805
41486,136.6689
41487,136.3852
41488,135.4906
41489,134.6225
41490,138.7847
41491,146.8819
41492,149.5054
41493,137.9328
41494,140.8976
41495,156.085
41496,150.4559
41497,149.1341
41498,154.3902
41499,148.4666
41500,144.349
41501,148.253
41502,159.7204
41503,153.4058
41504,152.7112
41505,145.3356
41506,145.8167
41507,164.4455
41508,164.8083
41509,162.5458
41510,162.1531
41511,157.1133
41512,157.0431
41513,161.5109
41514,167.9549
41515,167.0556
41516,170.5229
41517,174.032
41518,173.2114
41519,170.21099999999996
41520,166.9235
41521,163.8704
41522,156.047
41523,153.8245
41524,149.8017
41525,150.0821
41526,151.5722
41527,150.0506
41528,144.8367
41529,143.1928
41530,147.208
41531,147.8353
41532,148.0012
41533,151.7096
41534,155.1904
41535,155.5164
41536,153.5173
41537,152.46200000000005
41538,151.6128
41539,156.3201
41540,159.1458
41541,161.1286
41542,153.77153925925893
41543,153.7901963235291
41544,153.81618686131355
41545,153.83461811594174
41546,153.86524388489178
41547,153.90335785714257
41548,153.93939929077985
41549,153.9621471830983
41550,153.98122587412558
41551,154.00961944444416
41552,154.0282958620687
41553,154.03688424657506
41554,154.03475170067998
41555,154.01877702702674
41556,154.00826107382522
41557,154.03952533333305
41558,154.02177086092686
41559,154.01683618421026
41560,154.01683618421026
41561,154.01683618421026
41562,154.01683618421026
41563,154.01683618421026
41564,154.01683618421026
41565,154.01683618421026
41566,154.01683618421026
41567,154.01683618421026
41568,154.01683618421026
41569,154.01683618421026
41570,154.01683618421026
41571,153.99922649006595
41572,154.0430366666664
41573,154.1251825503353
41574,154.2539290540538
41575,154.4056040816324
41576,154.55047465753398
41577,154.68745931034456
41578,154.8140493055553
41579,169.5638
41580,169.5638
41581,165.9486
41582,162.0159
41583,162.0159
41584,152.7496
41585,153.3851
41586,156.0858
41587,156.4352
41588,162.25
41589,162.25
41590,161.6205
41591,158.5
41592,158.5
41593,163.5981
41594,162.273
41595,159.7232
41596,158.683
41597,158.2086
41598,160.2021
41599,160.9664
41600,161.0306
41601,159.346
41602,158.4554
41603,156.2447
41604,157.1589
41605,157.8811
41606,161.5038
41607,163.1377
41608,161.6004
41609,161.0267
41610,155.1888
41611,152.9071
41612,155.5035
41613,156.2265
41614,156.4109
41615,157.2643
41616,155.0876
41617,157.0079
41618,157.9842
41619,159.4943
41620,162.3134
41621,162.2135
41622,164.7146
41623,160.9781
41624,162.4109
41625,157.6374
41626,157.5211
41627,157.7119
41628,155.0572
41629,153.3714
41630,153.8393
41631,152.942
41632,152.8912
41633,150.8392
41634,149.6266
41635,151.7457
41636,152.8203
41637,152.6748
41638,155.8661
41639,158.019
41640,158.6917
41641,157.4329
41642,156.3089
41643,157.3509
41644,156.3597
41645,158.0916
41646,159.2012
41647,158.9852
41648,157.1696
41649,156.6904
41650,158.0699
41651,156.7177
41652,155.2822
41653,153.7234
41654,151.6705
41655,152.4519
41656,158.6979
41657,151.3586
41658,153.2717
41659,157.8464824999994
41660,157.8464824999994
41661,157.8464824999994
41662,157.8464824999994
41663,157.8464824999994
41664,157.8464824999994
41665,157.8464824999994
41666,157.8464824999994
41667,157.8464824999994
41668,157.8464824999994
41669,157.8464824999994
41670,157.8464824999994
41671,157.8464824999994
41672,157.8464824999994
41673,157.8464824999994
41674,157.8464824999994
41675,157.8464824999994
41676,157.8464824999994
41677,157.8464824999994
41678,157.8464824999994
41679,157.8464824999994
41680,157.69816202531587
41681,157.54603846153785
41682,157.43691428571367
41683,157.3766644736836
41684,157.31480799999937
41685,157.37649999999937
41686,157.43117671232812
41687,157.44986249999934
41688,157.4641535211261
41689,157.39578428571363
41690,157.32543333333265
41691,157.2622705882346
41692,157.24379701492467
41693,157.22476363636292
41694,157.12671230769158
41695,157.04630156249928
41696,157.00381111111037
41697,156.9767274193541
41698,156.9565327868845
41699,156.90243999999925
41700,156.83355932203312
41701,156.76119655172334
41702,156.71584912280622
41703,156.6847857142849
41704,156.69278727272646
41705,156.68415555555472
41706,156.66157169811234
41707,156.56845192307603
41708,156.439643137254
41709,156.33642799999907
41710,156.24070816326434
41711,156.2626229166657
41712,156.3340170212756
41713,156.3520717391294
41714,156.3548622222212
41715,156.3535886363626
41716,156.3324093023245
41717,156.3620476190465
41718,156.3462951219501
41719,156.30534749999885
41720,156.2235794871783
41721,156.06332105263036
41722,155.89709999999877
41723,155.65216944444316
41724,155.49999999999866
41725,155.29673823529276
41726,155.2258090909077
41727,155.15408124999857
41728,155.07157096774046
41729,155.07204999999846
41730,155.13069310344667
41731,155.17681428571265
41732,155.25958518518348
41733,155.35067692307516
41734,155.53113599999816
41735,155.7771583333314
41736,155.9524391304328
41737,156.094809090907
41738,156.2576666666645
41739,156.27724499999772
41740,145.25895499999774
41741,145.31805238095023
41742,145.44438636363432
41743,145.62919130434585
41744,145.79859583333146
41745,145.9685839999982
41746,146.13325384615212
41747,146.30671851851685
41748,146.51353214285555
41749,146.70608275861915
41750,146.69921333333184
41751,146.69278709677275
41752,146.6214531249986
41753,146.52686363636226
41754,146.46842058823398
41755,146.43171714285586
41756,146.41731388888763
41757,146.45146756756634
41758,146.48382368420934
41759,146.5419307692296
41760,146.59713249999885
41761,146.6777658536574
41762,146.79853333333224
41763,146.91368372092916
41764,146.95117272727168
41765,146.98699555555453
41766,146.9338652173903
41767,146.83094893616922
41768,146.83903958333235
41769,147.00989387755007
41770,147.13823399999907
41771,147.1551313725481
41772,147.17137884615295
41773,147.13040943396138
41774,147.035401851851
41775,146.8893036363628
41776,146.74842321428488
41777,146.74903157894656
41778,146.825605172413
41779,146.92647288135515
41780,147.05686499999922
41781,147.1365245901632
41782,147.12625806451538
41783,147.11631746031674
41784,147.11233437499928
41785,147.10847384615315
41786,147.09021818181748
41787,147.05902089552168
41788,147.0287411764699
41789,147.01767246376744
41790,147.02499142857076
41791,147.0499211267599
41792,147.09172777777712
41793,147.14971780821855
41794,147.20614054053993
41795,147.23649866666605
41796,147.22680789473625
41797,147.21736883116824
41798,147.11201794871735
41799,147.0093341772146
41800,146.98241749999943
41801,146.97982962962908
41802,146.97730487804824
41803,146.97990240963802
41804,146.98744047618996
41805,146.99974470588182
41806,147.01176279069713
41807,147.02350459770062
41808,146.91528295454492
41809,146.80949325842644
41810,146.7191833333328
41811,146.64141538461487
41812,146.58394782608644
41813,146.63143225806402
41814,146.67790638297822
41815,146.68334631578898
41816,146.6490343749995
41817,146.61542989690673
41818,146.58512448979545
41819,146.55962020201974
41820,142.9843
41821,142.9843
41822,146.5098
41823,147.4553
41824,147.4553
41825,142.75
41826,142.75
41827,144.6958
41828,147.2295
41829,146.5396
41830,144.25
41831,144.22899999999996
41832,144.1271
41833,144.1271
41834,150.3343
41835,150.3343
41836,144.4116
41837,141.8818
41838,143.63
41839,146.5
41840,146.5
41841,148.0974
41842,149.6949
41843,149.6949
41844,150.0483
41845,150.25
41846,150.8168
41847,152.0975
41848,152.0975
41849,146.5
41850,146.5
41851,144.4101
41852,143.5
41853,144.5398
41854,145.1838
41855,145.9132
41856,147.681
41857,147.681
41858,148.75
41859,148.75
41860,149.9031
41861,151.75
41862,151.75
41863,148.5632
41864,148.5632
41865,144.543
41866,142.0968
41867,147.2193
41868,155.2109
41869,153.4269
41870,148.0
41871,148.0
41872,145.0
41873,142.0
41874,139.0
41875,139.0
41876,146.7831
41877,151.1903
41878,152.7768
41879,154.75
41880,151.9161
41881,146.5
41882,146.5
41883,146.8614
41884,146.8614
41885,145.9036
41886,145.0
41887,145.0
41888,146.265
41889,147.53
41890,148.795
41891,150.06
41892,151.325
41893,151.325
41894,149.483
41895,146.5
41896,146.5
41897,139.0
41898,139.0
41899,144.856
41900,146.7728
41901,146.7728
41902,147.1929
41903,147.6131
41904,148.0333
41905,148.0333
41906,148.0333
41907,137.5
41908,137.5
41909,138.6816
41910,139.6423
41911,141.3544
41912,151.0
41913,151.0
41914,147.1947
41915,143.3894
41916,143.3894
41917,143.6455
41918,144.0602
41919,144.0602
41920,148.75
41921,148.75
41922,148.75
41923,147.4574
41924,147.4574
41925,147.4574
41926,151.75
41927,151.75
41928,151.75
41929,151.375
41930,151.0
41931,151.0
41932,151.0
41933,148.75
41934,148.75
41935,147.3102
41936,146.5
41937,146.5
41938,146.0178
41939,145.5356
41940,145.0534
41941,144.5712
41942,144.5712
41943,147.1981
41944,151.8805
41945,151.8805
41946,145.75
41947,145.75
41948,145.1147
41949,144.9016
41950,144.0246
41951,143.5
41952,143.5
41953,143.5
41954,143.5
41955,149.1646
41956,154.8291
41957,160.4937
41958,160.4937
41959,156.3232
41960,155.5
41961,160.0464
41962,161.849
41963,165.5886
41964,168.5494
41965,163.767
41966,155.5
41967,158.5959
41968,167.9148
41969,167.9148
41970,163.0
41971,163.0
41972,163.0
41973,168.0
41974,173.0
41975,178.0
41976,178.0
41977,178.0
41978,156.3546
41979,156.3546
41980,150.4759
41981,147.8094
41982,147.8094
41983,150.25
41984,150.25
41985,150.25
41986,145.0
41987,145.0
41988,145.0
41989,146.75
41990,148.5
41991,150.25
41992,150.25
41993,150.25
41994,140.5
41995,140.5
41996,143.3079
41997,146.5
41998,146.5
41999,147.625
42000,148.75
42001,148.75
42002,148.75
42003,152.125
42004,155.5
42005,155.5
42006,155.5
42007,145.75
42008,145.75
42009,145.75
42010,149.5
42011,153.25
42012,153.25
42013,160.4428
42014,162.25
42015,164.2815
42016,166.11900000000003
42017,166.11900000000003
42018,163.2137
42019,163.2137
42020,163.2137
42021,152.5557
42022,152.5557
42023,152.5557
42024,168.25
42025,168.25
42026,162.075
42027,136.75
42028,136.75
42029,157.6284
42030,157.6284
42031,161.9656
42032,166.75
42033,166.75
42034,166.75
42035,166.75
42036,157.4371
42037,157.4371
42038,157.4371
42039,156.2244
42040,156.2244
42041,145.864
42042,142.0
42043,151.3515
42044,162.9721
42045,162.9721
42046,143.8985
42047,143.8985
42048,141.1855
42049,140.5
42050,144.1155
42051,146.5
42052,146.5
42053,153.0163
42054,159.5326
42055,166.0489
42056,166.0489
42057,166.4964
42058,166.9024
42059,165.2238
42060,161.5
42061,158.7836
42062,147.3108
42063,147.3108
42064,149.9054
42065,152.5
42066,152.5
42067,147.9605
42068,146.5
42069,144.8033
42070,143.5
42071,146.4478
42072,149.5
42073,148.8912
42074,148.0
42075,148.2327
42076,148.75
42077,149.0019
42078,149.789
42079,149.789
42080,146.5
42081,146.5
42082,146.5
42083,146.5
42084,151.7961
42085,155.5
42086,154.3898
42087,149.8082
42088,149.8082
42089,148.3705
42090,148.3705
42091,148.3705
42092,148.4546
42093,148.4546
42094,148.4546
42095,144.8271
42096,144.8271
42097,145.5989
42098,145.75
42099,149.3986
42100,151.75
42101,151.0389
42102,148.75
42103,148.75
42104,153.6203
42105,153.6203
42106,153.6203
42107,138.25
42108,138.25
42109,141.7814
42110,146.1319
42111,146.6453
42112,149.5
42113,149.5
42114,148.7071
42115,147.9142
42116,147.1213
42117,146.3284
42118,146.3284
42119,147.3199
42120,147.7687
42121,147.1548
42122,145.75
42123,145.75
42124,145.4671
42125,145.4671
42126,146.2861
42127,146.5
42128,148.48
42129,150.1227
42130,148.2775
42131,143.5
42132,143.5
42133,143.5
42134,143.5
42135,145.0633
42136,149.5
42137,148.974
42138,147.25
42139,147.25
42140,150.5168
42141,150.5168
42142,149.4424
42143,149.1679
42144,149.3079
42145,149.3695
42146,146.1855
42147,144.1463
42148,144.1463
42149,145.0
42150,145.0
42151,140.6377
42152,139.75
42153,146.9129
42154,155.9332
42155,155.9332
42156,152.5
42157,152.5
42158,150.5628
42159,149.5
42160,148.3425
42161,147.3492
42162,149.6719
42163,152.2649
42164,150.0126
42165,146.5
42166,146.5
42167,149.5661
42168,152.6322
42169,152.6322
42170,152.6322
42171,148.0
42172,148.0
42173,148.1427
42174,148.2224
42175,149.4412
42176,152.5
42177,153.4099
42178,158.1642
42179,158.1642
42180,158.5238
42181,158.5238
42182,157.0111
42183,154.3135
42184,155.4777
42185,158.53799999999995
42186,159.0946
42187,161.3031
42188,161.3031
42189,166.8815
42190,166.8815
42191,167.6048
42192,168.1578
42193,168.1578
42194,170.7591
42195,170.7591
42196,169.7882
42197,167.9154
42198,167.9154
42199,169.3918
42200,169.3918
42201,172.8884
42202,173.735
42203,173.1239
42204,172.8615
42205,168.7565
42206,166.0
42207,170.0941
42208,174.4983
42209,173.2304
42210,169.71200000000005
42211,169.71200000000005
42212,171.25
42213,171.25
42214,171.25
42215,171.4298
42216,171.4298
42217,171.644
42218,171.8956
42219,172.7636
42220,174.4671
42221,174.4671
42222,182.0762
42223,182.0762
42224,176.6899
42225,174.7472
42226,172.8861
42227,171.6308
42228,171.2393
42229,170.6127
42230,170.6127
42231,161.5
42232,161.5
42233,161.1628
42234,161.1088
42235,158.6416
42236,158.2289
42237,161.4433
42238,162.25
42239,164.3904
42240,165.5773
42241,166.175
42242,166.80599999999995
42243,169.4782
42244,174.247
42245,174.247
42246,183.9158
42247,183.9158
42248,181.1302
42249,179.6151
42250,179.6151
42251,181.1649
42252,181.1649
42253,180.0703
42254,178.672
42255,178.037
42256,176.4267
42257,176.4267
42258,167.4824
42259,167.4824
42260,167.4824
42261,161.9175
42262,161.9175
42263,156.5857
42264,146.2633
42265,146.2633
42266,151.9015
42267,151.9015
42268,151.3835
42269,150.167
42270,150.167
42271,149.333
42272,148.4989
42273,147.6649
42274,147.6649
42275,147.6649
42276,151.9218
42277,151.9218
42278,152.0462
42279,152.2591
42280,152.2591
42281,144.8612
42282,144.8612
42283,144.8612
42284,149.435
42285,149.435
42286,149.7961
42287,150.0722
42288,148.6275
42289,145.2416
42290,145.2416
42291,146.1819
42292,146.1819
42293,146.1819
42294,155.5
42295,155.5
42296,155.5
42297,155.5
42298,156.6458
42299,159.25
42300,159.25
42301,159.25
42302,159.25
42303,159.25
42304,170.9336
42305,170.9336
42306,167.4932
42307,165.6454
42308,165.6454
42309,158.243
42310,158.243
42311,158.1363
42312,158.1077
42313,154.6087
42314,150.4709
42315,150.4709
42316,144.9672
42317,144.9672
42318,145.1115
42319,146.0228
42320,146.0228
42321,150.7614
42322,155.5
42323,155.5
42324,156.8984
42325,157.3663
42326,157.3663
42327,163.2159
42328,163.2159
42329,167.755
42330,170.5
42331,165.22299999999996
42332,158.5
42333,157.9418
42334,157.0
42335,157.2525
42336,157.8405
42337,158.537
42338,160.75
42339,160.75
42340,158.875
42341,157.0
42342,157.0
42343,157.0
42344,152.5
42345,148.0
42346,143.5
42347,143.5
42348,143.5
42349,144.75
42350,146.0
42351,147.25
42352,147.25
42353,147.25
42354,146.5
42355,145.75
42356,145.0
42357,145.0
42358,145.3884
42359,145.75
42360,145.75
42361,147.25
42362,147.25
42363,147.25
42364,145.75
42365,144.25
42366,144.25
42367,144.6752
42368,145.0
42369,145.0
42370,147.26
42371,147.26
42372,145.9328
42373,144.3543
42374,144.3543
42375,142.5885
42376,142.5885
42377,142.5885
42378,143.5
42379,143.5
42380,144.6426
42381,145.0
42382,138.8369
42383,134.5
42384,134.5
42385,150.25
42386,150.25
42387,150.25
42388,146.875
42389,143.5
42390,143.5
42391,136.9014
42392,133.0
42393,133.0
42394,141.25
42395,141.25
42396,141.25
42397,153.25
42398,165.25
42399,165.25
42400,165.25
42401,163.0
42402,163.0
42403,163.0
42404,161.049
42405,159.09799999999996
42406,157.1469
42407,155.1959
42408,153.2449
42409,153.2449
42410,153.2449
42411,155.9086
42412,155.9086
42413,153.592
42414,149.5
42415,149.5
42416,156.25
42417,156.25
42418,156.3772
42419,156.4539
42420,154.3694
42421,146.5
42422,146.5
42423,165.25
42424,165.25
42425,165.25
42426,161.5363
42427,157.8225
42428,154.1088
42429,154.1088
42430,154.1088
42431,152.0725
42432,150.0363
42433,148.0
42434,148.0
42435,149.7304
42436,160.017
42437,160.017
42438,155.5
42439,155.5
42440,155.5
42441,161.5
42442,161.5
42443,158.1741
42444,157.0
42445,157.0
42446,163.75
42447,163.75
42448,163.75
42449,151.0
42450,151.0
42451,151.0
42452,148.5
42453,146.0
42454,143.5
42455,143.5
42456,145.3583
42457,146.5
42458,146.5
42459,146.7177
42460,146.9353
42461,147.153
42462,147.153
42463,147.153
42464,147.7397
42465,148.3265
42466,148.9132
42467,149.5
42468,149.5
42469,148.8316
42470,145.5306
42471,145.5306
42472,142.75
42473,142.75
42474,142.75
42475,145.375
42476,148.0
42477,150.625
42478,153.25
42479,153.25
42480,153.25
42481,160.5869
42482,160.5869
42483,155.8752
42484,154.75
42485,154.75
42486,156.25
42487,157.75
42488,157.75
42489,151.9767
42490,144.25
42491,144.25
42492,151.6479
42493,151.6479
42494,147.7781
42495,146.264
42496,148.1279
42497,149.5
42498,149.5
42499,149.5
42500,149.5
42501,147.1344
42502,146.1775
42503,150.192
42504,154.0
42505,154.1288
42506,154.4476
42507,154.4476
42508,137.5
42509,137.5
42510,137.5
42511,135.1361
42512,135.1361
42513,135.1361
42514,130.0871
42515,130.0871
42516,130.4646
42517,130.7275
42518,127.7281
42519,121.2097
42520,121.2097
42521,125.5
42522,125.5
42523,123.2163
42524,122.4115
42525,127.0011
42526,130.5536
42527,132.704
42528,138.25
42529,138.25
42530,137.852
42531,137.454
42532,137.0559
42533,136.6579
42534,136.2599
42535,135.8619
42536,135.4639
42537,135.4639
42538,135.4639
42539,140.6426
42540,145.8213
42541,151.0
42542,151.0
42543,149.0519
42544,148.0
42545,148.3281
42546,148.5893
42547,148.9021
42548,149.5
42549,149.5185
42550,149.6031
42551,150.2078
42552,153.2818
42553,153.2818
42554,143.5
42555,143.5
42556,143.5
42557,143.1366
42558,142.7732
42559,142.4099
42560,142.4099
42561,141.1497
42562,140.8013
42563,146.9693
42564,150.1014
42565,150.1014
42566,150.9009
42567,151.7005
42568,152.5
42569,152.5
42570,152.5
42571,140.4818
42572,140.4818
42573,142.0277
42574,144.2372
42575,144.2372
42576,138.6029
42577,138.6029
42578,138.957
42579,139.0837
42580,141.6662
42581,144.8204
42582,144.8204
42583,145.3783
42584,145.3783
42585,141.4096
42586,139.9583
42587,142.3898
42588,147.3332
42589,147.3332
42590,145.7845
42591,145.7845
42592,146.5459
42593,147.6447
42594,148.7433
42595,150.607
42596,148.0756
42597,142.75
42598,142.91
42599,143.5625
42600,143.5625
42601,152.6067
42602,152.6067
42603,148.0566
42604,143.7815
42605,146.9002
42606,154.6866
42607,154.6866
42608,146.5
42609,146.5
42610,148.9821
42611,155.3823
42612,155.3823
42613,152.8443
42614,150.3064
42615,147.7684
42616,145.2304
42617,145.2304
42618,149.1484
42619,149.85299999999995
42620,147.7979
42621,147.25
42622,148.4363
42623,148.8502
42624,148.3255
42625,148.0492
42626,145.9292
42627,144.1191
42628,145.9541
42629,147.80700000000004
42630,146.891
42631,145.7163
42632,145.5882
42633,145.3794
42634,144.2751
42635,142.3865
42636,141.1251
42637,138.3524
42638,138.8239
42639,140.2211
42640,140.2211
42641,138.4401
42642,138.4401
42643,140.3416
42644,141.6168
42645,141.6168
42646,130.6908
42647,130.6908
42648,138.8118
42649,143.1404
42650,140.314
42651,135.1428
42652,134.118
42653,130.0
42654,130.0
42655,120.0175
42656,120.0175
42657,120.6039
42658,121.0
42659,121.0
42660,133.0
42661,133.0
42662,133.0
42663,130.3103
42664,130.3103
42665,129.2357
42666,129.0075
42667,139.0139
42668,146.9424
42669,146.9424
42670,149.8435
42671,149.8435
42672,149.8435
42673,141.826
42674,141.826
42675,140.9848
42676,140.1655
42677,140.1655
42678,140.6314
42679,140.6314
42680,141.8949
42681,142.7895
42682,143.6902
42683,146.7088
42684,145.8202
42685,142.4017
42686,142.8533
42687,144.7778
42688,144.5751
42689,143.5039
42690,143.5039
42691,144.531
42692,144.531
42693,146.0434
42694,147.0173
42695,146.9717
42696,146.8991
42697,146.8991
42698,147.9297
42699,147.9297
42700,153.5361
42701,156.7528
42702,156.7528
42703,151.4726
42704,151.4726
42705,151.4007
42706,151.3901
42707,149.4083
42708,149.0947
42709,149.0947
42710,152.7533
42711,152.7533
42712,142.7705
42713,139.8649
42714,142.8753
42715,145.2037
42716,143.9039
42717,140.3907
42718,141.438
42719,146.9902
42720,145.3273
42721,135.2678
42722,135.2678
42723,136.1539
42724,136.1539
42725,141.6211
42726,146.326
42727,146.326
42728,147.5823
42729,147.5823
42730,140.3084
42731,138.532
42732,136.982
42733,135.5096
42734,135.5096
42735,148.7925
42736,148.7925
42737,143.9999
42738,142.3411
42739,158.9426
42740,170.4852
42741,166.9958
42742,162.4039
42743,162.4039
42744,164.5691
42745,164.5691
42746,164.5691
42747,162.6624
42748,162.6624
42749,162.6624
42750,159.9678
42751,159.9678
42752,158.1222
42753,156.0052
42754,156.0052
42755,159.6723
42756,159.6723
42757,155.9159
42758,148.082
42759,150.09
42760,157.043
42761,157.043
42762,157.2617
42763,157.2617
42764,157.2617
42765,153.1686
42766,153.1686
42767,153.7324
42768,155.0634
42769,155.0634
42770,142.8768
42771,142.8768
42772,145.435
42773,147.7432
42774,147.7432
42775,171.6102
42776,171.6102
42777,171.6102
42778,172.2131
42779,172.2131
42780,169.1127
42781,165.6121
42782,165.6121
42783,158.2491
42784,158.2491
42785,157.4118
42786,157.0
42787,157.0
42788,160.0
42789,163.0
42790,166.0
42791,169.0
42792,169.0
42793,169.0
42794,163.1521
42795,157.3042
42796,151.4564
42797,151.4564
42798,154.3637
42799,155.2366
42800,148.8095
42801,146.5
42802,145.1947
42803,144.5918
42804,145.8461
42805,146.7364
42806,154.5652
42807,166.2712
42808,162.8091
42809,155.0414
42810,154.9715
42811,154.7698
42812,154.7698
42813,147.9033
42814,147.9033
42815,157.2327
42816,161.1757
42817,145.1786
42818,137.1354
42819,140.1894
42820,142.4936
42821,146.4028
42822,151.6938
42823,156.984
42824,167.7917
42825,162.3317
42826,146.8404
42827,149.2771
42828,158.2164
42829,158.2164
42830,159.9684
42831,159.9684
42832,160.1907
42833,160.2339
42834,163.9401
42835,164.86
42836,154.5422
42837,149.36700000000005
42838,147.2509
42839,144.806
42840,148.9157
42841,158.8007
42842,157.0892
42843,150.4151
42844,150.1397
42845,148.7261
42846,148.7261
42847,152.852
42848,152.852
42849,148.6813
42850,146.7209
42851,145.8083
42852,144.1399
42853,145.0306
42854,147.8159
42855,147.9414
42856,148.452
42857,149.6784
42858,155.0423
42859,152.6508
42860,139.5232
42861,139.5232
42862,143.2833
42863,143.2833
42864,141.2653
42865,139.6418
42866,141.3421
42867,147.0902
42868,147.0902
42869,148.1799
42870,149.2696
42871,150.3592
42872,150.3592
42873,144.7704
42874,142.39600000000004
42875,145.0502
42876,147.2752
42877,147.1447
42878,146.9424
42879,145.3974
42880,141.8058
42881,141.8058
42882,142.6079
42883,142.6079
42884,145.3745
42885,147.1674
42886,147.1674
42887,153.4454
42888,153.4454
42889,153.4454
42890,140.7973
42891,140.7973
42892,144.489
42893,148.4492
42894,148.4492
42895,139.3046
42896,139.3046
42897,144.0891
42898,145.2858
42899,143.7238
42900,142.9974
42901,142.9974
42902,149.0134
42903,149.0134
42904,144.4661
42905,143.0686
42906,150.5667
42907,154.75
42908,153.2345
42909,150.5161
42910,150.5161
42911,149.4616
42912,149.4616
42913,149.1725
42914,148.4512
42915,148.4512
42916,152.3285
42917,152.3285
42918,152.3285
42919,151.433
42920,151.433
42921,151.433
42922,148.0
42923,148.0
42924,147.4174
42925,147.25
42926,148.0543
42927,148.7583
42928,149.3157
42929,150.2175
42930,151.3539
42931,154.0
42932,154.0
42933,150.6644
42934,150.6644
42935,152.5511
42936,152.8589
42937,155.9152
42938,156.4609
42939,153.8058
42940,152.7646
42941,153.2253
42942,153.7824
42943,152.1585
42944,148.3976
42945,148.3976
42946,145.6953
42947,145.6953
42948,146.1863
42949,146.8186
42950,146.8186
42951,140.5
42952,140.5
42953,140.0974
42954,139.5714
42955,139.5714
42956,139.5246
42957,139.5246
42958,139.5246
42959,142.7652
42960,142.7652
42961,138.5728
42962,137.2861
42963,138.8251
42964,140.5876
42965,142.4425
42966,150.9039
42967,149.3545
42968,141.19299999999996
42969,141.19299999999996
42970,135.6521
42971,135.6521
42972,147.822
42973,150.0464
42974,162.8178
42975,165.2831
42976,156.2886
42977,151.3334
42978,149.9533
42979,147.3896
42980,147.3896
42981,155.8682
42982,155.8682
42983,157.1482
42984,157.4925
42985,162.4306
42986,164.2002
42987,156.534
42988,152.8086
42989,154.4875
42990,156.3447
42991,156.3447
42992,148.5965
42993,148.5965
42994,155.7852
42995,157.9886
42996,156.3735
42997,155.6037
42998,156.567
42999,157.3524
43000,158.4152
43001,159.9512
43002,159.1981
43003,157.7566
43004,157.9353
43005,158.4305
43006,158.4305
43007,158.2885
43008,158.2885
43009,151.3744
43010,149.6096
