,GR,DT,DRES,DEN,Depth,COND,CAL,Zone_Tertiary,Zone_Paleocene,Zone_Chalk,Zone_Jurassic
80161,58.9675,92.2351,1.4681,2.3492,10638.5,681.1525,8.1824,0,1,0,0
80162,58.7187,92.0923,1.3279,2.3599,10639.0,753.0687,8.1752,0,1,0,0
80163,57.7269,92.9813,1.2447,2.3622,10639.5,803.4065,8.1814,0,1,0,0
80164,55.9374,93.8748,1.2107,2.3623,10640.0,825.9684,8.2466,0,1,0,0
80165,54.4694,94.4415,1.1862,2.3626,10640.5,843.0281,8.3582,0,1,0,0
80166,54.8094,95.1432,1.2155,2.3661,10641.0,822.7067,8.426,0,1,0,0
80167,56.5845,96.9625,1.2477,2.3707,10641.5,801.4747,8.4445,0,1,0,0
80168,59.4188,99.1596,1.2807,2.3731,10642.0,780.823,8.5156,0,1,0,0
80169,63.5632,100.0633,1.3147,2.3727,10642.5,760.6298,8.6305,0,1,0,0
80170,70.4222,98.4375,1.3828,2.3649,10643.0,723.1704,8.7879,0,1,0,0
80171,72.5819,96.6046,1.4977,2.3438,10643.5,667.6905,8.7177,0,1,0,0
80172,66.5795,94.9939,1.6221,2.3098,10644.0,616.4848,8.5844,0,1,0,0
80173,55.5326,94.1788,1.6853,2.2801,10644.5,593.3661,8.4512,0,1,0,0
80174,48.0732,93.5105,1.7601,2.2663,10645.0,568.1495,8.3839,0,1,0,0
80175,41.1909,92.8871,1.8036,2.2633,10645.5,554.4467,8.4163,0,1,0,0
80176,39.8326,92.308,1.7281,2.2689,10646.0,578.6702,8.3065,0,1,0,0
80177,39.4184,91.5225,1.6385,2.2795,10646.5,610.3143,8.293,0,1,0,0
80178,40.1009,91.5512,1.5695,2.2913,10647.0,637.1456,8.312999999999999,0,1,0,0
80179,43.8033,91.7861,1.5028,2.303,10647.5,665.4246,8.3873,0,1,0,0
80180,48.1722,92.021,1.4545,2.3149,10648.0,687.5215,8.464,0,1,0,0
80181,50.4578,92.2559,1.4734,2.3263,10648.5,678.7023,8.4884,0,1,0,0
80182,49.2546,92.3306,1.4734,2.3331,10649.0,678.7023,8.4884,0,1,0,0
80183,47.0801,92.1247,1.5105,2.3312,10649.5,662.0325,8.4724,0,1,0,0
80184,43.1794,91.8692,1.5569,2.314,10650.0,642.302,8.4483,0,1,0,0
80185,39.9706,91.8776,1.661,2.2917,10650.5,602.0469,8.4182,0,1,0,0
80186,38.827,91.8765,1.8016,2.2844,10651.0,555.0622,8.3828,0,1,0,0
80187,40.2691,91.8441,1.8398,2.2874,10651.5,543.5374,8.3475,0,1,0,0
80188,38.9836,92.0319,1.8294,2.2844,10652.0,546.6273,8.2944,0,1,0,0
80189,35.9811,92.2945,1.8319,2.2768,10652.5,545.8813,8.2607,0,1,0,0
80190,35.863,92.491,1.8715,2.2685,10653.0,534.3307,8.1907,0,1,0,0
80191,37.5916,92.1864,1.9777,2.2634,10653.5,505.6379,8.0756,0,1,0,0
80192,37.8716,91.4204,2.1163,2.2656,10654.0,472.5228,7.9377,0,1,0,0
80193,38.8936,90.0948,2.2161,2.2763,10654.5,451.2432,7.8661,0,1,0,0
80194,39.5375,88.4693,2.2092,2.3119,10655.0,452.6526,8.0688,0,1,0,0
80195,41.9577,87.3805,2.1346,2.3661,10655.5,468.4719,8.3134,0,1,0,0
80196,49.0983,87.3927,1.9319,2.4031,10656.0,517.6251,8.3951,0,1,0,0
80197,58.8396,87.79899999999998,1.7525,2.4254,10656.5,570.6134,8.3267,0,1,0,0
80198,59.1758,88.8652,1.6341,2.4193,10657.0,611.9576,8.2182,0,1,0,0
80199,54.3652,90.6357,1.5597,2.3992,10657.5,641.1489,8.2113,0,1,0,0
80200,52.3312,91.3803,1.5716,2.3745,10658.0,636.2943,8.2576,0,1,0,0
80201,49.5808,92.0424,1.6271,2.3469,10658.5,614.5904,8.2613,0,1,0,0
80202,46.2601,92.6205,1.651,2.3234,10659.0,605.6935,8.1931,0,1,0,0
80203,43.5864,92.368,1.6261,2.3092,10659.5,614.9683,8.1232,0,1,0,0
80204,41.8206,91.5008,1.6,2.3034,10660.0,625.0,8.093,0,1,0,0
80205,39.9963,90.1256,1.6334,2.3031,10660.5,612.2199,8.0694,0,1,0,0
80206,38.5801,89.169,1.7079,2.3084,10661.0,585.5143,8.0503,0,1,0,0
80207,38.2047,88.9514,1.7991,2.3091,10661.5,555.8334,8.0672,0,1,0,0
80208,37.8542,88.97,2.0239,2.3044,10662.0,494.0956,8.0861,0,1,0,0
80209,37.3053,88.8604,2.2932,2.2958,10662.5,436.0719,8.1016,0,1,0,0
80210,37.0101,88.4712,2.4133,2.2909,10663.0,414.3704,8.1055,0,1,0,0
80211,36.9513,87.9917,2.4577,2.2891,10663.5,406.8845,8.1071,0,1,0,0
80212,37.0789,87.6463,2.4493,2.2888,10664.0,408.2799,8.1364,0,1,0,0
80213,35.6521,87.5654,2.3798,2.2894,10664.5,420.2034,8.1892,0,1,0,0
80214,35.1505,87.4316,2.3206,2.2927,10665.0,430.923,8.3192,0,1,0,0
80215,36.4845,87.2345,2.2949,2.3018,10665.5,435.7488,8.4619,0,1,0,0
80216,37.8873,87.0756,2.2624,2.3107,10666.0,442.0085,8.552999999999999,0,1,0,0
80217,37.9785,87.0783,2.1642,2.3179,10666.5,462.0645,8.5852,0,1,0,0
80218,37.1901,87.5017,2.0875,2.3111,10667.0,479.0419,8.5356,0,1,0,0
80219,36.5645,88.1184,2.0052,2.3061,10667.5,498.7034,8.4767,0,1,0,0
80220,36.9769,89.052,1.9271,2.3006,10668.0,518.9144,8.4178,0,1,0,0
80221,38.6048,90.4515,1.9141,2.2961,10668.5,522.4387,8.359,0,1,0,0
80222,40.0736,91.4445,1.9919,2.292,10669.0,502.0332,8.3067,0,1,0,0
80223,39.5717,91.1123,2.0354,2.2889,10669.5,491.304,8.3162,0,1,0,0
80224,40.8205,90.1459,1.955,2.2882,10670.0,511.5089,8.3273,0,1,0,0
80225,41.4393,89.22399999999998,1.8176,2.2877,10670.5,550.1759999999998,8.3384,0,1,0,0
80226,39.2735,88.186,1.7411,2.285,10671.0,574.3495,8.3495,0,1,0,0
80227,36.7649,87.5723,1.7359,2.2818,10671.5,576.07,8.3606,0,1,0,0
80228,34.0241,86.9041,1.8191,2.2799,10672.0,549.7224,8.3778,0,1,0,0
80229,32.1556,86.0259,1.9207,2.2838,10672.5,520.6436,8.4145,0,1,0,0
80230,32.9446,86.1323,2.028,2.2972,10673.0,493.0966,8.4512,0,1,0,0
80231,34.0745,87.0501,2.1285,2.3102,10673.5,469.8144,8.4649,0,1,0,0
80232,34.4534,87.5808,2.1361,2.3131,10674.0,468.1429,8.4399,0,1,0,0
80233,34.7573,87.704,2.1437,2.3107,10674.5,466.4832,8.4557,0,1,0,0
80234,35.0181,88.9226,2.06,2.3152,10675.0,485.4369,8.4996,0,1,0,0
80235,37.6983,90.842,1.9561,2.3357,10675.5,511.2213,8.5304,0,1,0,0
80236,41.4112,92.4936,1.7832,2.3719,10676.0,560.7896,8.5444,0,1,0,0
80237,54.4541,93.4673,1.62,2.4204,10676.5,617.2839,8.5585,0,1,0,0
80238,66.7792,93.5199,1.5322,2.4317,10677.0,652.6563,8.5726,0,1,0,0
80239,68.0512,93.2826,1.5533,2.4008,10677.5,643.7906,8.5769,0,1,0,0
80240,60.2034,93.5611,1.5466,2.3543,10678.0,646.5796,8.5685,0,1,0,0
80241,50.6243,94.4016,1.5252,2.3199,10678.5,655.6517,8.5601,0,1,0,0
80242,43.7503,95.4096,1.504,2.3079,10679.0,664.8936,8.5517,0,1,0,0
80243,42.9486,96.2517,1.4831,2.3115,10679.5,674.2634,8.5432,0,1,0,0
80244,46.4297,96.1895,1.4775,2.3188,10680.0,676.819,8.5309,0,1,0,0
80245,48.7444,94.2914,1.4977,2.3232,10680.5,667.6905,8.5125,0,1,0,0
80246,48.8584,92.317,1.5182,2.3307,10681.0,658.6747,8.4941,0,1,0,0
80247,51.0308,90.3427,1.5194,2.3428,10681.5,658.1545,8.4769,0,1,0,0
80248,53.883,89.0466,1.3795,2.3544,10682.0,724.9003,8.4678,0,1,0,0
80249,55.2148,88.7874,1.1918,2.3669,10682.5,839.067,8.4213,0,1,0,0
80250,56.36,89.0065,1.2114,2.383,10683.0,825.4911,8.3582,0,1,0,0
80251,57.7182,89.6063,1.2866,2.3779,10683.5,777.2424,8.2929,0,1,0,0
80252,57.3414,90.8775,1.3006,2.3455,10684.0,768.8759,8.3378,0,1,0,0
80253,55.4035,92.4885,1.2373,2.3054,10684.5,808.2114,8.391,0,1,0,0
80254,51.0935,94.1963,1.1566,2.2849,10685.0,864.6031,8.4267,0,1,0,0
80255,46.0273,94.6343,1.0806,2.278,10685.5,925.4118,8.4625,0,1,0,0
80256,41.6832,94.29,1.0606,2.2795,10686.0,942.8625,8.4914,0,1,0,0
80257,39.9877,94.3541,1.0529,2.2831,10686.5,949.7579,8.4937,0,1,0,0
80258,40.4735,94.8157,1.0507,2.2892,10687.0,951.7465,8.4808,0,1,0,0
80259,41.5458,95.1503,1.0461,2.2911,10687.5,955.9315,8.4835,0,1,0,0
80260,41.7469,95.1704,1.0555,2.2901,10688.0,947.4183,8.4521,0,1,0,0
80261,41.8839,95.1381,1.0578,2.2829,10688.5,945.3582,8.4207,0,1,0,0
80262,40.5543,95.1925,1.0583,2.275,10689.0,944.9116,8.3893,0,1,0,0
80263,39.6618,94.8819,1.0262,2.2774,10689.5,974.4689,8.3579,0,1,0,0
80264,39.5741,95.0816,0.9906,2.2893,10690.0,1009.4892,8.3962,0,1,0,0
80265,44.3613,96.1892,0.9917,2.3045,10690.5,1008.3694,8.4634,0,1,0,0
80266,50.3013,97.36,0.9996,2.3114,10691.0,1000.4001,8.4657,0,1,0,0
80267,56.99100000000001,97.6741,0.9687,2.3025,10691.5,1032.3114,8.3942,0,1,0,0
80268,53.8034,97.0596,0.9393,2.2911,10692.0,1064.6226,8.2875,0,1,0,0
80269,46.572,95.9704,0.9277,2.285,10692.5,1077.9347,8.2826,0,1,0,0
80270,42.6572,94.4177,0.933,2.2876,10693.0,1071.8113,8.3575,0,1,0,0
80271,40.3404,93.6419,0.9444,2.2898,10693.5,1058.8733,8.4323,0,1,0,0
80272,40.0839,93.853,0.9674,2.2882,10694.0,1033.6986,8.5169,0,1,0,0
80273,40.3969,94.682,0.991,2.2874,10694.5,1009.0817,8.6134,0,1,0,0
80274,40.8666,97.024,1.0151,2.2947,10695.0,985.1246,8.7099,0,1,0,0
80275,44.0266,100.0378,0.9319,2.3145,10695.5,1073.0765,8.7807,0,1,0,0
80276,56.959,103.3738,0.8955,2.3412,10696.0,1116.6946,8.7727,0,1,0,0
80277,72.0621,105.1861,0.8877,2.341,10696.5,1126.5067,8.7518,0,1,0,0
80278,72.959,105.1539,0.9483,2.3223,10697.0,1054.5186,8.7266,0,1,0,0
80279,71.8079,101.3986,1.0414,2.3176,10697.5,960.2458,8.7091,0,1,0,0
80280,73.9785,96.3638,1.1465,2.3608,10698.0,872.2198,8.695,0,1,0,0
80281,75.9877,93.054,1.2622,2.4297,10698.5,792.2675,8.6925,0,1,0,0
80282,74.1499,93.229,1.3896,2.4967,10699.0,719.6315,8.6889,0,1,0,0
80283,67.9271,94.4488,1.4374,2.484,10699.5,695.7006,8.6567,0,1,0,0
80284,58.0031,95.4962,1.2863,2.4261,10700.0,777.4236,8.6203,0,1,0,0
80285,49.3804,96.0326,1.1839,2.363,10700.5,844.666,8.584,0,1,0,0
80286,50.7881,96.2688,1.1206,2.3375,10701.0,892.3791,8.5601,0,1,0,0
80287,55.2949,95.9821,1.0608,2.3476,10701.5,942.6848,8.5601,0,1,0,0
80288,57.8851,94.7094,1.0398,2.3688,10702.0,961.7234,8.5986,0,1,0,0
80289,57.3519,93.2621,1.064,2.3817,10702.5,939.8496,8.6343,0,1,0,0
80290,54.4335,92.6957,1.0590000000000002,2.3675,10703.0,944.287,8.6627,0,1,0,0
80291,52.9322,93.043,1.0392,2.3494,10703.5,962.2787,8.6851,0,1,0,0
80292,56.5248,93.4601,0.9875,2.351,10704.0,1012.6582,8.6881,0,1,0,0
80293,61.6519,93.8772,0.9445,2.3713,10704.5,1058.7612,8.7153,0,1,0,0
80294,64.4782,94.2915,1.0183,2.4019,10705.0,982.0288,8.7403,0,1,0,0
80295,70.9976,93.9025,1.135,2.4336,10705.5,881.0573,8.7699,0,1,0,0
80296,79.3295,92.6934,1.2016,2.4548,10706.0,832.2238,8.7957,0,1,0,0
80297,79.7476,91.4946,1.2428,2.4738,10706.5,804.6347,8.8024,0,1,0,0
80298,65.0835,90.5457,1.285,2.4763,10707.0,778.2101,8.7786,0,1,0,0
80299,51.7814,90.3558,1.2693,2.4476,10707.5,787.8358,8.661,0,1,0,0
80300,49.8963,89.2996,1.1663,2.3856,10708.0,857.4123,8.4884,0,1,0,0
80301,61.8432,88.0224,1.1076,2.3321,10708.5,902.853,8.5904,0,1,0,0
80302,63.4989,86.904,1.0675,2.3058,10709.0,936.7681,8.7027,0,1,0,0
80303,62.9768,86.4295,1.0289,2.2996,10709.5,971.9117,8.857000000000003,0,1,0,0
80304,61.715,85.939,0.9831,2.3051,10710.0,1017.1906,8.9759,0,1,0,0
80305,58.5499,85.039,0.9981,2.3142,10710.5,1001.9036,8.9326,0,1,0,0
80306,56.6025,85.0091,1.0631,2.3367,10711.0,940.6453,8.8861,0,1,0,0
80307,56.3178,86.3402,1.1599,2.3739,10711.5,862.1433,8.7867,0,1,0,0
80308,55.994,88.34899999999998,1.2763,2.437,10712.0,783.5149,8.7619,0,1,0,0
80309,56.0404,90.3577,1.3053,2.4826,10712.5,766.1074,8.783,0,1,0,0
80310,56.0212,92.3665,1.2995,2.4829,10713.0,769.5267,8.7822,0,1,0,0
80311,55.7754,94.279,1.2581,2.4417,10713.5,794.8494,8.7802,0,1,0,0
80312,54.019,95.2577,1.1971,2.3812,10714.0,835.3521,8.7519,0,1,0,0
80313,50.2566,95.7066,1.1273,2.3414,10714.5,887.0753,8.7639,0,1,0,0
80314,47.3363,95.7067,1.0615,2.3205,10715.0,942.0632,8.82,0,1,0,0
80315,46.9899,95.2044,1.0115,2.3252,10715.5,988.6307,8.8769,0,1,0,0
80316,46.966,94.5216,1.0139,2.3506,10716.0,986.2905,8.9335,0,1,0,0
80317,45.6543,93.8977,1.0167,2.3758,10716.5,983.5743,8.9705,0,1,0,0
80318,45.6564,93.6054,1.0404,2.3706,10717.0,961.1688,8.9627,0,1,0,0
80319,46.2933,92.9164,1.0646,2.3455,10717.5,939.3199,8.9156,0,1,0,0
80320,46.7816,91.851,1.1095,2.321,10718.0,901.3068,8.8342,0,1,0,0
80321,46.6052,91.48,1.1483,2.3171,10718.5,870.8525,8.7692,0,1,0,0
80322,47.252,92.2338,1.2,2.3257,10719.0,833.3333,8.6768,0,1,0,0
80323,50.4256,93.3656,1.1821,2.344,10719.5,845.9521,8.6396,0,1,0,0
80324,62.4031,94.3652,1.1493,2.3656,10720.0,870.0948,8.6324,0,1,0,0
80325,74.6054,93.6608,1.1623,2.3906,10720.5,860.3631,8.6296,0,1,0,0
80326,77.485,92.3161,1.2056,2.3946,10721.0,829.4625,8.6257,0,1,0,0
80327,71.2439,91.3799,1.2536,2.3847,10721.5,797.7026,8.6538,0,1,0,0
80328,67.3012,91.675,1.2757,2.3831,10722.0,783.8834,8.6871,0,1,0,0
80329,68.9186,92.6724,1.2868,2.396,10722.5,777.1215,8.7669,0,1,0,0
80330,71.5643,93.7391,1.286,2.4078,10723.0,777.605,8.8441,0,1,0,0
80331,68.8963,94.2467,1.2596,2.3972,10723.5,793.9028,8.9054,0,1,0,0
80332,65.2,94.0235,1.2412,2.3786,10724.0,805.6719,8.9477,0,1,0,0
80333,64.6877,94.0324,1.23,2.374,10724.5,813.0081,8.958,0,1,0,0
80334,65.3681,95.5057,1.2162,2.3781,10725.0,822.2332,8.9569,0,1,0,0
80335,68.3818,97.1822,1.179,2.3861,10725.5,848.1764,8.9475,0,1,0,0
80336,73.5106,98.2228,1.106,2.392,10726.0,904.1592,8.9351,0,1,0,0
80337,77.437,98.4209,1.0374,2.3872,10726.5,963.9483,8.9087,0,1,0,0
80338,74.2868,97.1279,1.0489,2.3694,10727.0,953.3797,8.8545,0,1,0,0
80339,65.6447,95.3791,1.2514,2.3548,10727.5,799.105,8.6479,0,1,0,0
80340,60.5291,93.5391,1.2811,2.3496,10728.0,780.5792,8.4963,0,1,0,0
80341,57.999,92.373,1.2564,2.3484,10728.5,795.9249,8.4964,0,1,0,0
80342,57.1265,91.893,1.2036,2.3499,10729.0,830.8408,8.6914,0,1,0,0
80343,55.8674,91.8275,1.1529,2.3581,10729.5,867.3779,8.8352,0,1,0,0
80344,54.0474,90.9602,1.1044,2.364,10730.0,905.469,8.9116,0,1,0,0
80345,51.86600000000001,89.0652,1.0961,2.3595,10730.5,912.3256,8.9591,0,1,0,0
80346,44.3999,87.2279,1.1267,2.3473,10731.0,887.5477,8.9231,0,1,0,0
80347,42.4289,86.4434,1.1548,2.3392,10731.5,865.9507,8.887,0,1,0,0
80348,44.7812,86.5217,1.1759,2.3408,10732.0,850.4125,8.851,0,1,0,0
80349,50.0746,86.9497,1.213,2.3539,10732.5,824.4023,8.8168,0,1,0,0
80350,59.13800000000001,88.4496,1.2902,2.3796,10733.0,775.0736,8.8177,0,1,0,0
80351,66.8435,91.6743,1.3678,2.4123,10733.5,731.1010000000001,8.8251,0,1,0,0
80352,75.3404,95.5628,1.3968,2.4404,10734.0,715.9221,8.835,0,1,0,0
80353,79.3261,96.5299,1.3325,2.4532,10734.5,750.4691,8.8381,0,1,0,0
80354,77.3741,94.5383,1.2012,2.4415,10735.0,832.5009,8.8266,0,1,0,0
80355,66.6734,88.8476,1.2161,2.4095,10735.5,822.3008,8.8326,0,1,0,0
80356,54.2015,81.4445,1.2693,2.389,10736.0,787.8358,8.8403,0,1,0,0
80357,41.7296,72.8785,1.8271,2.4122,10736.5,547.3154,8.8479,0,1,0,0
80358,38.2185,65.9054,2.6506,2.4795,10737.0,377.2731,8.8556,0,1,0,0
80359,37.0522,60.1109,3.3152,2.5326,10737.5,301.6409,8.8573,0,1,0,0
80360,37.1431,60.8634,4.0014,2.5803,10738.0,249.9125,8.8525,0,1,0,0
80361,38.1384,64.9686,4.0462,2.5855,10738.5,247.1455,8.8476,0,1,0,0
80362,40.9358,71.4127,3.6943,2.5272,10739.0,270.6873,8.8427,0,1,0,0
80363,50.0189,78.4225,3.1873,2.4561,10739.5,313.7452,8.8379,0,1,0,0
80364,61.2895,86.2212,2.4359,2.395,10740.0,410.5259,8.8689,0,1,0,0
80365,66.1628,90.1213,1.8616,2.3977,10740.5,537.1723,8.8093,0,1,0,0
80366,64.1164,90.9785,1.4975,2.4381,10741.0,667.7797,8.7686,0,1,0,0
80367,63.4401,91.2296,1.208,2.4762,10741.5,827.8146,8.7495,0,1,0,0
80368,67.8196,91.2537,1.0758,2.4867,10742.0,929.5408,8.7521,0,1,0,0
80369,73.3995,91.6641,1.1941,2.4852,10742.5,837.4508,8.7659,0,1,0,0
80370,73.8274,92.3741,1.3255,2.4829,10743.0,754.4323,8.7692,0,1,0,0
80371,70.3323,92.9929,1.4713,2.4867,10743.5,679.671,8.7699,0,1,0,0
80372,63.19300000000001,93.3089,1.4775,2.4884,10744.0,676.819,8.7701,0,1,0,0
80373,55.3158,93.5545,1.0713,2.4829,10744.5,933.4453,8.7688,0,1,0,0
80374,48.5437,93.6862,0.9883,2.4682,10745.0,1011.8385,8.7676,0,1,0,0
80375,45.8785,94.0041,0.9239,2.451,10745.5,1082.3682,8.7678,0,1,0,0
80376,44.967,93.1199,0.8841,2.437,10746.0,1131.0938,8.7836,0,1,0,0
80377,44.8023,92.0224,0.8536,2.4263,10746.5,1171.5089,8.7799,0,1,0,0
80378,46.5597,90.9249,0.8362,2.4153,10747.0,1195.8861,8.7763,0,1,0,0
80379,54.0411,89.8275,0.8373,2.3975,10747.5,1194.3151,8.7761,0,1,0,0
80380,64.3121,89.8876,0.8502,2.3826,10748.0,1176.1938,8.7759,0,1,0,0
80381,68.3218,90.3612,0.9013,2.3721,10748.5,1109.5084,8.7757,0,1,0,0
80382,65.9345,90.6325,1.0084,2.3678,10749.0,991.67,8.7758,0,1,0,0
80383,59.1404,90.7897,1.2185,2.3651,10749.5,820.6812,8.7744,0,1,0,0
80384,53.3216,91.2125,1.3451,2.3585,10750.0,743.4391,8.7568,0,1,0,0
80385,47.8566,90.8415,1.3029,2.3483,10750.5,767.5186,8.718,0,1,0,0
80386,43.9622,89.8523,1.2153,2.3392,10751.0,822.8421,8.665,0,1,0,0
80387,42.9441,89.6501,1.0574,2.3355,10751.5,945.7159,8.6395,0,1,0,0
80388,44.4355,90.4649,1.0459,2.3255,10752.0,956.1144,8.636000000000001,0,1,0,0
80389,45.3646,91.3829,1.0379,2.3307,10752.5,963.484,8.703,0,1,0,0
80390,47.0548,91.6567,1.0161,2.3053,10753.0,984.155,8.7478,0,1,0,0
80391,48.7714,90.9984,0.957,2.2993,10753.5,1044.932,8.774,0,1,0,0
80392,48.4965,90.3543,0.8414,2.3034,10754.0,1188.4954,8.7766,0,1,0,0
80393,47.505,90.489,0.9078,2.3198,10754.5,1101.5642,8.7792,0,1,0,0
80394,47.6481,91.1797,0.9805,2.3224,10755.0,1019.8878,8.7785,0,1,0,0
80395,47.8024,91.577,0.9998,2.3114,10755.5,1000.2,8.7721,0,1,0,0
80396,46.9913,91.161,0.9915,2.3027,10756.0,1008.5729,8.7529,0,1,0,0
80397,44.05,89.134,0.9833,2.3047,10756.5,1016.9836,8.7295,0,1,0,0
80398,39.9925,87.1876,1.0117,2.3108,10757.0,988.4353,8.704,0,1,0,0
80399,37.1502,85.3293,1.0522,2.3194,10757.5,950.3897,8.6667,0,1,0,0
80400,36.631,85.4129,1.0944,2.3228,10758.0,913.7427,8.6226,0,1,0,0
80401,36.4344,86.2415,1.1213,2.3205,10758.5,891.822,8.5711,0,1,0,0
80402,37.7496,87.2148,1.1005,2.3173,10759.0,908.6779,8.5197,0,1,0,0
80403,40.9635,88.1882,1.0801,2.318,10759.5,925.8401,8.4891,0,1,0,0
80404,41.8007,88.7918,1.06,2.3184,10760.0,943.3963,8.4842,0,1,0,0
80405,40.1559,88.9034,1.0403,2.3171,10760.5,961.2612,8.6039,0,1,0,0
80406,39.4027,88.3106,1.0197,2.3119,10761.0,980.6805,8.7157,0,1,0,0
80407,38.8613,88.0142,0.9947,2.3048,10761.5,1005.3282,8.7593,0,1,0,0
80408,38.6209,88.3055,0.9704,2.3022,10762.0,1030.5029,8.7762,0,1,0,0
80409,38.6317,89.0765,0.9466,2.3026,10762.5,1056.4124,8.7872,0,1,0,0
80410,39.5457,89.8475,0.9235,2.3046,10763.0,1082.837,8.7981,0,1,0,0
80411,40.4749,90.6327,0.9009,2.3029,10763.5,1110.0011,8.7896,0,1,0,0
80412,41.9946,91.7307,0.8788,2.2987,10764.0,1137.9154,8.7391,0,1,0,0
80413,43.7746,92.8661,0.8573,2.2880000000000003,10764.5,1166.4529,8.6795,0,1,0,0
80414,44.6623,93.9259,0.8363,2.2753,10765.0,1195.7432,8.6134,0,1,0,0
80415,46.0839,94.3193,0.8159,2.2741,10765.5,1225.6404,8.5775,0,1,0,0
80416,49.7668,94.4079,0.8466,2.296,10766.0,1181.1954,8.5786,0,1,0,0
80417,57.3177,94.4953,0.8888,2.3533,10766.5,1125.1124,8.5896,0,1,0,0
80418,69.7893,95.0112,0.9539,2.4178,10767.0,1048.3279,8.6566,0,1,0,0
80419,79.7082,95.7244,1.0636,2.4785,10767.5,940.2031,8.7747,0,1,0,0
80420,83.1904,95.2851,1.1117,2.5002,10768.0,899.5232,8.9422,0,1,0,0
80421,80.1798,94.9466,1.1454,2.4844,10768.5,873.0574,8.9032,0,1,0,0
80422,73.333,95.0021,1.1824,2.4536,10769.0,845.7375,8.8629,0,1,0,0
80423,68.7523,94.1619,1.1871,2.4290000000000003,10769.5,842.3889999999999,8.8217,0,1,0,0
80424,69.0605,93.2445,1.1434,2.4219,10770.0,874.5846,8.779,0,1,0,0
80425,71.84100000000002,92.3271,1.1022,2.4327,10770.5,907.2763,8.7473,0,1,0,0
80426,76.6095,91.4147,1.2722,2.4543,10771.0,786.0399,8.7156,0,1,0,0
80427,78.0378,91.0559,1.4239,2.4582,10771.5,702.2965,8.7058,0,1,0,0
80428,73.4061,90.5769,1.3343,2.4381,10772.0,749.4566,8.6818,0,1,0,0
80429,63.8953,89.8251,1.1863,2.3977,10772.5,842.9571,8.6514,0,1,0,0
80430,47.4294,89.0207,0.9889,2.3547,10773.0,1011.2246,8.6239,0,1,0,0
80431,36.4154,87.7397,0.8429,2.3108,10773.5,1186.3804,8.6098,0,1,0,0
80432,33.9764,86.9296,0.7913,2.289,10774.0,1263.7432,8.6,0,1,0,0
80433,34.7776,87.0934,0.7429,2.281,10774.5,1346.0762,8.5901,0,1,0,0
80434,34.2457,87.4454,0.6978,2.2797,10775.0,1433.0754,8.5803,0,1,0,0
80435,32.4055,87.825,0.6772,2.2793,10775.5,1476.6686,8.5765,0,1,0,0
80436,32.1368,88.0299,0.6572,2.2783,10776.0,1521.6068,8.5748,0,1,0,0
80437,33.1812,87.4453,0.6683,2.2774,10776.5,1496.3339999999996,8.5731,0,1,0,0
80438,33.8644,86.3831,0.7090000000000001,2.2797,10777.0,1410.4373,8.5638,0,1,0,0
80439,34.1283,85.0517,0.7696,2.2831,10777.5,1299.3763,8.5545,0,1,0,0
80440,33.2388,83.7204,0.8147,2.2899,10778.0,1227.4457,8.5553,0,1,0,0
80441,31.9548,82.389,0.8625,2.2982,10778.5,1159.4203,8.5577,0,1,0,0
80442,30.6707,81.17399999999998,0.9131,2.3044,10779.0,1095.1703,8.5602,0,1,0,0
80443,29.9925,80.3495,0.9666,2.3085,10779.5,1034.5541,8.5627,0,1,0,0
80444,31.1132,79.7343,1.0639,2.3145,10780.0,939.938,8.5651,0,1,0,0
80445,33.6713,79.1217,1.216,2.3341,10780.5,822.3685,8.5744,0,1,0,0
80446,35.0098,76.9497,1.5444,2.3982,10781.0,647.5007,8.6115,0,1,0,0
80447,34.7403,73.0479,2.0823,2.5061,10781.5,480.2382,8.6542,0,1,0,0
80448,34.4888,67.6216,2.9167,2.6124,10782.0,342.8532,8.6653,0,1,0,0
80449,33.598,62.8169,4.5108,2.6886,10782.5,221.6902,8.6338,0,1,0,0
80450,31.388,58.5266,5.77,2.6919,10783.0,173.3102,8.6067,0,1,0,0
80451,29.273000000000003,56.1244,6.4862,2.6756,10783.5,154.1735,8.6145,0,1,0,0
80452,29.3624,54.0695,6.4460000000000015,2.6501,10784.0,155.135,8.6416,0,1,0,0
80453,30.7708,53.4272,4.9446,2.6134,10784.5,202.2408,8.6533,0,1,0,0
80454,32.6841,55.2859,2.9986,2.5706,10785.0,333.4890000000001,8.6518,0,1,0,0
80455,32.9095,59.9489,1.9225,2.5293,10785.5,520.1561,8.6502,0,1,0,0
80456,32.7277,66.9655,1.2879,2.4851,10786.0,776.4578,8.6368,0,1,0,0
80457,33.3834,74.6992,1.1269,2.4389,10786.5,887.3902,8.6146,0,1,0,0
80458,36.2869,79.4721,0.994,2.3861,10787.0,1006.0362,8.5924,0,1,0,0
80459,37.9075,82.5056,0.8972,2.3446,10787.5,1114.5787,8.5718,0,1,0,0
80460,37.9295,81.8061,0.8919,2.3181,10788.0,1121.2019,8.5737,0,1,0,0
80461,37.6244,80.8042,0.8865,2.3099,10788.5,1128.0316,8.5772,0,1,0,0
80462,37.3275,80.9843,0.9136,2.3099,10789.0,1094.5709,8.5808,0,1,0,0
80463,37.0434,81.2548,0.9365,2.3162,10789.5,1067.8057,8.5844,0,1,0,0
