,GR,DT,DRES,DEN,Depth,COND,CAL,Zone_Tertiary,Zone_Paleocene,Zone_Chalk,Zone_Jurassic
41118,78.179,75.6125,4.4056,2.3107,3658.6,226.9838,9.2057,0,1,0,0
41119,80.1179,75.6125,4.5043,2.3093,3658.7,222.0101,9.2031,0,1,0,0
41120,83.1201,75.6125,4.6437,2.2987,3658.8,215.3455,9.1953,0,1,0,0
41121,78.7347,69.9762,4.6437,2.3035,3658.9,215.3455,9.1059,0,1,0,0
41122,83.4121,64.3399,5.0245,2.3132,3659.0,199.0248,8.9987,0,1,0,0
41123,83.5775,64.3399,4.8785,2.3275,3659.1,204.981,8.8265,0,1,0,0
41124,81.3773,64.3399,4.5516,2.3527,3659.2,219.703,8.8754,0,1,0,0
41125,83.5259,64.9389,5.5739,2.3841,3659.3,179.4076,8.9152,0,1,0,0
41126,83.5461,65.538,4.2409,2.4195,3659.4,235.799,8.9681,0,1,0,0
41127,85.1085,65.538,4.6316,2.4437,3659.5,215.9081,8.9982,0,1,0,0
41128,85.0072,65.538,6.07,2.4622,3659.6,164.7446,9.0411,0,1,0,0
41129,92.007,65.4096,4.9573,2.485,3659.7,201.7227,9.0922,0,1,0,0
41130,85.7429,65.2812,3.9808,2.5015,3659.8,251.2058,9.0552,0,1,0,0
41131,83.4984,65.1528,4.2223,2.5084,3659.9,236.8377,9.016,0,1,0,0
41132,86.4058,65.1528,4.3721,2.4884,3660.0,228.7231,8.9915,0,1,0,0
41133,88.4019,69.5342,4.1598,2.4827,3660.1,240.3962,8.9886,0,1,0,0
41134,73.3268,72.0983,3.1752,2.4571,3660.2,314.9408,9.0139,0,1,0,0
41135,65.8527,69.156,2.6311,2.4813,3660.3,380.0692,9.0204,0,1,0,0
41136,54.4036,65.2809,2.3702,2.4491,3660.4,421.9053,9.0377,0,1,0,0
41137,56.8805,65.2809,1.8162,2.4146,3660.5,550.6002,9.0584,0,1,0,0
41138,71.6482,77.7808,1.8098,2.39,3660.6,552.5472,9.1021,0,1,0,0
41139,87.6799,90.2806,4.4428,2.369,3660.7,225.0833,9.3265,0,1,0,0
41140,100.6619,88.1341,4.9681,2.3434,3660.8,201.2842,9.5029,0,1,0,0
41141,104.1157,80.3741,4.1715,2.2742,3660.9,239.7219,9.3725,0,1,0,0
41142,105.9748,76.6963,3.954,2.2027,3661.0,252.9084,9.3375,0,1,0,0
41143,104.5734,73.7148,3.7399,2.3315,3661.1,267.3868,9.786,0,1,0,0
41144,100.1559,71.2547,3.5278,2.4224,3661.2,283.4628,9.6671,0,1,0,0
41145,94.8308,68.9299,3.3213,2.4938,3661.3,301.0869,9.5224,0,1,0,0
41146,113.1851,67.9043,3.0402,2.6067,3661.4,328.9257,9.5192,0,1,0,0
41147,116.0204,72.8839,2.9532,2.5091,3661.5,338.6157,9.6876,0,1,0,0
41148,110.0859,67.4127,2.9487,2.4735,3661.6,339.1325,9.6799,0,1,0,0
41149,104.9715,52.75,2.9487,2.456,3661.7,339.1325,9.554,0,1,0,0
41150,89.6111,52.75,2.9943,2.2387,3661.8,333.9679,9.2008,0,1,0,0
41151,78.8435,70.38200000000045,3.0622,2.2886,3661.9,326.5626,9.2452,0,1,0,0
41152,76.3906,70.45572081218319,3.0496,2.3606,3662.0,327.9119,9.3668,0,1,0,0
41153,72.7012,70.4657604060918,3.019,2.4099,3662.1,331.2355,9.4124,0,1,0,0
41154,79.5738,55.6738,2.8932,2.4541,3662.2,345.6381,9.3971,0,1,0,0
41155,84.1733,56.4048,2.8049,2.5067,3662.3,356.519,9.3155,0,1,0,0
41156,86.6391,57.1357,2.8348,2.4889,3662.4,352.7586,9.3829,0,1,0,0
41157,86.8231,57.8667,3.0446,2.464,3662.5,328.4504,9.4237,0,1,0,0
41158,101.2148,58.5976,3.3204,2.4787,3662.6,301.1685,9.4657,0,1,0,0
41159,112.6492,58.5976,3.8101,2.4416,3662.7,262.4603,9.6814,0,1,0,0
41160,116.0631,58.5976,4.242,2.3827,3662.8,235.7379,9.9196,0,1,0,0
41161,130.718,60.9766,4.5846,2.4027,3662.9,218.1215,9.9853,0,1,0,0
41162,129.3307,63.3555,4.4899,2.3826,3663.0,222.7221,10.1356,0,1,0,0
41163,118.9979,65.7344,3.4706,2.3747,3663.1,288.1346,10.3808,0,1,0,0
41164,109.2618,68.1133,2.6551,2.2909,3663.2,376.6336,10.6564,0,1,0,0
41165,103.1723,70.4922,2.4941,2.2165,3663.3,400.9462,10.6089,0,1,0,0
41166,95.4593,72.8711,2.2547,2.1542,3663.4,443.518,10.5264,0,1,0,0
41167,103.789,75.25,2.0865,2.0791,3663.5,479.2715,10.1711,0,1,0,0
41168,99.9475,68.9897,1.6933,2.045,3663.6,590.5628,10.49,0,1,0,0
41169,94.0778,68.7448,1.1852,1.9911,3663.7,843.7394,10.7369,0,1,0,0
41170,94.0995,69.6905,1.0922,1.9293,3663.8,915.5832,10.5375,0,1,0,0
41171,90.5732,69.2998,1.0983,1.897,3663.9,910.498,10.2563,0,1,0,0
41172,86.8494,68.42,1.3692,1.86,3664.0,730.3535,10.0779,0,1,0,0
41173,83.6176,70.3255,1.8383,1.8966,3664.1,543.9808,10.5207,0,1,0,0
41174,79.8985,70.8449,2.49,1.9455,3664.2,401.6064,10.7409,0,1,0,0
41175,81.2568,70.91,2.8742,2.0274,3664.3,347.9229,10.0951,0,1,0,0
41176,81.9971,71.4556,4.2912,2.1456,3664.4,233.035,9.3793,0,1,0,0
41177,74.749,74.9522,6.7776,2.2409,3664.5,147.5449,9.1008,0,1,0,0
41178,83.5627,70.3553,9.6179,2.2741,3664.6,103.9728,9.0785,0,1,0,0
41179,80.4026,75.3561,11.2056,2.2827,3664.7,89.2411,8.9342,0,1,0,0
41180,79.0465,72.4002,11.6733,2.2646,3664.8,85.6656,8.7132,0,1,0,0
41181,73.5483,70.8795,13.6871,2.2597,3664.9,73.0615,8.623,0,1,0,0
41182,65.8928,65.8495,15.8437,2.2715,3665.0,63.1166,8.623,0,1,0,0
41183,63.7389,68.4741,17.4017,2.346,3665.1,57.4657,8.623,0,1,0,0
41184,64.163,75.5679,17.8335,2.3787,3665.2,56.0742,8.6523,0,1,0,0
41185,60.6157,78.0596,17.7333,2.3748,3665.3,56.3911,8.6859,0,1,0,0
41186,52.9318,82.5305,10.7881,2.3707,3665.4,92.6947,8.7032,0,1,0,0
41187,49.6794,79.7681,9.7764,2.3987,3665.5,102.2871,8.7063,0,1,0,0
41188,49.8799,79.6247,8.2527,2.3655,3665.6,121.1725,8.7378,0,1,0,0
41189,50.8598,77.4743,5.3571,2.3373,3665.7,186.6682,8.7529,0,1,0,0
41190,51.5928,76.4561,5.0466,2.336,3665.8,198.1532,8.6861,0,1,0,0
41191,50.897,78.001,4.9689999999999985,2.3391,3665.9,201.2477,8.7105,0,1,0,0
41192,49.3646,81.0845,4.8867,2.3366,3666.0,204.6371,8.7599,0,1,0,0
41193,50.2565,83.1874,4.6951,2.3282,3666.1,212.988,8.78,0,1,0,0
41194,49.4747,73.6471,4.6081,2.329,3666.2,217.0092,8.7701,0,1,0,0
41195,46.209,77.6654,4.5838,2.3251,3666.3,218.1596,8.767000000000001,0,1,0,0
41196,42.9271,82.5717,4.662,2.3117,3666.4,214.5002,8.7471,0,1,0,0
41197,43.1519,78.0946,4.7009,2.3067,3666.5,212.7252,8.6136,0,1,0,0
41198,46.1319,80.6618,4.7203,2.3133,3666.6,211.8509,8.7617,0,1,0,0
41199,45.3335,82.9974,4.7523,2.3173,3666.7,210.4244,8.8439,0,1,0,0
41200,44.5382,79.01,4.8146,2.3211,3666.8,207.7016,8.7654,0,1,0,0
41201,45.3377,77.4057,4.8993,2.3253,3666.9,204.1108,8.7271,0,1,0,0
41202,48.7892,81.992,4.8666,2.3357,3667.0,205.4823,8.7063,0,1,0,0
41203,49.5238,75.843,4.8918,2.3068,3667.1,204.4237,8.7707,0,1,0,0
41204,48.1244,77.462,4.9292,2.2919,3667.2,202.8727,8.7895,0,1,0,0
41205,41.8227,84.3407,4.9202,2.2771,3667.3,203.2438,8.7895,0,1,0,0
41206,40.4187,78.8287,4.9322,2.2696,3667.4,202.7493,8.7897,0,1,0,0
41207,46.4802,69.4233,4.9454,2.2713,3667.5,202.2081,8.8067,0,1,0,0
41208,46.7589,73.4566,4.9759,2.2731,3667.6,200.9687,8.8703,0,1,0,0
41209,42.9195,74.1762,5.0079,2.2743,3667.7,199.6845,8.9054,0,1,0,0
41210,44.4076,69.1808,5.0461,2.2699,3667.8,198.1728,8.9751,0,1,0,0
41211,55.9884,68.7737,5.3685,2.2667,3667.9,186.2718,9.0507,0,1,0,0
41212,70.003,66.9082,5.9755,2.2644,3668.0,167.35,9.1068,0,1,0,0
41213,82.1702,69.1091,10.5651,2.2622,3668.1,94.6513,9.2397,0,1,0,0
41214,73.524,75.2769,266.7044,2.2599,3668.2,3.7495,9.2397,0,1,0,0
41215,70.8703,75.5087,1727.9418,2.2576,3668.3,0.5787,9.2936,0,1,0,0
41216,78.2291,78.0689,1882.319,2.2549,3668.4,0.5313,9.3476,0,1,0,0
41217,83.2833,74.7304,831.5980000000002,2.2515,3668.5,1.2025,9.4015,0,1,0,0
41218,87.7576,67.9293,116.8362,2.248,3668.6,8.559,9.4554,0,1,0,0
41219,87.8276,64.0394,32.9672,2.2467,3668.7,30.3332,9.4554,0,1,0,0
41220,81.4988,61.2361,16.7595,2.2467,3668.8,59.6676,9.4554,0,1,0,0
41221,84.3911,65.4495,14.3733,2.2932,3668.9,69.5734,9.4554,0,1,0,0
41222,83.5367,66.2126,7.4379,2.3213,3669.0,134.4465,9.4554,0,1,0,0
41223,85.8713,59.6853,3.7854,2.3262,3669.1,264.1729,9.4554,0,1,0,0
41224,86.6767,58.6082,1.9521,2.3299,3669.2,512.2688,9.289,0,1,0,0
41225,81.3209,61.9832,4.2029,2.3406,3669.3,237.931,9.1225,0,1,0,0
41226,90.4856,69.6765,28.0027,2.3513,3669.4,35.7108,8.956,0,1,0,0
41227,83.3151,69.7049,93.8813,2.36,3669.5,10.6517,8.7895,0,1,0,0
41228,70.3917,65.9135,27.5543,2.3611,3669.6,36.292,8.7895,0,1,0,0
41229,76.4573,63.8497,3.3853,2.3654,3669.7,295.3948,8.7895,0,1,0,0
41230,84.6185,62.1035,1.6929,2.3831,3669.8,590.7024,8.9356,0,1,0,0
41231,88.5498,57.9305,2.2853,2.4047,3669.9,437.5793,9.0816,0,1,0,0
41232,88.9402,60.5029,2.4063,2.4262,3670.0,415.5758,9.2277,0,1,0,0
41233,92.1325,61.9361,2.4653,2.4478,3670.1,405.6301,9.3737,0,1,0,0
41234,86.9824,55.9352,2.3009,2.472,3670.2,434.6125,9.5198,0,1,0,0
41235,82.6766,68.0958,2.1528,2.4493,3670.3,464.5113,9.5071,0,1,0,0
41236,83.0203,73.9943,2.0966,2.3603,3670.4,476.9627,9.449,0,1,0,0
41237,75.1847,67.2792,2.2272,2.32,3670.5,448.9942,9.4419,0,1,0,0
41238,72.857,66.0847,2.2595,2.4293,3670.6,442.5758,9.448,0,1,0,0
41239,76.3191,60.8744,2.6439,2.4293,3670.7,378.2292,9.448,0,1,0,0
41240,76.5281,63.4204,2.6439,2.424,3670.8,378.2292,9.448,0,1,0,0
41241,79.0538,67.1211,2.5969,2.3887,3670.9,385.0745,9.6118,0,1,0,0
41242,80.5959,84.7562,2.5145,2.3323,3671.0,397.6934,9.7757,0,1,0,0
41243,79.1711,75.5542,2.5145,2.2773,3671.1,397.6934,9.9395,0,1,0,0
41244,77.843,66.4427,2.4455,2.2773,3671.2,408.9143,9.9395,0,1,0,0
41245,78.0803,67.2462,2.4455,2.2773,3671.3,408.9143,9.9395,0,1,0,0
41246,81.5184,69.2958,2.4918,2.4667,3671.4,401.3163,9.8869,0,1,0,0
41247,81.0626,76.1164,2.5112,2.4333,3671.5,398.216,9.8533,0,1,0,0
41248,86.5028,86.588,2.4836,2.2747,3671.6,402.6414,9.6682,0,1,0,0
41249,90.02799999999998,81.984,2.5059,2.2707,3671.7,399.0582,9.5607,0,1,0,0
41250,91.9613,81.5499,2.3293,2.3013,3671.8,429.3135,9.4962,0,1,0,0
41251,100.5477,82.3277,2.2546,2.3480000000000003,3671.9,443.5377,9.5455,0,1,0,0
41252,97.0436,90.3337,2.1983,2.3867,3672.0,454.897,9.5854,0,1,0,0
41253,81.2152,93.9886,2.1639,2.3867,3672.1,462.1286,9.5854,0,1,0,0
41254,78.4389,89.0643,2.4027,2.3961,3672.2,416.1985,9.5935,0,1,0,0
41255,64.5623,88.3269,2.7407,2.4133,3672.3,364.8703,9.577,0,1,0,0
41256,55.2961,90.9191,3.172,2.4133,3672.4,315.2585,9.577,0,1,0,0
41257,56.2873,90.3649,3.7667,2.3453,3672.5,265.4844,9.172,0,1,0,0
41258,50.7449,84.3059,4.4723,2.3427,3672.6,223.5986,9.1571,0,1,0,0
41259,45.899,83.0223,6.0044,2.3255,3672.7,166.5445,9.0648,0,1,0,0
41260,48.5226,84.0133,6.0651,2.3159,3672.8,164.8777,8.8796,0,1,0,0
41261,50.6716,81.5366,6.3184,2.3313,3672.9,158.2679,8.7458,0,1,0,0
41262,51.0039,79.0936,5.1091,2.3483,3673.0,195.7292,8.7063,0,1,0,0
41263,51.0039,75.0445,4.3322,2.3658,3673.1,230.8296,8.7063,0,1,0,0
41264,51.0039,76.2824,4.42,2.3458,3673.2,226.2443,8.7063,0,1,0,0
41265,50.2626,85.5704,4.4725,2.3207,3673.3,223.5886,8.7063,0,1,0,0
41266,50.0038,82.8358,4.3669,2.296,3673.4,228.9954,8.7063,0,1,0,0
41267,44.1249,88.4704,4.5884,2.2734,3673.5,217.9409,8.7063,0,1,0,0
41268,40.0031,91.2421,4.8894,2.2667,3673.6,204.5241,8.7063,0,1,0,0
41269,42.9916,90.9534,4.9985,2.2646,3673.7,200.06,8.7063,0,1,0,0
41270,47.975,84.8742,5.035,2.262,3673.8,198.6097,8.734,0,1,0,0
41271,54.2522,83.4747,5.0519,2.2595,3673.9,197.9453,8.7618,0,1,0,0
41272,47.2162,82.5261,5.0558,2.2569,3674.0,197.7926,8.7895,0,1,0,0
41273,44.779,83.3962,5.0359,2.2544,3674.1,198.5742,8.8173,0,1,0,0
41274,51.8893,80.10600000000002,5.0245,2.2518,3674.2,199.0248,8.845,0,1,0,0
41275,52.4072,84.2466,4.9399,2.2493,3674.3,202.4333,8.8728,0,1,0,0
41276,49.1172,68.6279,4.8874,2.2529,3674.4,204.6078,8.8728,0,1,0,0
41277,45.9805,88.685,4.8874,2.2564,3674.5,204.6078,8.8728,0,1,0,0
41278,52.1601,86.4909,4.8075,2.26,3674.6,208.0083,8.8728,0,1,0,0
41279,48.702,73.6241,4.7275,2.2754,3674.7,211.5283,8.892999999999997,0,1,0,0
41280,47.5481,77.2227,4.7275,2.2912,3674.8,211.5283,8.9132,0,1,0,0
41281,51.7047,87.9094,4.7275,2.3107,3674.9,211.5283,8.9334,0,1,0,0
41282,52.0975,83.9325,4.4697,2.2827,3675.0,223.7287,8.9082,0,1,0,0
41283,50.3347,76.7402,4.4697,2.252,3675.1,223.7287,8.8322,0,1,0,0
41284,59.3461,71.5812,4.4187,2.2561,3675.2,226.3109,8.8398,0,1,0,0
41285,52.7331,72.0271,4.4054,2.2627,3675.3,226.9942,8.8649,0,1,0,0
41286,51.1151,73.9682,4.3492,2.2608,3675.4,229.9274,8.8414,0,1,0,0
41287,50.3843,76.2665,4.3302,2.2624,3675.5,230.9362,8.8111,0,1,0,0
41288,53.8703,84.977,4.2334,2.262,3675.6,236.2168,8.7915,0,1,0,0
41289,62.8089,83.846,4.2027,2.2576,3675.7,237.9423,8.7895,0,1,0,0
41290,71.419,65.3317,4.1357,2.2532,3675.8,241.797,8.7936,0,1,0,0
41291,65.5171,63.6265,3.9554,2.2502,3675.9,252.8189,8.8356,0,1,0,0
41292,61.6536,64.4789,3.8493,2.2581,3676.0,259.7875,8.8017,0,1,0,0
41293,59.8535,70.2578,3.7764,2.2625,3676.1,264.8025,8.8063,0,1,0,0
41294,58.3107,72.4826,3.7431,2.2566,3676.2,267.1582,8.9308,0,1,0,0
41295,57.518,75.7243,3.5372,2.2612,3676.3,282.7095,9.0599,0,1,0,0
41296,56.0043,96.808,3.3199,2.2684,3676.4,301.2139,9.096,0,1,0,0
41297,58.857,72.6839,3.4063,2.2693,3676.5,293.5737,8.9054,0,1,0,0
41298,63.0048,71.8318,3.2037,2.2707,3676.6,312.1391,8.8336,0,1,0,0
41299,58.3237,74.3116,3.3055,2.2917,3676.7,302.5261,8.9167,0,1,0,0
41300,56.0043,82.9579,4.0427,2.3168,3676.8,247.3595,8.9306,0,1,0,0
41301,58.6145,80.0066,5.1377,2.3352,3676.9,194.6396,8.8281,0,1,0,0
41302,61.0047,81.2299,5.5195,2.3493,3677.0,181.1758,8.8485,0,1,0,0
41303,61.0047,86.743,5.9046,2.3375,3677.1,169.3595,9.013,0,1,0,0
41304,55.0042,82.6242,6.0291,2.3280000000000003,3677.2,165.8622,9.1069,0,1,0,0
41305,55.0042,80.0539,6.0707,2.3187,3677.3,164.7256,9.1066,0,1,0,0
41306,55.4422,86.1205,6.0707,2.2942,3677.4,164.7256,8.9124,0,1,0,0
41307,57.0044,88.6309,6.0707,2.272,3677.5,164.7256,8.917,0,1,0,0
41308,57.7944,84.2775,6.1956,2.2627,3677.6,161.4049,9.0695,0,1,0,0
41309,60.0046,78.266,6.3206,2.2569,3677.7,158.2128,9.2169,0,1,0,0
41310,61.83,83.1367,6.6324,2.2481,3677.8,150.775,9.289,0,1,0,0
41311,65.1609,78.646,7.3516,2.2467,3677.9,136.0248,9.2932,0,1,0,0
41312,71.4679,78.9963,8.192,2.2613,3678.0,122.0703,9.3215,0,1,0,0
41313,70.4169,88.1242,7.2442,2.2613,3678.1,138.0415,9.3639,0,1,0,0
41314,65.6467,88.491,5.1353,2.2883,3678.2,194.7306,9.3946,0,1,0,0
41315,65.5735,80.7012,5.1353,2.3249,3678.3,194.7306,9.4264,0,1,0,0
41316,71.8988,83.5497,2.8284,2.3636,3678.4,353.5568,9.4834,0,1,0,0
41317,74.7709,81.4107,2.7406,2.3489,3678.5,364.8836,9.7014,0,1,0,0
41318,72.8299,72.4781,1.9899,2.3147,3678.6,502.5378,9.7364,0,1,0,0
41319,76.1474,74.5765,1.7184,2.2801,3678.7,581.9367,9.6593,0,1,0,0
41320,97.9196,76.5166,1.6982,2.2493,3678.8,588.8588,9.9137,0,1,0,0
41321,108.4949,74.3465,4.8109,2.248,3678.9,207.8613,9.9584,0,1,0,0
41322,108.4164,73.74,56.1122,2.216,3679.0,17.8214,10.0444,0,1,0,0
41323,105.9767,73.6759,553.5912,2.22,3679.1,1.8064,10.12,0,1,0,0
41324,112.2221,73.2567,1743.3599,2.2142,3679.2,0.5736,10.2107,0,1,0,0
41325,126.2623,76.8317,2000.0,2.2079,3679.3,0.5,10.236,0,1,0,0
41326,119.6449,82.3048,2000.0,2.2688,3679.4,0.5,10.0372,0,1,0,0
41327,116.6324,67.3144,2000.0,2.33,3679.5,0.5,9.7427,0,1,0,0
41328,121.0093,69.1689,1114.1232,2.3798,3679.6,0.8976,9.4694,0,1,0,0
41329,114.0087,74.6198,19.9206,2.4122,3679.7,50.1993,8.5404,0,1,0,0
41330,114.0087,74.5814,10.5374,2.4276,3679.8,94.9001,8.5626,0,1,0,0
41331,114.0087,68.9775,4.3261,2.4293,3679.9,231.1551,8.8972,0,1,0,0
41332,118.009,70.4574,2.624,2.3707,3680.0,381.0976,9.5761,0,1,0,0
41333,117.2217,68.7974,1.7566,2.3775,3680.1,569.2816,9.9433,0,1,0,0
41334,112.9472,71.6314,1.5789,2.3869,3680.2,633.3524,10.0512,0,1,0,0
41335,112.8537,70.3358,1.6475,2.3503,3680.3,606.9803,9.9105,0,1,0,0
41336,93.5479,67.2123,1.8729,2.2822,3680.4,533.9313,9.9347,0,1,0,0
41337,71.9224,65.9507,1.9876,2.24,3680.5,503.1194,9.9549,0,1,0,0
41338,67.0051,65.7124,1.8967,2.24,3680.6,527.2315,9.8993,0,1,0,0
41339,63.0048,63.8276,2.9477,2.2133,3680.7,339.2476,9.3233,0,1,0,0
41340,62.4319,62.0814,8.1765,2.2521,3680.8,122.3017,9.2277,0,1,0,0
41341,58.5608,66.4667,7.9913,2.363,3680.9,125.1361,8.8403,0,1,0,0
41342,60.1479,72.4736,7.7898,2.4718,3681.0,128.373,8.7946,0,1,0,0
41343,67.8616,67.7316,8.2139,2.5363,3681.1,121.7449,8.9211,0,1,0,0
41344,69.2722,68.8422,7.7179,2.5758,3681.2,129.5689,9.1449,0,1,0,0
41345,79.50399999999998,74.2813,6.0251,2.594,3681.3,165.9723,9.0924,0,1,0,0
41346,81.943,80.2916,4.9935,2.5906,3681.4,200.2603,9.2746,0,1,0,0
41347,81.9932,79.6386,3.3347,2.5676,3681.5,299.877,9.5046,0,1,0,0
41348,84.464,69.9308,3.3347,2.5493,3681.6,299.877,9.6357,0,1,0,0
41349,87.6217,60.6903,3.1755,2.4785,3681.7,314.911,10.2099,0,1,0,0
41350,88.5429,56.173,2.9077,2.4597,3681.8,343.9144,10.3029,0,1,0,0
41351,89.1239,68.0723,2.9077,2.4287,3681.9,343.9144,10.3551,0,1,0,0
41352,98.1904,71.0552,2.3111,2.38,3682.0,432.6944,10.4398,0,1,0,0
41353,98.4138,75.6347,2.3387,2.3747,3682.1,427.588,10.4423,0,1,0,0
41354,95.8839,66.9802,2.4322,2.3146,3682.2,411.1504,10.3002,0,1,0,0
41355,100.3395,64.8379,2.5853,2.2733,3682.3,386.8023,10.0163,0,1,0,0
41356,100.2494,73.8727,2.7103,2.2826,3682.4,368.9629,9.7327,0,1,0,0
41357,98.1374,73.8727,2.6641,2.3645,3682.5,375.3613,9.3808,0,1,0,0
41358,87.4716,70.6237,3.9757,2.4342,3682.6,251.528,8.8934,0,1,0,0
41359,96.0702,70.6237,4.3453,2.4484,3682.7,230.1337,8.6009,0,1,0,0
41360,106.4686,70.6237,3.8429,2.4475,3682.8,260.2202,8.5429,0,1,0,0
41361,101.8254,57.9745,3.9925,2.4574,3682.9,250.4696,8.5406,0,1,0,0
41362,94.8125,57.9833,4.2664,2.468,3683.0,234.3897,8.6697,0,1,0,0
41363,94.8801,64.4982,4.4714,2.4648,3683.1,223.6436,9.4888,0,1,0,0
41364,87.3081,70.958,5.003,2.4626,3683.2,199.8801,9.5785,0,1,0,0
41365,85.0561,73.03699999999998,5.1770000000000005,2.4707,3683.3,193.1621,9.6727,0,1,0,0
41366,80.4533,72.2003,5.3333,2.4344,3683.4,187.5012,9.8159,0,1,0,0
41367,76.2271,69.4953,5.5034,2.4053,3683.5,181.7059,9.7021,0,1,0,0
41368,84.8358,60.1327,6.0505,2.3404,3683.6,165.2756,9.6037,0,1,0,0
41369,86.6068,57.863,6.1765,2.3072,3683.7,161.904,9.7429,0,1,0,0
41370,79.5771,57.2607,6.5698,2.2652,3683.8,152.2116,10.11,0,1,0,0
41371,80.3045,57.3312,6.7696,2.1933,3683.9,147.7192,10.4241,0,1,0,0
41372,83.0064,57.3312,7.4963,2.2672,3684.0,133.3991,9.9855,0,1,0,0
41373,88.09299999999998,67.1066,7.9605,2.3449,3684.1,125.6203,9.7881,0,1,0,0
41374,95.8782,67.4285,8.5926,2.4542,3684.2,116.3792,9.3242,0,1,0,0
41375,94.4555,71.1391,9.2278,2.4893,3684.3,108.3682,9.0514,0,1,0,0
41376,94.3661,80.8091,9.7157,2.4453,3684.4,102.9262,8.9134,0,1,0,0
41377,94.8061,74.5556,9.9124,2.4294,3684.5,100.8837,9.0594,0,1,0,0
41378,93.7666,64.0351,9.7019,2.4267,3684.6,103.0726,9.3587,0,1,0,0
41379,116.678,74.032,5.3717,2.4287,3697.1,186.1608,9.8068,0,1,0,0
41380,108.3593,70.361,4.9681,2.4074,3697.2,201.2842,10.0837,0,1,0,0
41381,100.8914,69.1936,4.3039,2.3626,3697.3,232.3474,10.4934,0,1,0,0
41382,82.3898,73.0527,4.1229,2.3134,3697.4,242.5477,10.7917,0,1,0,0
41383,77.1746,71.9408,5.166,2.2627,3697.5,193.5734,10.6954,0,1,0,0
41384,75.4246,70.1256,4.6287,2.2107,3697.6,216.0434,10.1084,0,1,0,0
41385,81.4837,65.7736,4.9694,2.34,3697.7,201.2315,9.5482,0,1,0,0
41386,81.8747,72.3848,5.3124,2.4067,3697.8,188.2388,9.3851,0,1,0,0
41387,75.2286,76.0356,5.4382,2.4143,3697.9,183.8844,9.4305,0,1,0,0
41388,73.9393,73.3737,4.365,2.4362,3698.0,229.0951,9.692,0,1,0,0
41389,70.9546,66.8716,4.0148,2.4387,3698.1,249.0784,9.6823,0,1,0,0
41390,77.5448,71.8897,4.3019,2.4294,3698.2,232.4554,9.577,0,1,0,0
41391,75.9629,77.6476,4.509,2.4213,3698.3,221.7787,9.5171,0,1,0,0
41392,65.2393,72.3935,7.3372,2.3916,3698.4,136.2918,9.4742,0,1,0,0
41393,73.6619,65.9747,8.6251,2.3613,3698.5,115.9407,9.4481,0,1,0,0
41394,77.6708,65.5001,10.1088,2.3487,3698.6,98.9237,9.4265,0,1,0,0
41395,72.8327,78.8531,12.2427,2.336,3698.7,81.6813,9.3785,0,1,0,0
41396,68.1427,85.6213,15.0124,2.3386,3698.8,66.6116,9.3273,0,1,0,0
41397,65.2368,75.2374,17.2463,2.3437,3698.9,57.9835,9.2479,0,1,0,0
41398,67.7075,70.8666,15.0323,2.3365,3699.0,66.5234,9.226,0,1,0,0
41399,70.1299,73.9572,20.4282,2.3247,3699.1,48.9519,9.2111,0,1,0,0
41400,71.8877,78.3501,24.5421,2.3080000000000003,3699.2,40.7463,9.2147,0,1,0,0
41401,66.7532,82.292,28.2181,2.3653,3699.3,35.4382,9.2553,0,1,0,0
41402,69.7813,84.6126,18.9928,2.386,3699.4,52.6515,9.3216,0,1,0,0
41403,77.533,90.53,13.8957,2.4048,3699.5,71.9647,9.3995,0,1,0,0
41404,84.2948,82.443,13.8957,2.4183,3699.6,71.9647,9.4229,0,1,0,0
41405,83.1672,80.5252,15.5261,2.427,3699.7,64.4077,9.4249,0,1,0,0
41406,75.9324,82.2454,15.5261,2.4289,3699.8,64.4077,9.438,0,1,0,0
41407,72.3521,82.0638,24.1761,2.4198,3699.9,41.3632,9.408,0,1,0,0
41408,73.6103,83.6712,29.2432,2.41,3700.0,34.196,9.3631,0,1,0,0
41409,71.2163,82.9367,38.8643,2.4046,3700.1,25.7306,9.3708,0,1,0,0
41410,66.5476,67.0426,22.6422,2.4067,3700.2,44.1653,9.4349,0,1,0,0
41411,66.0051,74.1325,20.9079,2.4253,3700.3,47.8288,9.4866,0,1,0,0
41412,66.0051,88.7183,38.08,2.4156,3700.4,26.2605,9.5191,0,1,0,0
41413,72.7688,94.9255,82.8637,2.4133,3700.5,12.068,9.5125,0,1,0,0
41414,74.4912,93.0887,106.9116,2.4209,3700.6,9.3535,9.4758,0,1,0,0
41415,61.2122,88.0495,86.6247,2.4189,3700.7,11.5441,9.468,0,1,0,0
41416,70.1228,86.1261,22.4962,2.4205,3700.8,44.452,9.4565,0,1,0,0
41417,71.9316,85.7935,15.281,2.4253,3700.9,65.4407,9.4321,0,1,0,0
41418,64.9346,88.5419,12.0012,2.4439,3701.0,83.325,9.3902,0,1,0,0
41419,57.8092,91.2903,13.2795,2.4636,3701.1,75.304,9.3746,0,1,0,0
41420,61.0001,91.2903,13.9106,2.4653,3701.2,71.8876,9.3722,0,1,0,0
41421,59.7757,91.2903,5.5901,2.4161,3701.3,178.8877,9.3722,0,1,0,0
41422,55.7997,93.7702,4.4383,2.4054,3701.4,225.3115,9.3722,0,1,0,0
