,Wellname,Depth,GR,CAL,DRES,COND,DT,DEN,DTS,Zone_Chalk,Zone_Jurassic,Zone_Paleocene,Zone_Tertiary
13918,22-14b-5,8977.0,32.1099,12.0813,7.174,139.3923,94.8796,2.24,160.4077,0,0,1,0
13919,22-14b-5,8977.5,34.2192,12.0672,6.94,144.0922,94.0098,2.2552,161.3302,0,0,1,0
13920,22-14b-5,8978.0,32.4007,12.0672,7.5705,132.0917,93.4616,2.2697,161.0521,0,0,1,0
13921,22-14b-5,8978.5,35.5087,12.0777,7.717,129.584,93.2553,2.2559,162.5116,0,0,1,0
13922,22-14b-5,8979.0,36.8462,12.0742,7.5626,132.2297,92.9137,2.2238,165.1691,0,0,1,0
13923,22-14b-5,8979.5,35.7764,12.0672,5.7386,174.2585,92.246,2.2246,164.6235,0,0,1,0
13924,22-14b-5,8980.0,34.4903,12.0883,2.7386,365.1501,91.2711,2.3134,166.8467,0,0,1,0
13925,22-14b-5,8980.5,41.2635,12.1166,1.6751,596.9793,92.7266,2.5391,164.8161,0,0,1,0
13926,22-14b-5,8981.0,51.1051,12.1236,1.5473,646.2871,92.8516,2.4579,162.9886,0,0,1,0
13927,22-14b-5,8981.5,61.7154,12.1589,1.6568,603.5731,92.7094,2.5079,158.9678,0,0,1,0
13928,22-14b-5,8982.0,61.337,12.1166,2.1305,469.3734,93.4649,2.5299,153.2024,0,0,1,0
13929,22-14b-5,8982.5,56.5524,12.1236,4.0485,247.0051,93.9912,2.3679,150.3125,0,0,1,0
13930,22-14b-5,8983.0,45.6553,12.1095,6.5887,151.775,91.0,2.186,146.7899,0,0,1,0
13931,22-14b-5,8983.5,36.1346,12.0883,7.5259,132.8745,92.6991,2.1969,144.4423,0,0,1,0
13932,22-14b-5,8984.0,31.8476,12.0601,7.5147,133.0725,92.1171,2.2588,142.754,0,0,1,0
13933,22-14b-5,8984.5,31.5786,12.0777,10.1739,98.2907,90.3668,2.3139,141.3017,0,0,1,0
13934,22-14b-5,8985.0,33.5256,12.0566,16.3099,61.3125,89.1994,2.2418,140.1367,0,0,1,0
13935,22-14b-5,8985.5,30.616,12.046,11.3944,87.7624,88.4587,2.2347,149.4901,0,0,1,0
13936,22-14b-5,8986.0,32.2437,12.046,8.6177,116.0402,87.8196,2.2724,147.855,0,0,1,0
13937,22-14b-5,8986.5,31.8567,12.0531,8.1674,122.438,87.5411,2.2777,146.8479,0,0,1,0
13938,22-14b-5,8987.0,35.1729,12.0601,6.5395,152.9169,87.2745,2.3686,147.6176,0,0,1,0
13939,22-14b-5,8987.5,34.4227,12.0601,5.5787,179.2532,87.4703,2.2942,149.5711,0,0,1,0
13940,22-14b-5,8988.0,33.2906,12.046,5.3762,186.005,87.6284,2.2684,151.3472,0,0,1,0
13941,22-14b-5,8988.5,34.0628,12.0601,4.1534,240.7666,89.3941,2.2634,151.6034,0,0,1,0
13942,22-14b-5,8989.0,38.13800000000001,12.0672,2.8152,355.2145,89.7647,2.3308,149.7195,0,0,1,0
13943,22-14b-5,8989.5,47.0169,12.0742,2.6475,377.7148,89.9904,2.4403,144.8637,0,0,1,0
13944,22-14b-5,8990.0,51.1967,12.0742,2.7984,357.3471,90.5984,2.467,143.60399999999996,0,0,1,0
13945,22-14b-5,8990.5,49.3463,12.0248,4.3565,229.5421,90.5902,2.2554,142.2376,0,0,1,0
13946,22-14b-5,8991.0,41.3435,12.0319,6.1344,163.0151,90.7916,2.2269,140.8999,0,0,1,0
13947,22-14b-5,8991.5,36.9493,12.0319,6.7996,147.0675,90.597,2.2505,139.9199,0,0,1,0
13948,22-14b-5,8992.0,34.8923,12.0178,6.9929999999999986,143.0001,88.7657,2.2717,138.8247,0,0,1,0
13949,22-14b-5,8992.5,37.2502,12.0178,7.245,138.0262,87.7155,2.2881,138.2425,0,0,1,0
13950,22-14b-5,8993.0,36.1574,11.9896,7.2829,137.3079,86.2902,2.2991,137.1065,0,0,1,0
13951,22-14b-5,8993.5,36.0967,11.9825,7.4069,135.0092,85.9432,2.2777,135.9745,0,0,1,0
13952,22-14b-5,8994.0,34.1466,11.9931,6.5728,152.1422,84.7892,2.3217,135.1434,0,0,1,0
13953,22-14b-5,8994.5,34.1676,12.0037,6.2741,159.3854,85.3051,2.317,135.3524,0,0,1,0
13954,22-14b-5,8995.0,33.1093,12.0107,5.8504,170.9285,84.8771,2.2871,135.6557,0,0,1,0
13955,22-14b-5,8995.5,32.6814,12.0037,5.6106,178.2341,85.4302,2.3076,136.1226,0,0,1,0
13956,22-14b-5,8996.0,33.2173,12.0037,5.2628,190.0129,86.7923,2.3013,137.3799,0,0,1,0
13957,22-14b-5,8996.5,35.4545,12.0037,4.7834,209.0563,86.6218,2.2873,137.9676,0,0,1,0
13958,22-14b-5,8997.0,38.0219,11.9896,4.7353,211.1799,87.8303,2.2881,138.8601,0,0,1,0
13959,22-14b-5,8997.5,39.9254,11.9754,4.6452,215.276,88.7269,2.2884,140.3988,0,0,1,0
13960,22-14b-5,8998.0,42.059,11.9754,3.8569,259.2756,89.1273,2.2841,150.6121,0,0,1,0
13961,22-14b-5,8998.5,42.5939,11.9754,3.3077,302.3249,89.2436,2.3589,151.1071,0,0,1,0
13962,22-14b-5,8999.0,43.4497,11.9825,3.5497,281.714,89.3052,2.2898,151.9672,0,0,1,0
13963,22-14b-5,8999.5,42.7093,11.9825,3.0069,332.5684,87.8439,2.3165,152.5185,0,0,1,0
13964,22-14b-5,9000.0,40.5918,11.9825,2.3863,419.0588,87.67399999999998,2.3618,152.195,0,0,1,0
13965,22-14b-5,9000.5,38.9872,11.9825,2.1722,460.3628,87.8085,2.3422,151.175,0,0,1,0
13966,22-14b-5,9001.0,41.6349,11.9966,1.9723,507.0222,87.5167,2.3407,150.9786,0,0,1,0
13967,22-14b-5,9001.5,44.8403,11.9825,1.9349,516.8226,87.9296,2.5033,151.2132,0,0,1,0
13968,22-14b-5,9002.0,45.8031,11.9613,2.2897,436.7384,88.7467,2.3156,148.4248,0,0,1,0
13969,22-14b-5,9002.5,43.5566,11.9719,2.0754,481.8348,88.6632,2.283,147.019,0,0,1,0
13970,22-14b-5,9003.0,45.6028,11.9613,1.9375,516.129,88.8781,2.4732,145.2418,0,0,1,0
13971,22-14b-5,9003.5,45.5217,11.9684,2.2941,435.9008,89.0001,2.3972,143.3946,0,0,1,0
13972,22-14b-5,9004.0,42.8369,11.9825,2.6101,383.1271,88.2706,2.3473,141.7316,0,0,1,0
13973,22-14b-5,9004.5,39.1929,11.9825,3.2234,310.2314,87.7587,2.2904,141.3404,0,0,1,0
13974,22-14b-5,9005.0,37.7997,11.9896,3.2502,307.6734,87.4012,2.2855,141.3454,0,0,1,0
13975,22-14b-5,9005.5,36.0985,11.9931,3.2583,306.9085,87.2726,2.3539,140.9312,0,0,1,0
13976,22-14b-5,9006.0,35.2411,11.9896,3.6181,276.3882,87.7,2.3079,140.8242,0,0,1,0
13977,22-14b-5,9006.5,35.3249,11.9825,3.6345,275.141,86.9892,2.3176,140.0121,0,0,1,0
13978,22-14b-5,9007.0,38.078,11.9825,3.7579,266.1061,86.3624,2.3418,139.1305,0,0,1,0
13979,22-14b-5,9007.5,37.4127,11.9825,3.8985,256.5089,86.729,2.3231,138.5666,0,0,1,0
13980,22-14b-5,9008.0,40.0084,11.9931,3.9622,252.385,85.6139,2.3305,138.066,0,0,1,0
13981,22-14b-5,9008.5,40.1682,11.9931,3.8998,256.4234,85.3255,2.3551,138.1846,0,0,1,0
13982,22-14b-5,9009.0,39.7403,11.9966,4.4243,226.0244,85.0285,2.3359,137.8255,0,0,1,0
13983,22-14b-5,9009.5,35.9892,11.9825,4.9958,200.1681,84.3257,2.3141,132.3318,0,0,1,0
13984,22-14b-5,9010.0,33.6589,11.9825,5.4621,183.0798,84.0967,2.3085,136.6281,0,0,1,0
13985,22-14b-5,9010.5,31.3055,11.9966,5.4959,181.9538,84.1938,2.3011,135.59799999999998,0,0,1,0
13986,22-14b-5,9011.0,30.0194,11.9825,5.6942,175.6173,84.1694,2.2932,135.3311,0,0,1,0
13987,22-14b-5,9011.5,31.3622,11.9931,5.7933,172.6132,83.8544,2.3064,135.2555,0,0,1,0
13988,22-14b-5,9012.0,30.9506,11.9825,5.8691,170.3839,83.8286,2.301,135.0446,0,0,1,0
13989,22-14b-5,9012.5,32.7565,11.9896,5.8204,171.8095,83.6573,2.3199,134.3656,0,0,1,0
13990,22-14b-5,9013.0,32.0077,11.9825,5.7189999999999985,174.8557,82.7395,2.3228,133.6974,0,0,1,0
13991,22-14b-5,9013.5,36.6162,11.9896,5.5932,178.7885,83.7081,2.3121,133.1613,0,0,1,0
13992,22-14b-5,9014.0,37.3588,11.9719,5.1243,195.1486,83.7711,2.3057,136.1933,0,0,1,0
13993,22-14b-5,9014.5,37.9161,11.9825,4.7077,212.418,84.042,2.3153,138.8454,0,0,1,0
13994,22-14b-5,9015.0,39.9338,11.9825,4.7373,211.0907,84.1732,2.3237,139.6166,0,0,1,0
13995,22-14b-5,9015.5,40.4095,11.9825,4.7701,209.6392,84.7029,2.3143,140.3172,0,0,1,0
13996,22-14b-5,9016.0,39.1034,11.9966,4.2762,233.8525,84.9903,2.3071,142.9577,0,0,1,0
13997,22-14b-5,9016.5,36.9785,11.9896,3.3172,301.4591,83.6512,2.3182,144.629,0,0,1,0
13998,22-14b-5,9017.0,36.9025,11.9825,2.8673,348.7602,83.3533,2.3235,147.7001,0,0,1,0
13999,22-14b-5,9017.5,37.8932,11.9825,2.7862,358.9118,82.6118,2.3541,147.6811,0,0,1,0
14000,22-14b-5,9018.0,36.9337,11.9754,2.5773,388.0029,82.1019,2.4505,147.5334,0,0,1,0
14001,22-14b-5,9018.5,38.0316,11.9684,2.7911,358.2817,81.697,2.367,145.8044,0,0,1,0
14002,22-14b-5,9019.0,38.6686,11.9825,3.2635,306.4195,80.9115,2.3186,147.0426,0,0,1,0
14003,22-14b-5,9019.5,36.7344,11.9896,3.8471,259.9361,79.9741,2.3189,146.1485,0,0,1,0
14004,22-14b-5,9020.0,32.7604,11.9931,4.1762,239.4521,81.1691,2.3045,146.6578,0,0,1,0
14005,22-14b-5,9020.5,32.1234,11.9825,4.5185,221.3124,81.8784,2.3034,147.8778,0,0,1,0
14006,22-14b-5,9021.0,33.2808,11.9825,4.6181,216.5393,81.8329,2.3337,148.8351,0,0,1,0
14007,22-14b-5,9021.5,36.613,11.9825,4.4292,225.7744,81.7113,2.3119,148.9229,0,0,1,0
14008,22-14b-5,9022.0,39.3665,12.0107,3.8482,259.8618,81.082,2.3161,126.3745,0,0,1,0
14009,22-14b-5,9022.5,40.2453,12.0178,3.4163,292.7143,80.532,2.3255,123.5848,0,0,1,0
14010,22-14b-5,9023.0,38.4486,12.0248,3.1477,317.6923,78.7833,2.3823,122.571,0,0,1,0
14011,22-14b-5,9023.5,35.5603,12.0248,3.3133,301.8139,77.4293,2.4474,113.546,0,0,1,0
14012,22-14b-5,9024.0,39.3422,12.0248,4.3712,228.7701,73.0007,2.4897,109.3497,0,0,1,0
14013,22-14b-5,9024.5,38.8063,12.0389,6.6174,151.1167,68.9059,2.6386,113.4859,0,0,1,0
14014,22-14b-5,9025.0,38.5924,12.0531,7.5254,132.8833,63.9045,2.6754,111.9737,0,0,1,0
14015,22-14b-5,9025.5,32.6479,12.046,7.9602,125.625,60.2041,2.6846,108.9791,0,0,1,0
14016,22-14b-5,9026.0,33.0766,12.0566,8.3914,119.1696,57.5844,2.6646,104.0789,0,0,1,0
14017,22-14b-5,9026.5,33.5266,12.0566,8.4895,117.7926,56.4146,2.672,100.3754,0,0,1,0
14018,22-14b-5,9027.0,32.4845,12.0601,8.2437,121.3048,55.6254,2.6547,98.7415,0,0,1,0
14019,22-14b-5,9027.5,32.2702,12.0601,7.834,127.6487,55.1567,2.6488,99.8047,0,0,1,0
14020,22-14b-5,9028.0,32.4845,12.0531,9.0083,111.0087,57.0126,2.6481,102.8475,0,0,1,0
14021,22-14b-5,9028.5,33.9545,12.046,7.1733,139.4059,59.7828,2.6682,110.5931,0,0,1,0
14022,22-14b-5,9029.0,34.4681,12.0672,4.099,243.9619,64.4852,2.5877,112.0258,0,0,1,0
14023,22-14b-5,9029.5,36.6579,12.0143,3.0556,327.268,67.7136,2.3454,119.1879,0,0,1,0
14024,22-14b-5,9030.0,38.5834,11.9966,2.9272,341.6234,73.8429,2.3276,128.9561,0,0,1,0
14025,22-14b-5,9030.5,40.5089,11.9754,2.7163,368.1479,77.2194,2.3838,133.803,0,0,1,0
14026,22-14b-5,9031.0,38.855,11.9613,2.5255,395.9612,79.4557,2.3408,132.5405,0,0,1,0
14027,22-14b-5,9031.5,36.8422,11.9754,2.3603,423.675,80.1931,2.3131,136.3737,0,0,1,0
14028,22-14b-5,9032.0,35.1306,11.9931,2.2127,451.9366,80.2508,2.3339,137.8856,0,0,1,0
14029,22-14b-5,9032.5,36.8704,12.0037,2.1496,465.2028,80.2789,2.4925,139.9227,0,0,1,0
14030,22-14b-5,9033.0,39.2282,11.9966,2.1784,459.0525,80.6754,2.3703,138.9702,0,0,1,0
14031,22-14b-5,9033.5,37.8376,12.0037,2.2982,435.1232,80.8531,2.3389,141.3124,0,0,1,0
14032,22-14b-5,9034.0,37.8376,11.9825,2.3196,431.1088,80.9965,2.3549,141.3419,0,0,1,0
14033,22-14b-5,9034.5,38.3776,11.9896,2.386,419.1115,81.2694,2.3355,141.5087,0,0,1,0
14034,22-14b-5,9035.0,40.7028,12.0107,2.4986,400.2241,81.7424,2.3109,142.3226,0,0,1,0
14035,22-14b-5,9035.5,39.2845,12.0107,2.5504,392.0954,82.3008,2.3349,144.0065,0,0,1,0
14036,22-14b-5,9036.0,37.4368,12.0248,2.5147,397.6618,82.3081,2.3383,143.3658,0,0,1,0
14037,22-14b-5,9036.5,35.4531,12.0143,2.2971,435.3315,81.9583,2.3095,139.9999,0,0,1,0
14038,22-14b-5,9037.0,35.643,12.0178,2.103,475.5112,81.9417,2.3357,137.8034,0,0,1,0
14039,22-14b-5,9037.5,38.369,12.0248,2.2736,439.8311,80.3684,2.392,133.2093,0,0,1,0
14040,22-14b-5,9038.0,39.2264,12.0178,3.3368,299.6883,69.5867,2.4609,127.7964,0,0,1,0
14041,22-14b-5,9038.5,36.659,12.0248,6.0195,166.1268,67.6936,2.6667,117.6791,0,0,1,0
14042,22-14b-5,9039.0,30.9538,12.0178,7.1122,140.6035,65.4191,2.6833,105.5914,0,0,1,0
14043,22-14b-5,9039.5,29.5409,12.0178,7.5164,133.0424,60.7276,2.6525,101.0249,0,0,1,0
14044,22-14b-5,9040.0,29.882,12.0248,10.1142,98.8709,58.7038,2.6482,93.6618,0,0,1,0
14045,22-14b-5,9040.5,32.8457,12.0143,12.4922,80.0499,57.4688,2.6710000000000003,99.5757,0,0,1,0
14046,22-14b-5,9041.0,34.6643,12.0037,7.1137,140.5738,59.0328,2.6841,102.0785,0,0,1,0
14047,22-14b-5,9041.5,37.3436,12.0248,4.3539,229.6791,60.1358,2.6409,106.1926,0,0,1,0
14048,22-14b-5,9042.0,38.215,12.0178,2.8802,347.1981,67.4384,2.5067,110.9718,0,0,1,0
14049,22-14b-5,9042.5,38.6667,12.0107,2.3975,417.1011,73.2695,2.3755,116.7561,0,0,1,0
14050,22-14b-5,9043.0,38.8554,11.9931,2.3358,428.1189,76.8001,2.3663,120.1963,0,0,1,0
14051,22-14b-5,9043.5,42.2107,11.9896,2.3708,421.7986,78.8226,2.4043,123.2574,0,0,1,0
14052,22-14b-5,9044.0,42.425,11.9825,2.5012,399.8081,80.2124,2.3802,126.0525,0,0,1,0
14053,22-14b-5,9044.5,40.2856,11.9825,2.9099,343.6544,81.4163,2.3113,128.3265,0,0,1,0
14054,22-14b-5,9045.0,37.1679,11.9754,3.3813,295.7442,82.1202,2.2888,129.8427,0,0,1,0
14055,22-14b-5,9045.5,33.9344,11.9931,3.7082,269.6726,82.8495,2.3052,131.46200000000002,0,0,1,0
14056,22-14b-5,9046.0,34.8135,11.9931,4.0878,244.6304,83.1354,2.3051,133.1785,0,0,1,0
14057,22-14b-5,9046.5,33.1333,11.9825,4.112,243.1907,83.5052,2.3080000000000003,134.5407,0,0,1,0
14058,22-14b-5,9047.0,35.7007,11.9825,3.8974,256.5813,82.7413,2.3099,133.9895,0,0,1,0
14059,22-14b-5,9047.5,38.3801,11.9825,3.6553,273.5754,83.1784,2.3171,139.1285,0,0,1,0
14060,22-14b-5,9048.0,38.218,11.9931,3.4299,291.5537,82.425,2.3132,138.77,0,0,1,0
14061,22-14b-5,9048.5,36.9549,11.9825,3.3207,301.1413,81.8207,2.3306,138.524,0,0,1,0
14062,22-14b-5,9049.0,33.9521,11.9825,2.6791,373.2597,81.592,2.3308,137.7025,0,0,1,0
14063,22-14b-5,9049.5,34.701,11.9896,2.1788,458.9682,79.9728,2.3462,137.6616,0,0,1,0
14064,22-14b-5,9050.0,35.0225,11.9896,1.9697,507.6915,80.0008,2.4041,137.9103,0,0,1,0
14065,22-14b-5,9050.5,35.1316,11.9896,1.9806,504.8975,80.074,2.3286,133.326,0,0,1,0
14066,22-14b-5,9051.0,35.0246,11.9754,1.9978,500.5506,80.9986,2.3021,134.2248,0,0,1,0
14067,22-14b-5,9051.5,34.5755,11.9719,1.9864,503.4233,82.6276,2.3018,135.387,0,0,1,0
14068,22-14b-5,9052.0,34.1468,11.9719,1.9355,516.6624,83.3737,2.3268,136.016,0,0,1,0
14069,22-14b-5,9052.5,35.3471,11.9613,1.8661,535.877,84.9053,2.3145,135.8067,0,0,1,0
14070,22-14b-5,9053.0,33.8495,11.9754,1.7941,557.3825,84.2429,2.3152,134.3196,0,0,1,0
14071,22-14b-5,9053.5,33.2552,11.9896,1.696,589.6226,83.4713,2.3389,141.0001,0,0,1,0
14072,22-14b-5,9054.0,31.862,11.9825,1.6163,618.697,82.4038,2.3316,140.9049,0,0,1,0
14073,22-14b-5,9054.5,34.2154,11.9896,1.6215,616.7129,82.1024,2.3594,140.7709,0,0,1,0
14074,22-14b-5,9055.0,35.7504,11.9896,1.5505,644.9532,81.5706,2.375,140.9593,0,0,1,0
14075,22-14b-5,9055.5,35.9647,11.9825,1.4304,699.1052,81.5187,2.3526,143.6417,0,0,1,0
14076,22-14b-5,9056.0,34.915,11.9966,1.3499,740.7956,83.1779,2.3364,146.3071,0,0,1,0
14077,22-14b-5,9056.5,36.7336,11.9896,1.2467,802.1176,84.1438,2.3397,148.9752,0,0,1,0
14078,22-14b-5,9057.0,39.4129,12.0037,1.1677,856.3843,84.5723,2.2622,150.0423,0,0,1,0
14079,22-14b-5,9057.5,46.1323,12.0178,1.1871,842.3889999999999,86.7223,2.4694,149.8381,0,0,1,0
14080,22-14b-5,9058.0,51.3462,12.0107,1.4342,697.2528,85.3012,2.5744,149.2226,0,0,1,0
14081,22-14b-5,9058.5,57.8839,12.0248,1.3223,756.2581,85.4872,2.4841,148.827,0,0,1,0
14082,22-14b-5,9059.0,57.6699,12.0107,1.168,856.1644,85.6176,2.3886,141.2905,0,0,1,0
14083,22-14b-5,9059.5,51.844,12.0143,1.0369,964.4131,85.1594,2.3797,140.2157,0,0,1,0
14084,22-14b-5,9060.0,45.7694,12.0037,0.9756,1025.0103,85.08,2.3703,139.9104,0,0,1,0
14085,22-14b-5,9060.5,43.551,12.0037,0.9466,1056.4124,83.8884,2.3651,144.2664,0,0,1,0
14086,22-14b-5,9061.0,42.2944,11.9966,0.9536,1048.6577,84.854,2.3197,145.8225,0,0,1,0
14087,22-14b-5,9061.5,42.1259,12.0037,1.0065,993.542,84.0222,2.3104,147.0077,0,0,1,0
14088,22-14b-5,9062.0,40.4111,12.0037,1.0333,967.7731,85.1638,2.339,139.8926,0,0,1,0
14089,22-14b-5,9062.5,40.3541,11.9931,1.0197,980.6805,85.677,2.3174,146.6437,0,0,1,0
14090,22-14b-5,9063.0,39.095,12.0037,0.9752,1025.4307,84.52600000000002,2.3184,140.1649,0,0,1,0
14091,22-14b-5,9063.5,40.8887,11.9966,0.9164,1091.2266,84.1794,2.324,139.6494,0,0,1,0
14092,22-14b-5,9064.0,42.52,12.0037,0.9145,1093.4938,84.0902,2.3529,139.0219,0,0,1,0
14093,22-14b-5,9064.5,43.8452,11.9966,1.013,987.1668,84.0831,2.3703,138.8842,0,0,1,0
14094,22-14b-5,9065.0,45.7708,12.0178,1.1634,859.5496,84.1109,2.4576,138.874,0,0,1,0
14095,22-14b-5,9065.5,44.5918,11.9931,1.2262,815.5276,84.477,2.3893,138.6619,0,0,1,0
14096,22-14b-5,9066.0,42.92100000000001,11.9931,1.1649,858.4428,84.7209,2.2716,139.3863,0,0,1,0
14097,22-14b-5,9066.5,38.4516,11.9754,1.1159,896.1376,85.1311,2.2877,149.5384,0,0,1,0
14098,22-14b-5,9067.0,37.5713,11.9896,1.1272,887.154,85.6295,2.2807,150.0412,0,0,1,0
14099,22-14b-5,9067.5,35.6662,11.9825,1.1139,897.7467,84.8818,2.3018,150.9975,0,0,1,0
14100,22-14b-5,9068.0,36.8349,11.9931,1.0387,962.7419,84.5361,2.3098,152.3281,0,0,1,0
14101,22-14b-5,9068.5,37.4767,11.9825,0.9833,1016.9836,83.3753,2.338,154.7858,0,0,1,0
14102,22-14b-5,9069.0,39.0844,12.0037,0.9633,1038.0983,84.9861,2.4061,157.1794,0,0,1,0
14103,22-14b-5,9069.5,40.1387,11.9825,0.9786,1021.8679,86.4112,2.3203,151.1704,0,0,1,0
14104,22-14b-5,9070.0,43.9139,11.9896,1.0674,936.856,86.26100000000002,2.3906,149.7234,0,0,1,0
14105,22-14b-5,9070.5,53.9882,11.9966,1.213,824.4023,86.35700000000001,2.5745,150.2173,0,0,1,0
14106,22-14b-5,9071.0,58.8021,11.9754,1.3026,767.6954,86.4976,2.365,147.8918,0,0,1,0
14107,22-14b-5,9071.5,57.5943,11.9896,1.2749,784.3752,86.7309,2.2794,145.0708,0,0,1,0
14108,22-14b-5,9072.0,47.6271,11.9719,1.253,798.0846,84.9295,2.3658,141.0802,0,0,1,0
14109,22-14b-5,9072.5,42.8409,11.9931,1.2771,783.0239999999999,83.8821,2.3364,138.8205,0,0,1,0
14110,22-14b-5,9073.0,40.0596,11.9896,1.2894,775.5545,82.6025,2.3132,138.0095,0,0,1,0
14111,22-14b-5,9073.5,39.5011,11.9896,1.2864,777.3632,83.8088,2.3353,138.3943,0,0,1,0
14112,22-14b-5,9074.0,36.3862,11.9896,1.3439,744.1030000000002,82.4273,2.3039,138.2879,0,0,1,0
14113,22-14b-5,9074.5,34.9955,11.9896,1.2912,774.4733,82.4747,2.3137,143.2084,0,0,1,0
14114,22-14b-5,9075.0,35.2095,11.9966,1.2041,830.4958,82.8729,2.3241,146.2965,0,0,1,0
14115,22-14b-5,9075.5,35.1091,11.9896,1.2033,831.048,84.1921,2.3268,146.4429,0,0,1,0
14116,22-14b-5,9076.0,37.7024,11.9896,1.2871,776.9404,83.8644,2.3065,146.6754,0,0,1,0
14117,22-14b-5,9076.5,37.1675,11.9719,1.279,781.8608,84.5719,2.2902,146.9002,0,0,1,0
14118,22-14b-5,9077.0,40.1684,11.9825,1.2086,827.4036,84.0067,2.2991,147.2448,0,0,1,0
14119,22-14b-5,9077.5,38.8588,11.9896,1.1432,874.7375,83.0322,2.2974,146.7063,0,0,1,0
14120,22-14b-5,9078.0,40.4885,11.9896,1.2863,777.4236,81.5385,2.3886,144.1507,0,0,1,0
14121,22-14b-5,9078.5,36.6507,11.9896,1.4928,669.8821,80.3321,2.5035,140.8667,0,0,1,0
14122,22-14b-5,9079.0,35.688,11.9896,1.3842,722.439,78.1828,2.5013,138.4686,0,0,1,0
14123,22-14b-5,9079.5,36.2238,12.0037,1.2011,832.5701,77.0683,2.3521,137.8443,0,0,1,0
14124,22-14b-5,9080.0,39.8204,11.9931,1.1348,881.2126,76.8618,2.3608,138.7091,0,0,1,0
14125,22-14b-5,9080.5,43.3788,11.9825,1.2444,803.6001,77.4981,2.3917,139.3481,0,0,1,0
14126,22-14b-5,9081.0,47.3808,11.9966,1.298,770.416,80.2635,2.4869,135.8049,0,0,1,0
14127,22-14b-5,9081.5,54.1202,11.9613,1.3811,724.0605,81.8318,2.5328,137.6177,0,0,1,0
14128,22-14b-5,9082.0,55.6206,11.9896,1.3185,758.4376,82.4153,2.4361,135.315,0,0,1,0
14129,22-14b-5,9082.5,51.2716,11.9966,1.2298,813.1404,82.3475,2.3772,136.7902,0,0,1,0
14130,22-14b-5,9083.0,43.1658,11.9719,1.1194,893.3357,82.1767,2.3491,137.7412,0,0,1,0
14131,22-14b-5,9083.5,41.4232,11.9825,1.0409,960.7071,82.5778,2.3679,138.2144,0,0,1,0
14132,22-14b-5,9084.0,42.9164,11.9825,0.9912,1008.8782,82.7457,2.3398,138.7995,0,0,1,0
14133,22-14b-5,9084.5,44.6311,11.9754,0.9753,1025.3256,83.4617,2.3882,139.0122,0,0,1,0
14134,22-14b-5,9085.0,43.7753,11.9613,0.9797,1020.7206,83.5099,2.2838,139.0736,0,0,1,0
14135,22-14b-5,9085.5,40.691,11.9613,1.0119,988.24,84.2388,2.2702,141.0406,0,0,1,0
14136,22-14b-5,9086.0,39.5121,11.9613,1.0566,946.4319,86.4426,2.3226,143.6936,0,0,1,0
14137,22-14b-5,9086.5,40.047,11.9543,1.1691,855.3588,86.8099,2.2705,144.7497,0,0,1,0
14138,22-14b-5,9087.0,41.2349,11.9613,1.3153,760.2828,85.3764,2.2468,144.5404,0,0,1,0
14139,22-14b-5,9087.5,41.2097,11.9613,1.2129,824.4703,85.1022,2.2789,144.9415,0,0,1,0
14140,22-14b-5,9088.0,39.6293,11.9613,1.0427,959.0486,85.9153,2.279,145.209,0,0,1,0
14141,22-14b-5,9088.5,39.6293,11.9684,0.9332,1071.5817,84.897,2.2797,145.8716,0,0,1,0
14142,22-14b-5,9089.0,40.1733,11.9684,0.949,1053.7407,83.7262,2.3231,146.1386,0,0,1,0
14143,22-14b-5,9089.5,40.3877,11.9508,1.0154,984.8335,82.1405,2.3186,145.2263,0,0,1,0
14144,22-14b-5,9090.0,40.4948,11.9613,0.989,1011.1223,81.5625,2.3364,135.3421,0,0,1,0
14145,22-14b-5,9090.5,40.6996,11.9543,1.002,998.004,81.2001,2.3555,133.2844,0,0,1,0
14146,22-14b-5,9091.0,43.5099,11.9613,1.0327,968.3355,79.7866,2.3511,131.2896,0,0,1,0
14147,22-14b-5,9091.5,42.6293,11.9543,1.0533,949.3971,78.8466,2.4486,130.2589,0,0,1,0
14148,22-14b-5,9092.0,40.6196,11.9543,1.0515,951.0224,79.5151,2.3101,132.7011,0,0,1,0
14149,22-14b-5,9092.5,35.9661,11.9613,1.0516,950.9319,80.6358,2.2751,133.2797,0,0,1,0
14150,22-14b-5,9093.0,35.775,11.9508,1.0227,977.8039,81.789,2.2673,138.6204,0,0,1,0
14151,22-14b-5,9093.5,33.4955,11.9613,0.9141,1093.9722,82.7529,2.2989,140.2473,0,0,1,0
14152,22-14b-5,9094.0,33.3885,11.9613,0.7619,1312.5082,83.3265,2.3728,141.5289,0,0,1,0
14153,22-14b-5,9094.5,33.71,11.9719,0.7864,1271.6174,82.0915,2.3583,137.7402,0,0,1,0
14154,22-14b-5,9095.0,39.5263,11.9966,0.8421,1187.5074,81.6753,2.3073,137.3833,0,0,1,0
14155,22-14b-5,9095.5,42.0937,11.9754,0.8166,1224.5897,82.6775,2.4021,137.0636,0,0,1,0
14156,22-14b-5,9096.0,42.4627,11.9684,0.7555,1323.6267,83.1337,2.3585,136.1704,0,0,1,0
14157,22-14b-5,9096.5,40.4264,11.9825,0.7244,1380.4528,83.6877,2.3212,141.8709,0,0,1,0
