,Wellname,Depth,GR,CAL,DRES,COND,DT,DEN,DTS,Zone_Chalk,Zone_Jurassic,Zone_Paleocene,Zone_Tertiary
46285,22-25b-8,4220.5,79.3717,8.7063,3.2035,312.1586,72.9813,2.4116,158.8172,0,0,1,0
46286,22-25b-8,4220.6,78.8735,8.7063,2.5639,390.0308,73.75,2.3955,161.0644,0,0,1,0
46287,22-25b-8,4220.7,80.48,8.7063,2.8639,349.1742,73.75,2.3825,161.0644,0,0,1,0
46288,22-25b-8,4220.8,84.43,8.7063,3.7033,270.0294,72.25,2.3864,144.25,0,0,1,0
46289,22-25b-8,4220.9,90.4513,8.7139,4.0280000000000005,248.2622,72.25,2.3963,144.25,0,0,1,0
46290,22-25b-8,4221.0,87.5112,8.7546,3.6683,272.6058,72.25,2.3989,144.25,0,0,1,0
46291,22-25b-8,4221.1,80.6777,8.7861,3.1668,315.7762,65.5,2.4008,137.6241,0,0,1,0
46292,22-25b-8,4221.2,68.4009,8.8942,2.8409,352.0011,65.5,2.4027,137.6241,0,0,1,0
46293,22-25b-8,4221.3,57.9241,8.956,2.6785,373.3433,62.6053,2.4066,136.6302,0,0,1,0
46294,22-25b-8,4221.4,61.0188,8.956,2.6187,381.8689,60.77,2.4012,136.0,0,0,1,0
46295,22-25b-8,4221.5,60.2965,9.0392,2.5837,387.0418,60.77,2.4012,136.0,0,0,1,0
46296,22-25b-8,4221.6,60.9319,9.0392,2.6292,380.3438,61.0,2.4052,137.5,0,0,1,0
46297,22-25b-8,4221.7,59.3903,8.9773,2.6466,377.8433,61.0,2.4079,137.5,0,0,1,0
46298,22-25b-8,4221.8,57.9516,8.956,2.4868,402.1232,61.5124,2.397,140.0622,0,0,1,0
46299,22-25b-8,4221.9,56.7899,8.956,2.414,414.2502,61.75,2.3852,141.25,0,0,1,0
46300,22-25b-8,4222.0,56.5919,8.8531,2.3308,429.0372,61.75,2.3941,141.2988,0,0,1,0
46301,22-25b-8,4222.1,60.716,8.7962,2.2721,440.1215,66.3351,2.4024,141.36700000000005,0,0,1,0
46302,22-25b-8,4222.2,52.8975,8.8582,2.1728,460.2356,70.9202,2.4106,141.36700000000005,0,0,1,0
46303,22-25b-8,4222.3,58.2879,8.8389,2.106,474.8338,70.9202,2.4146,143.578,0,0,1,0
46304,22-25b-8,4222.4,58.7041,8.7895,2.0445,489.1171,70.9202,2.4146,145.789,0,0,1,0
46305,22-25b-8,4222.5,60.8146,8.7895,1.9912,502.2097,75.25,2.4134,148.0,0,0,1,0
46306,22-25b-8,4222.6,56.2151,8.7895,1.9304,518.0273,75.25,2.4111,148.0,0,0,1,0
46307,22-25b-8,4222.7,55.6724,8.7895,1.9161,521.8934,78.0576,2.4088,148.082,0,0,1,0
46308,22-25b-8,4222.8,57.4943,8.7895,1.9986,500.3503,79.0,2.4064,148.1095,0,0,1,0
46309,22-25b-8,4222.9,58.7747,8.7895,2.1189,471.943,79.0,2.4039,148.6923,0,0,1,0
46310,22-25b-8,4223.0,61.2237,8.7895,2.0966,476.9627,79.0,2.4076,149.5,0,0,1,0
46311,22-25b-8,4223.1,65.3249,8.7895,2.1057,474.9015,79.0,2.4118,149.5,0,0,1,0
46312,22-25b-8,4223.2,69.9098,8.7895,2.1444,466.3309,77.0,2.4158,142.0,0,0,1,0
46313,22-25b-8,4223.3,74.4516,8.7895,2.2672,441.0727,75.0,2.42,142.0,0,0,1,0
46314,22-25b-8,4223.4,69.1299,8.7895,2.2307,448.2898,73.0,2.424,141.7771,0,0,1,0
46315,22-25b-8,4223.5,64.3945,8.7895,2.1824,458.2112,73.0,2.4279,141.7112,0,0,1,0
46316,22-25b-8,4223.6,62.5508,8.7895,2.1357,468.2306,73.1683,2.4279,147.7694,0,0,1,0
46317,22-25b-8,4223.7,70.9291,8.7895,2.0926,477.8744,73.2581,2.4157,151.0,0,0,1,0
46318,22-25b-8,4223.8,65.8014,8.7895,2.084,479.8464,74.4275,2.3745,144.7723,0,0,1,0
46319,22-25b-8,4223.9,60.9327,8.7895,2.1496,465.2028,76.0747,2.3651,136.0,0,0,1,0
46320,22-25b-8,4224.0,55.9942,8.7895,2.1773,459.2845,76.0747,2.3651,136.0,0,0,1,0
46321,22-25b-8,4224.1,59.9917,8.7063,2.1862,457.4147,76.0536,2.3774,140.5,0,0,1,0
46322,22-25b-8,4224.2,56.7154,8.7063,2.1869,457.2683,76.0536,2.3834,140.5,0,0,1,0
46323,22-25b-8,4224.3,54.1499,8.7063,2.1676,461.3398,77.6748,2.3883,145.9121,0,0,1,0
46324,22-25b-8,4224.4,55.7134,8.7063,2.1068,474.6535,78.6997,2.4065,149.3335,0,0,1,0
46325,22-25b-8,4224.5,57.4009,8.7063,2.0732,482.3461,76.9758,2.4052,142.8204,0,0,1,0
46326,22-25b-8,4224.6,57.94,8.6647,2.0649,484.285,74.7735,2.4119,134.5,0,0,1,0
46327,22-25b-8,4224.7,60.5209,8.623,2.1132,473.216,74.5464,2.4186,135.8828,0,0,1,0
46328,22-25b-8,4224.8,67.2341,8.623,2.1802,458.6735,74.1577,2.4201,138.25,0,0,1,0
46329,22-25b-8,4224.9,67.9256,8.623,2.2126,451.957,77.1836,2.4204,139.387,0,0,1,0
46330,22-25b-8,4225.0,66.7487,8.7895,2.2039,453.7411,84.25,2.4207,142.0424,0,0,1,0
46331,22-25b-8,4225.1,64.8065,8.7895,2.2627,441.9499,82.3583,2.4209,141.9159,0,0,1,0
46332,22-25b-8,4225.2,68.1874,8.7895,2.2921,436.2812,76.0377,2.4212,141.4931,0,0,1,0
46333,22-25b-8,4225.3,71.274,8.7988,2.2629,441.9108,75.7415,2.4244,141.4931,0,0,1,0
46334,22-25b-8,4225.4,71.869,8.808,2.2475,444.9388,74.3504,2.4287,142.162,0,0,1,0
46335,22-25b-8,4225.5,70.0921,8.8173,2.3055,433.7454,74.3504,2.4330000000000003,142.83100000000005,0,0,1,0
46336,22-25b-8,4225.6,70.5138,8.8265,2.4047,415.8523,83.5,2.4374,143.5,0,0,1,0
46337,22-25b-8,4225.7,73.4785,8.8358,2.5006,399.904,83.5,2.4417,143.5,0,0,1,0
46338,22-25b-8,4225.8,68.7583,8.845,2.5406,393.6078,81.9066,2.446,140.8292,0,0,1,0
46339,22-25b-8,4225.9,70.9615,8.8543,2.5295,395.3351,77.107,2.4504,132.784,0,0,1,0
46340,22-25b-8,4226.0,75.3795,8.8635,2.5085,398.6446,77.107,2.4547,132.784,0,0,1,0
46341,22-25b-8,4226.1,67.8526,8.8728,2.4302,411.4887,65.8525,2.4587,145.75,0,0,1,0
46342,22-25b-8,4226.2,61.382,8.8022,2.4401,409.8193,65.8525,2.4579,145.75,0,0,1,0
46343,22-25b-8,4226.3,61.2771,8.7314,2.568,389.4081,72.2126,2.4565,143.5452,0,0,1,0
46344,22-25b-8,4226.4,65.5882,8.7295,2.6536,376.8466,74.6757,2.4495,142.6913,0,0,1,0
46345,22-25b-8,4226.5,68.8618,8.7895,2.7674,361.35,74.6757,2.439,142.6913,0,0,1,0
46346,22-25b-8,4226.6,70.1009,8.7895,2.8434,351.6917,77.741,2.4458,141.7109,0,0,1,0
46347,22-25b-8,4226.7,70.5477,8.8525,2.9924,334.1799,77.741,2.4634,140.7304,0,0,1,0
46348,22-25b-8,4226.8,73.141,8.9335,3.2389,308.7468,71.0955,2.4746,139.75,0,0,1,0
46349,22-25b-8,4226.9,74.3823,8.9514,3.3817,295.7093,68.5,2.4767,139.75,0,0,1,0
46350,22-25b-8,4227.0,73.4056,8.8953,3.4983,285.8531,70.993,2.4766,144.5598,0,0,1,0
46351,22-25b-8,4227.1,73.3194,8.8181,3.7218,268.6872,73.9424,2.471,150.25,0,0,1,0
46352,22-25b-8,4227.2,70.59100000000002,8.7895,3.9101,255.7479,73.9424,2.4623,150.25,0,0,1,0
46353,22-25b-8,4227.3,70.5889,8.7895,3.9419,253.6848,74.6958,2.4607,154.75,0,0,1,0
46354,22-25b-8,4227.4,73.505,8.7895,3.9289,254.5242,74.6958,2.4594,154.75,0,0,1,0
46355,22-25b-8,4227.5,74.0223,8.7895,3.8538,259.4841,70.1367,2.4564,151.3708,0,0,1,0
46356,22-25b-8,4227.6,74.8556,8.7895,3.6831,271.5104,68.6421,2.4534,150.2631,0,0,1,0
46357,22-25b-8,4227.7,77.8258,8.7895,3.6322,275.3152,68.7959,2.4504,150.2631,0,0,1,0
46358,22-25b-8,4227.8,78.5643,8.7895,3.6813,271.6432,69.1452,2.4474,150.3034,0,0,1,0
46359,22-25b-8,4227.9,82.3771,8.7895,3.6182,276.3805,69.1452,2.4449,150.3437,0,0,1,0
46360,22-25b-8,4228.0,82.8911,8.7895,3.4494,289.9055,67.75,2.4453,150.384,0,0,1,0
46361,22-25b-8,4228.1,86.3372,8.9584,3.2414,308.5087,67.75,2.4567,150.4243,0,0,1,0
46362,22-25b-8,4228.2,83.3474,9.0392,3.1081,321.74,71.8067,2.4646,150.4646,0,0,1,0
46363,22-25b-8,4228.3,80.2216,9.0392,3.002,333.1112,72.8338,2.4681,150.4646,0,0,1,0
46364,22-25b-8,4228.4,81.6572,9.2473,2.9281,341.5184,72.8338,2.4681,147.0679,0,0,1,0
46365,22-25b-8,4228.5,83.8178,9.4554,2.8663,348.8818,70.2919,2.4681,145.4307,0,0,1,0
46366,22-25b-8,4228.6,86.1161,9.4554,2.7628,361.9517,67.75,2.4681,143.9669,0,0,1,0
46367,22-25b-8,4228.7,88.336,9.4554,2.7007,370.2744,67.75,2.469,141.3811,0,0,1,0
46368,22-25b-8,4228.8,100.2712,9.1225,2.56,390.625,68.6625,2.4731,139.7424,0,0,1,0
46369,22-25b-8,4228.9,100.928,9.1225,2.5632,390.1373,74.5,2.4753,129.2594,0,0,1,0
46370,22-25b-8,4229.0,106.7821,9.0178,2.5712,388.9235,74.5,2.4725,129.2594,0,0,1,0
46371,22-25b-8,4229.1,104.7167,8.8982,2.5075,398.8036,77.2986,2.4639,131.2938,0,0,1,0
46372,22-25b-8,4229.2,98.137,8.7641,2.4196,413.2914,77.2986,2.4555,133.3281,0,0,1,0
46373,22-25b-8,4229.3,98.0961,8.7063,2.3549,424.6465,69.7684,2.5027,135.3625,0,0,1,0
46374,22-25b-8,4229.4,103.3632,8.6894,2.33,429.1846,66.6638,2.5616,137.3969,0,0,1,0
46375,22-25b-8,4229.5,104.0415,8.6054,2.4784,403.4861,69.1444,2.5218,139.4313,0,0,1,0
46376,22-25b-8,4229.6,102.2386,8.5398,2.6992,370.4802,70.9466,2.4694,141.4656,0,0,1,0
46377,22-25b-8,4229.7,98.2486,8.5606,2.9566,338.2263,73.9266,2.4894,143.5,0,0,1,0
46378,22-25b-8,4229.8,96.7318,8.5814,3.3548,298.0804,77.5,2.5131,143.5,0,0,1,0
46379,22-25b-8,4229.9,97.6526,8.6022,3.6119,276.8626,73.4255,2.5368,145.9192,0,0,1,0
46380,22-25b-8,4230.0,99.523,8.623,3.7274,268.2835,67.75,2.567,149.2891,0,0,1,0
46381,22-25b-8,4230.1,102.4901,8.623,3.7593,266.007,67.75,2.5565,149.2891,0,0,1,0
46382,22-25b-8,4230.2,106.7119,8.623,3.7278,268.2547,70.0,2.5453,147.6077,0,0,1,0
46383,22-25b-8,4230.3,107.9073,8.623,3.6342,275.1637,70.0,2.5349,145.9263,0,0,1,0
46384,22-25b-8,4230.4,112.6385,8.623,3.6415,274.6121,70.0,2.5322,144.245,0,0,1,0
46385,22-25b-8,4230.5,118.811,8.623,3.4297,291.5707,70.2842,2.5322,144.245,0,0,1,0
46386,22-25b-8,4230.6,118.5398,8.623,3.0654,326.2217,70.5685,2.5322,143.2778,0,0,1,0
46387,22-25b-8,4230.7,121.299,8.8728,2.6394,378.874,70.5685,2.5437,142.75,0,0,1,0
46388,22-25b-8,4230.8,120.4248,8.8728,2.2003,454.4835,70.5685,2.5489,144.0156,0,0,1,0
46389,22-25b-8,4230.9,119.6761,8.96,1.9505,512.689,74.87899999999998,2.5554,146.3863,0,0,1,0
46390,22-25b-8,4231.0,122.2293,9.0746,1.9238,519.8046,79.1895,2.5569,146.3863,0,0,1,0
46391,22-25b-8,4231.1,131.6098,8.9465,2.0435,489.3565,83.5,2.5404,151.75,0,0,1,0
46392,22-25b-8,4231.2,132.1433,8.9117,2.2999,434.8015,83.5,2.5167,151.75,0,0,1,0
46393,22-25b-8,4231.3,127.5146,8.9535,2.8609,349.5404,78.1681,2.4728,154.9491,0,0,1,0
46394,22-25b-8,4231.4,117.2369,8.956,3.6459,274.2807,76.0,2.4573,156.25,0,0,1,0
46395,22-25b-8,4231.5,103.1685,8.8728,4.3393,230.4519,76.0,2.3972,156.25,0,0,1,0
46396,22-25b-8,4231.6,99.0794,8.8728,4.8085,207.9651,78.4188,2.3972,152.0772,0,0,1,0
46397,22-25b-8,4231.7,88.9808,8.8153,5.1647,193.6221,78.4188,2.3728,152.0772,0,0,1,0
46398,22-25b-8,4231.8,72.4707,8.7895,5.6323,177.5474,78.4188,2.3491,152.0772,0,0,1,0
46399,22-25b-8,4231.9,65.2588,8.7895,5.481,182.4485,89.5,2.3477,149.8569,0,0,1,0
46400,22-25b-8,4232.0,51.1686,8.7479,4.6014,217.3252,89.5,2.4042,149.8569,0,0,1,0
46401,22-25b-8,4232.1,46.5679,8.7063,4.255,235.0176,83.9615,2.4761,145.1263,0,0,1,0
46402,22-25b-8,4232.2,51.8625,8.7063,4.267,234.3567,79.0,2.4746,140.8886,0,0,1,0
46403,22-25b-8,4232.3,53.0974,8.7063,4.5842,218.1406,79.0,2.4613,140.8886,0,0,1,0
46404,22-25b-8,4232.4,55.1837,8.6961,4.9253,203.0333,97.0,2.4533,151.0,0,0,1,0
46405,22-25b-8,4232.5,65.2707,8.6327,4.8035,208.1815,97.0,2.4826,151.0,0,0,1,0
46406,22-25b-8,4232.6,70.6239,8.623,4.2725,234.055,89.941,2.4975,149.6501,0,0,1,0
46407,22-25b-8,4232.7,77.735,8.623,3.6068,277.2541,84.9449,2.4988,148.6946,0,0,1,0
46408,22-25b-8,4232.8,84.4471,8.623,3.3080000000000003,302.2975,82.4998,2.4979,148.6946,0,0,1,0
46409,22-25b-8,4232.9,91.3163,8.6563,3.5758,279.6577,74.5,2.4819,144.9631,0,0,1,0
46410,22-25b-8,4233.0,88.3926,8.6896,4.7683,209.7184,74.5,2.4589,141.2315,0,0,1,0
46411,22-25b-8,4233.1,84.5542,8.7229,7.0428,141.989,80.0918,2.4358,137.5,0,0,1,0
46412,22-25b-8,4233.2,84.3741,8.7562,6.3224,158.1678,80.0918,2.4127,137.5,0,0,1,0
46413,22-25b-8,4233.3,75.4178,8.7895,4.3821,228.2011,83.3316,2.3878,137.5,0,0,1,0
46414,22-25b-8,4233.4,69.63,8.7812,3.6309,275.4138,85.0,2.3878,137.5,0,0,1,0
46415,22-25b-8,4233.5,69.8388,8.7094,2.9838,335.1431,85.0,2.3825,137.5,0,0,1,0
46416,22-25b-8,4233.6,68.15100000000001,8.6644,2.8308,353.25699999999995,84.0027,2.3775,146.8574,0,0,1,0
46417,22-25b-8,4233.7,65.0741,8.638,2.8037,356.6715,84.0027,2.3725,146.8574,0,0,1,0
46418,22-25b-8,4233.8,59.7836,8.6261,2.7147,368.3648,84.1406,2.3732,145.7714,0,0,1,0
46419,22-25b-8,4233.9,59.7237,8.6253,2.5331,394.7732,84.4289,2.3864,143.5,0,0,1,0
46420,22-25b-8,4234.0,57.6439,8.6455,2.6513,377.1735,84.4289,2.3999,143.5,0,0,1,0
46421,22-25b-8,4234.1,55.3824,8.6998,2.7712,360.8545,75.25,2.3922,146.3246,0,0,1,0
46422,22-25b-8,4234.2,60.5429,8.7664,2.7060000000000004,369.5491,75.25,2.3838,146.3246,0,0,1,0
46423,22-25b-8,4234.3,64.8158,8.7494,2.4631,405.9925,75.25,2.3941,149.7571,0,0,1,0
46424,22-25b-8,4234.4,71.7104,8.8839,2.366,422.6543,76.0,2.397,151.0,0,0,1,0
46425,22-25b-8,4234.5,74.6396,8.8893,2.3287,429.4241,76.75,2.3998,148.8893,0,0,1,0
46426,22-25b-8,4234.6,80.4722,8.8753,2.3584,424.0163,76.75,2.4069,147.25,0,0,1,0
46427,22-25b-8,4234.7,86.0467,8.8728,2.4274,411.9634,79.2836,2.4142,144.3288,0,0,1,0
46428,22-25b-8,4234.8,85.5348,8.8728,2.4207,413.1036,82.0,2.4386,141.1967,0,0,1,0
46429,22-25b-8,4234.9,91.1286,8.8728,2.7053,369.6447,82.0,2.436,141.1967,0,0,1,0
46430,22-25b-8,4235.0,98.0062,8.8728,3.4513,289.7459,85.0,2.4467,148.3484,0,0,1,0
46431,22-25b-8,4235.1,89.766,8.8728,4.3383,230.505,88.0,2.4285,155.5,0,0,1,0
46432,22-25b-8,4235.2,83.4101,8.8728,5.178,193.1248,88.0,2.4032,155.5,0,0,1,0
46433,22-25b-8,4235.3,83.9894,8.8728,5.5808,179.1858,88.7452,2.3779,156.6924,0,0,1,0
46434,22-25b-8,4235.4,79.9224,8.8728,5.0123,199.5092,91.75,2.3477,161.5,0,0,1,0
46435,22-25b-8,4235.5,75.3813,8.8728,4.2411,235.7879,91.75,2.3477,161.5,0,0,1,0
46436,22-25b-8,4235.6,74.6282,8.8129,4.4739,223.5186,91.75,2.3163,157.6937,0,0,1,0
46437,22-25b-8,4235.7,71.9341,8.753,4.9372,202.5439,91.75,2.2815,157.6937,0,0,1,0
46438,22-25b-8,4235.8,61.7392,8.6931,5.3007,188.6543,92.0015,2.2474,157.6937,0,0,1,0
46439,22-25b-8,4235.9,52.2049,8.6639,5.1261,195.0801,92.0932,2.2411,158.0968,0,0,1,0
46440,22-25b-8,4236.0,52.3114,8.6283,5.0775,196.9473,92.0932,2.2287,158.5,0,0,1,0
46441,22-25b-8,4236.1,46.5325,8.623,5.4145,184.6893,91.2169,2.2273,158.5,0,0,1,0
46442,22-25b-8,4236.2,47.6506,8.623,5.5587,179.8982,90.3406,2.2258,158.5,0,0,1,0
46443,22-25b-8,4236.3,38.9727,8.623,5.8327,171.4472,89.4643,2.2227,146.8626,0,0,1,0
46444,22-25b-8,4236.4,43.4533,8.623,5.9156,169.0446,89.4643,2.2156,146.8626,0,0,1,0
46445,22-25b-8,4236.5,42.7764,8.623,5.9206,168.9018,89.4643,2.2136,146.8626,0,0,1,0
46446,22-25b-8,4236.6,40.5009,8.623,6.103,163.8538,91.7864,2.2222,143.4933,0,0,1,0
46447,22-25b-8,4236.7,45.3307,8.623,6.2152,160.8959,91.7864,2.2327,143.4933,0,0,1,0
46448,22-25b-8,4236.8,44.707,8.623,6.2128,160.958,91.7822,2.2359,143.7193,0,0,1,0
46449,22-25b-8,4236.9,46.1325,8.623,6.2454,160.1178,91.7768,2.2354,144.0052,0,0,1,0
46450,22-25b-8,4237.0,45.8096,8.623,6.2558,159.8517,91.9301,2.2257,144.162,0,0,1,0
46451,22-25b-8,4237.1,45.965,8.623,6.3086,158.5138,92.5,2.2204,144.745,0,0,1,0
46452,22-25b-8,4237.2,43.8917,8.623,6.3692,157.0056,92.5,2.2197,144.745,0,0,1,0
46453,22-25b-8,4237.3,44.5344,8.6064,6.3852,156.6122,92.5,2.2171,149.5,0,0,1,0
46454,22-25b-8,4237.4,40.9848,8.5897,6.3742,156.8824,92.5,2.2121,149.5,0,0,1,0
46455,22-25b-8,4237.5,36.4596,8.5731,6.3179,158.2804,93.5388,2.2072,156.269,0,0,1,0
46456,22-25b-8,4237.6,40.9122,8.5564,6.4411,155.253,93.752,2.2022,157.6588,0,0,1,0
46457,22-25b-8,4237.7,41.9035,8.5398,6.5272,153.205,95.9613,2.1972,152.3013,0,0,1,0
46458,22-25b-8,4237.8,42.2189,8.5398,6.6477,150.428,97.0,2.1969,149.7825,0,0,1,0
46459,22-25b-8,4237.9,43.0718,8.5398,6.8259,146.5008,97.0,2.1971,150.6835,0,0,1,0
46460,22-25b-8,4238.0,41.8204,8.5398,7.0189,142.4725,96.625,2.1974,151.7893,0,0,1,0
46461,22-25b-8,4238.1,41.576,8.5398,7.336,136.3141,96.25,2.1976,154.6161,0,0,1,0
46462,22-25b-8,4238.2,39.8429,8.5398,7.3419,136.2045,96.25,2.1979,162.8976,0,0,1,0
46463,22-25b-8,4238.3,40.6051,8.5398,7.3521,136.0156,96.25,2.2006,161.7405,0,0,1,0
46464,22-25b-8,4238.4,43.9892,8.5398,7.4335,134.5261,94.9459,2.2061,156.3098,0,0,1,0
46465,22-25b-8,4238.5,43.6559,8.5398,7.5159,133.0513,93.6418,2.2116,155.5778,0,0,1,0
46466,22-25b-8,4238.6,40.9932,8.5398,7.4946,133.4294,93.6418,2.2171,151.75,0,0,1,0
46467,22-25b-8,4238.7,40.1666,8.5398,7.5681,132.1336,93.6418,2.2227,151.75,0,0,1,0
46468,22-25b-8,4238.8,42.0899,8.5398,7.6635,130.4887,89.6238,2.2279,150.6689,0,0,1,0
46469,22-25b-8,4238.9,41.5018,8.5398,7.7414,129.1756,89.6238,2.2327,150.6689,0,0,1,0
46470,22-25b-8,4239.0,43.7709,8.4982,7.8207,127.8658,90.7271,2.2375,151.6486,0,0,1,0
46471,22-25b-8,4239.1,44.0747,8.4566,7.8776,126.9422,91.0,2.2423,151.8909,0,0,1,0
46472,22-25b-8,4239.2,40.814,8.4566,7.928,126.1352,88.6883,2.2435,151.7823,0,0,1,0
46473,22-25b-8,4239.3,39.4733,8.4985,7.9561,125.6897,88.0,2.2384,151.75,0,0,1,0
46474,22-25b-8,4239.4,38.8765,8.5398,7.9445,125.8732,90.2996,2.2301,153.7084,0,0,1,0
46475,22-25b-8,4239.5,37.5646,8.5398,7.9618,125.5997,91.0949,2.2328,154.3857,0,0,1,0
46476,22-25b-8,4239.6,38.9067,8.5398,8.0481,124.2529,91.0949,2.2332,148.4438,0,0,1,0
46477,22-25b-8,4239.7,38.5506,8.5398,8.0683,123.9418,92.5043,2.2275,145.9698,0,0,1,0
46478,22-25b-8,4239.8,39.8837,8.5398,8.0118,124.8159,93.9138,2.2109,147.7895,0,0,1,0
46479,22-25b-8,4239.9,42.5336,8.5398,8.0969,123.5041,93.9138,2.2033,149.2319,0,0,1,0
46480,22-25b-8,4240.0,42.3061,8.5398,8.1105,123.297,93.9138,2.2033,150.2441,0,0,1,0
46481,22-25b-8,4240.1,41.9094,8.5398,8.1214,123.1315,92.6925,2.2327,152.4803,0,0,1,0
46482,22-25b-8,4240.2,43.1181,8.5398,8.1542,122.6362,91.4713,2.2705,152.4803,0,0,1,0
46483,22-25b-8,4240.3,41.4289,8.5398,8.1862,122.1568,90.25,2.3091,153.2462,0,0,1,0
46484,22-25b-8,4240.4,40.2206,8.5398,8.2026,121.9126,90.25,2.3243,153.2462,0,0,1,0
46485,22-25b-8,4240.5,40.3743,8.5398,8.2191,121.6678,90.25,2.375,152.2295,0,0,1,0
46486,22-25b-8,4240.6,38.4714,8.5398,8.1037,123.4004,89.0216,2.4507,150.2657,0,0,1,0
46487,22-25b-8,4240.7,40.6479,8.5398,8.061,124.0541,87.7932,2.352,151.9148,0,0,1,0
46488,22-25b-8,4240.8,39.7678,8.5398,8.1207,123.1421,87.7932,2.3169,160.3286,0,0,1,0
46489,22-25b-8,4240.9,35.8497,8.5398,8.1534,122.6482,87.7932,2.2905,160.3286,0,0,1,0
46490,22-25b-8,4241.0,36.3088,8.5398,8.1588,122.567,88.1898,2.2434,147.35399999999996,0,0,1,0
46491,22-25b-8,4241.1,38.4694,8.5398,8.0802,123.7593,88.5865,2.2421,147.35399999999996,0,0,1,0
46492,22-25b-8,4241.2,39.6439,8.5398,8.1117,123.2787,88.9831,2.2355,147.2726,0,0,1,0
46493,22-25b-8,4241.3,38.7286,8.5398,8.1487,122.719,88.9831,2.2287,147.2439,0,0,1,0
46494,22-25b-8,4241.4,37.9726,8.5398,8.3171,120.2342,90.1012,2.2287,146.0279,0,0,1,0
46495,22-25b-8,4241.5,37.4473,8.5398,8.3932,119.1441,91.0,2.2287,145.0503,0,0,1,0
46496,22-25b-8,4241.6,38.5815,8.5398,8.5237,117.3199,89.4909,2.2355,145.3058,0,0,1,0
46497,22-25b-8,4241.7,38.54,8.5398,8.517000000000001,117.4122,85.75,2.2421,145.9391,0,0,1,0
46498,22-25b-8,4241.8,39.8345,8.5398,8.5784,116.5719,85.75,2.2438,145.9391,0,0,1,0
46499,22-25b-8,4241.9,40.8672,8.5398,8.6756,115.2658,93.25,2.2448,147.2936,0,0,1,0
46500,22-25b-8,4242.0,39.7463,8.5398,8.4711,118.0484,93.25,2.2547,147.2936,0,0,1,0
46501,22-25b-8,4242.1,40.6549,8.5398,8.5522,116.929,92.6327,2.2608,148.8233,0,0,1,0
46502,22-25b-8,4242.2,41.7004,8.5398,8.5159,117.4274,90.8736,2.2608,153.1827,0,0,1,0
46503,22-25b-8,4242.3,41.3664,8.519,8.4771,117.9649,90.7316,2.2639,151.9052,0,0,1,0
46504,22-25b-8,4242.4,38.8022,8.4982,8.2534,121.1622,90.25,2.2675,147.5742,0,0,1,0
46505,22-25b-8,4242.5,40.2809,8.4774,7.9706,125.4611,89.9466,2.2711,146.9301,0,0,1,0
46506,22-25b-8,4242.6,41.346,8.4566,7.7118,129.6714,88.8275,2.2748,144.5543,0,0,1,0
46507,22-25b-8,4242.7,43.615,8.4566,7.5492,132.4644,89.0502,2.2769,144.9769,0,0,1,0
46508,22-25b-8,4242.8,43.3456,8.4566,7.3023,136.9432,89.9178,2.2769,146.623,0,0,1,0
46509,22-25b-8,4242.9,43.4375,8.5398,7.3468,136.1137,89.3746,2.2702,146.7564,0,0,1,0
46510,22-25b-8,4243.0,43.7187,8.5398,7.4604,134.0411,86.4181,2.2693,147.4824,0,0,1,0
46511,22-25b-8,4243.1,41.6638,8.5398,7.8157,127.9476,86.4181,2.2676,147.4824,0,0,1,0
46512,22-25b-8,4243.2,43.8651,8.4982,8.6483,115.6297,84.6822,2.2639,146.1444,0,0,1,0
46513,22-25b-8,4243.3,46.9483,8.4566,7.682,130.1744,84.6822,2.2501,146.1444,0,0,1,0
46514,22-25b-8,4243.4,48.5106,8.4781,6.7256,148.6856,82.6722,2.2835,143.1508,0,0,1,0
46515,22-25b-8,4243.5,48.6348,8.5321,6.9627,143.6225,82.0,2.3348,142.1497,0,0,1,0
46516,22-25b-8,4243.6,50.9713,8.5398,6.6851,149.5864,80.6063,2.3614,144.8444,0,0,1,0
46517,22-25b-8,4243.7,53.3946,8.5564,7.3498,136.0581,79.75,2.3637,146.5,0,0,1,0
46518,22-25b-8,4243.8,55.1707,8.5731,10.3414,96.6987,87.4017,2.3635,142.0725,0,0,1,0
46519,22-25b-8,4243.9,56.8004,8.5897,11.476,87.1384,93.6643,2.3633,138.4489,0,0,1,0
46520,22-25b-8,4244.0,54.8575,8.6064,11.4852,87.0686,89.7259,2.3631,143.0536,0,0,1,0
46521,22-25b-8,4244.1,58.5622,8.623,11.3052,88.4549,84.2123,2.3629,149.5,0,0,1,0
46522,22-25b-8,4244.2,63.8465,8.623,11.8432,84.4366,86.6062,2.3627,152.5386,0,0,1,0
46523,22-25b-8,4244.3,61.7472,8.623,13.6599,73.207,93.967,2.3625,161.8818,0,0,1,0
46524,22-25b-8,4244.4,61.1381,8.582940314136147,16.1198,62.0355,93.967,2.3577,161.8818,0,0,1,0
46525,22-25b-8,4244.5,62.48,8.58249109947646,15.6173,64.0316,87.25,2.3506,163.4426,0,0,1,0
46526,22-25b-8,4244.6,62.4409,8.582266492146617,12.2251,81.7989,87.25,2.3434,163.4426,0,0,1,0
46527,22-25b-8,4244.7,61.8166,8.582689005235622,12.7535,78.4099,89.1248,2.3362,163.0268,0,0,1,0
46528,22-25b-8,4244.8,67.513,8.583124607329863,10.6837,93.6005,90.153,2.3291,162.7987,0,0,1,0
