,Wellname,Depth,GR,CAL,DRES,COND,DT,DEN,DTS
12980,22-14b-5,8508.0,71.8747,12.8926,0.3966,2521.4321,121.5379,2.4373,301.1845
12981,22-14b-5,8508.5,65.6242,12.9244,0.4355,2296.2112,118.2561,2.5796,288.7925
12982,22-14b-5,8509.0,58.3756,12.9455,0.5423,1843.9978,116.4234,2.6492,284.2315
12983,22-14b-5,8509.5,57.5837,13.0126,0.6,1666.6666,116.0252,2.4985,279.9647
12984,22-14b-5,8510.0,62.8625,13.0126,0.4835,2068.2522,115.3202,2.4847,280.5483
12985,22-14b-5,8510.5,72.9369,13.0055,0.4886,2046.6639,115.3381,2.4513,278.523
12986,22-14b-5,8511.0,74.6934,12.9879,0.4615,2166.8472,116.2303,2.3985,281.2888
12987,22-14b-5,8511.5,74.1214,12.9773,0.4397,2274.2778,125.4172,2.392,304.4243
12988,22-14b-5,8512.0,69.36399999999999,12.9879,0.4076,2453.3857,128.2992,2.3325,313.2141
12989,22-14b-5,8512.5,68.9353,13.0267,0.3727,2683.123,127.4714,2.3371,315.6909
12990,22-14b-5,8513.0,69.6217,13.3724,0.3854,2594.7068,127.6058,2.5383,321.4240000000001
12991,22-14b-5,8513.5,72.7623,13.0478,0.409,2444.9878,127.4318,2.4079,323.8002
12992,22-14b-5,8514.0,76.5693,13.0302,0.4133,2419.5498,127.668,2.454,321.1058
12993,22-14b-5,8514.5,79.2487,12.9984,0.4301,2325.0408,126.4969,2.4321,312.8661
12994,22-14b-5,8515.0,77.3917,12.9843,0.4443,2250.7314,125.3418,2.4311,312.7671
12995,22-14b-5,8515.5,74.1206,12.9773,0.4538,2203.614,125.2354,2.4112,313.5792
12996,22-14b-5,8516.0,71.9316,12.9632,0.4563,2191.5408,122.8248,2.3585,303.7104
12997,22-14b-5,8516.5,75.953,12.9208,0.4551,2197.3193,121.4871,2.4507,291.5145
12998,22-14b-5,8517.0,72.8057,12.942,0.4904,2039.1517,120.1681,2.5376,282.6144
12999,22-14b-5,8517.5,70.6662,12.8856,0.556,1798.5612,118.0775,2.5734,271.9865
13000,22-14b-5,8518.0,65.9387,12.8291,0.5966,1676.1649,114.9426,2.5756,274.5368
13001,22-14b-5,8518.5,65.5266,12.808,0.6314,1583.7821,112.4979,2.5901,275.9887
13002,22-14b-5,8519.0,67.9259,12.7938,0.5333,1875.1173,114.7358,2.5449,283.0347
13003,22-14b-5,8519.5,65.5298,12.7762,0.4846,2063.5576,117.7414,2.4578,294.7264
13004,22-14b-5,8520.0,66.517,12.8291,0.457,2188.1838,121.0734,2.5289,306.0621
13005,22-14b-5,8520.5,63.4759,12.8221,0.418,2392.3445,121.531,2.4290000000000003,312.2739
13006,22-14b-5,8521.0,61.2635,12.808,0.4222,2368.5457,121.3857,2.499,302.271
13007,22-14b-5,8521.5,57.7573,12.7727,0.489,2044.9897,118.8452,2.5313,290.9458
13008,22-14b-5,8522.0,50.483,12.7515,0.5923,1688.3336,116.9833,2.592,285.0414
13009,22-14b-5,8522.5,48.3396,12.7304,0.6362,1571.8328,114.465,2.5704,280.2058
13010,22-14b-5,8523.0,46.9917,12.7445,0.6102,1638.807,112.3552,2.5136,276.79400000000004
13011,22-14b-5,8523.5,48.3044,12.7304,0.5892,1697.2166,111.3097,2.5216,274.688
13012,22-14b-5,8524.0,48.09,12.7445,0.6063,1649.3485,111.1282,2.5202,274.853
13013,22-14b-5,8524.5,47.2213,12.7515,0.608,1644.7369,112.6468,2.5512,278.5173
13014,22-14b-5,8525.0,48.4759,12.7374,0.5983,1671.4023,113.6433,2.5455,280.5614
13015,22-14b-5,8525.5,47.6974,12.7162,0.5763,1735.2073,112.9714,2.5465,276.5459
13016,22-14b-5,8526.0,49.7764,12.7127,0.5547,1802.7762,111.9365,2.5186,272.9994
13017,22-14b-5,8526.5,50.1293,12.7233,0.5575,1793.7219,112.3536,2.5212,270.7516
13018,22-14b-5,8527.0,49.253,12.7304,0.6324,1581.2777,110.8557,2.5789,264.2158
13019,22-14b-5,8527.5,46.4382,12.7515,0.6548,1527.1838,108.8605,2.5603,258.3838
13020,22-14b-5,8528.0,43.223,12.7515,0.6716,1488.9816,107.3457,2.5885,254.4731
13021,22-14b-5,8528.5,44.0291,12.7445,0.7283,1373.0605,106.58,2.5739,256.1116
13022,22-14b-5,8529.0,43.1733,12.7586,0.6397,1563.2328,108.0847,2.5472,257.1558
13023,22-14b-5,8529.5,45.5311,12.7656,0.6125,1632.6531,110.1753,2.551,265.313
13024,22-14b-5,8530.0,46.5387,12.7727,0.5757,1737.0159,112.1767,2.5381,276.7417
13025,22-14b-5,8530.5,49.6734,12.7797,0.5358,1866.3682,114.3538,2.5341,286.3709
13026,22-14b-5,8531.0,51.6755,12.7797,0.4891,2044.5717,114.7714,2.5116,292.6998
13027,22-14b-5,8531.5,56.9426,12.7868,0.4616,2166.3777,115.7627,2.5257,291.528
13028,22-14b-5,8532.0,58.2287,12.7868,0.4765,2098.636,117.1148,2.5182,290.1505
13029,22-14b-5,8532.5,59.3826,12.8009,0.5137,1946.6615,117.3428,2.5384,285.5648
13030,22-14b-5,8533.0,58.6723,12.7797,0.5666,1764.9135,116.7431,2.5789,280.2007
13031,22-14b-5,8533.5,56.284,12.7727,0.5894,1696.6406,116.9046,2.5819,277.9443
13032,22-14b-5,8534.0,50.464,12.7974,0.5703,1753.4631,116.0233,2.5869,277.6999
13033,22-14b-5,8534.5,45.5047,12.8221,0.5549,1802.1266,115.9871,2.5615,280.0263
13034,22-14b-5,8535.0,47.1093,12.8291,0.5334,1874.7656,115.8254,2.5325,286.3436
13035,22-14b-5,8535.5,52.1312,12.8221,0.5209,1919.7543,116.3646,2.5117,282.4543
13036,22-14b-5,8536.0,55.0542,12.8291,0.5119,1953.5065,116.155,2.4866,289.0978
13037,22-14b-5,8536.5,55.3261,12.8291,0.4887,2046.2451,115.6111,2.5014,289.2783
13038,22-14b-5,8537.0,53.0448,12.8503,0.514,1945.5253,115.0667,2.5517,288.9269
13039,22-14b-5,8537.5,50.6567,12.8573,0.5583,1791.1516,115.5783,2.6023,286.2159
13040,22-14b-5,8538.0,51.3828,12.8926,0.537,1862.1974,116.3307,2.5715,281.124
13041,22-14b-5,8538.5,56.2363,12.9244,0.5114,1955.4165,117.8334,2.5135,280.4715
13042,22-14b-5,8539.0,58.8244,12.9279,0.5379,1859.0817,119.4641,2.4946,288.1201
13043,22-14b-5,8539.5,59.217,12.9244,0.5327,1877.2292,121.1124,2.519,292.6616
13044,22-14b-5,8540.0,58.574,12.9138,0.5164,1936.4834,124.3535,2.4876,299.2537
13045,22-14b-5,8540.5,59.62300000000001,12.9208,0.4968,2012.8824,124.6302,2.4643,302.0287
13046,22-14b-5,8541.0,61.4263,12.8926,0.447,2237.1365,122.9732,2.4248,304.022
13047,22-14b-5,8541.5,62.5966,12.9279,0.4611,2168.7268,121.9696,2.5725,302.988
13048,22-14b-5,8542.0,63.1598,12.935,0.4665,2143.6226,121.4795,2.4288,303.6471
13049,22-14b-5,8542.5,61.9983,12.9138,0.4713,2121.7908,121.6857,2.4356,304.2465
13050,22-14b-5,8543.0,59.9337,12.882,0.5027,1989.2582,122.1988,2.5088,308.1837
13051,22-14b-5,8543.5,60.6937,12.8644,0.4784,2090.301,123.4386,2.4367,311.1006
13052,22-14b-5,8544.0,63.19600000000001,12.8503,0.4592,2177.7004,123.1006,2.4482,309.3762
13053,22-14b-5,8544.5,66.0828,12.8362,0.4128,2422.4805,123.2344,2.435,313.4743
13054,22-14b-5,8545.0,63.369,12.8397,0.4579,2183.8831,122.7074,2.5651,312.564
13055,22-14b-5,8545.5,60.904,12.8432,0.4853,2060.5811,122.2952,2.4638,306.2534
13056,22-14b-5,8546.0,61.7613,12.8362,0.4145,2412.5452,122.9143,2.3997,301.932
13057,22-14b-5,8546.5,64.9038,12.8397,0.4193,2384.9272,120.7615,2.4291,296.2672
13058,22-14b-5,8547.0,64.4386,12.8503,0.4863,2056.3438,120.5625,2.454,291.8014
13059,22-14b-5,8547.5,62.4099,12.8362,0.5315,1881.4677,121.0166,2.4988,289.4512
13060,22-14b-5,8548.0,63.9742,12.8503,0.5033,1986.8865,120.9741,2.4007,282.8409
13061,22-14b-5,8548.5,66.7556,12.8644,0.5043,1982.9467,120.1605,2.4526,278.6758
13062,22-14b-5,8549.0,67.0062,12.8785,0.5660000000000001,1766.7845,119.8064,2.4392,278.6193
13063,22-14b-5,8549.5,63.4471,12.8644,0.5514,1813.5654,120.173,2.5525,277.2279
13064,22-14b-5,8550.0,62.6313,12.8644,0.5078,1969.2793,120.3488,2.4658,270.8173
13065,22-14b-5,8550.5,60.9863,12.808,0.47,2127.6597,117.0363,2.4647,266.9977
13066,22-14b-5,8551.0,60.8376,12.7868,0.6101,1639.0757,114.6534,2.5694,265.9171
13067,22-14b-5,8551.5,61.6533,12.7797,0.6745,1482.5797,114.5862,2.4784,266.8928
13068,22-14b-5,8552.0,65.4418,12.808,0.6137,1629.4607,114.4855,2.4368,268.7404
13069,22-14b-5,8552.5,70.5277,12.8291,0.5568,1795.9769,113.8801,2.4404,261.84
13070,22-14b-5,8553.0,74.2718,12.8291,0.5512,1814.2236,114.472,2.4459,259.3804
13071,22-14b-5,8553.5,71.4853,12.8362,0.6126,1632.3865,114.2912,2.5188,258.22700000000003
13072,22-14b-5,8554.0,65.4004,12.8503,0.6885,1452.4329,113.7936,2.5459,254.7651
13073,22-14b-5,8554.5,55.9302,12.8503,0.6627,1508.9784,112.7366,2.5008,252.1693
13074,22-14b-5,8555.0,52.9293,12.8291,0.6189,1615.7699,111.6609,2.4976,251.4294
13075,22-14b-5,8555.5,51.249,12.8432,0.6184,1617.0764,110.2525,2.4821,252.927
13076,22-14b-5,8556.0,51.0915,12.8432,0.6386,1565.9255,109.8252,2.4829,251.1653
13077,22-14b-5,8556.5,51.2718,12.815,0.6459999999999999,1547.9875,110.4106,2.4938,250.9505
13078,22-14b-5,8557.0,51.5933,12.8185,0.6467,1546.312,109.1319,2.4909,252.9004
13079,22-14b-5,8557.5,54.5177,12.8221,0.6172,1620.2203,110.1703,2.5128,258.1714
13080,22-14b-5,8558.0,54.368,12.815,0.5759,1736.4125,111.4677,2.4909,261.7408
13081,22-14b-5,8558.5,57.5453,12.8221,0.5334,1874.7656,112.265,2.4685,267.1675
13082,22-14b-5,8559.0,59.0458,12.8432,0.5188,1927.525,113.297,2.4758,271.9517
13083,22-14b-5,8559.5,62.7256,12.8503,0.5442,1837.5597,114.0902,2.4813,273.1175
13084,22-14b-5,8560.0,62.4578,12.8644,0.5053,1979.0225,114.4504,2.4731,273.0602
13085,22-14b-5,8560.5,61.3861,12.8715,0.4979,2008.4354,113.4333,2.4962,272.2397
13086,22-14b-5,8561.0,57.89,12.8926,0.5146,1943.257,116.3222,2.5154,268.9589
13087,22-14b-5,8561.5,56.2323,12.8785,0.5512,1814.2236,115.7238,2.5564,272.7743
13088,22-14b-5,8562.0,56.9442,12.8926,0.5068,1973.1649,114.2864,2.5525,278.2823
13089,22-14b-5,8562.5,57.3729,12.9244,0.4239,2359.0469,113.7072,2.5207,278.0912
13090,22-14b-5,8563.0,59.736,12.8926,0.381,2624.6719,113.3998,2.5207,274.2803
13091,22-14b-5,8563.5,55.5251,12.9208,0.4524,2210.4333,114.7302,2.6318,270.3343
13092,22-14b-5,8564.0,54.8119,12.8856,0.4749,2105.7065,116.619,2.5614,263.111
13093,22-14b-5,8564.5,50.554,12.9067,0.512,1953.1249,116.78,2.5834,262.2473
13094,22-14b-5,8565.0,52.1974,12.935,0.5489,1821.8254,115.606,2.5429,261.4172
13095,22-14b-5,8565.5,56.0187,12.9773,0.4729,2114.6121,114.5722,2.465,262.1199
13096,22-14b-5,8566.0,59.8391,12.9879,0.4465,2239.6416,118.1508,2.4162,253.2743
13097,22-14b-5,8566.5,64.2667,13.0408,0.5311,1882.8846,117.2443,2.5682,254.3763
13098,22-14b-5,8567.0,65.5842,13.0761,0.5313,1882.1758,118.6166,2.5202,259.8669
13099,22-14b-5,8567.5,68.7934,13.1254,0.4409,2268.0879,118.8393,2.3285,262.2722
13100,22-14b-5,8568.0,71.6871,13.1043,0.4176,2394.636,119.1662,2.4211,272.5083
13101,22-14b-5,8568.5,72.6203,13.0619,0.5073,1971.2201,118.9715,2.4013,274.9159
13102,22-14b-5,8569.0,73.2622,12.9773,0.5329999999999999,1876.1726,118.8822,2.5272,277.8254
13103,22-14b-5,8569.5,71.3515,12.935,0.5139,1945.9039,119.8057,2.5164,275.4237
13104,22-14b-5,8570.0,72.3764,12.9067,0.508,1968.5039,119.3453,2.4546,271.7827
13105,22-14b-5,8570.5,65.2408,12.8715,0.524,1908.397,120.2525,2.5573,274.4069
13106,22-14b-5,8571.0,61.8999,12.8856,0.4976,2009.6464,119.3813,2.5249,282.3852
13107,22-14b-5,8571.5,60.2953,12.8573,0.4487,2228.6604,116.8558,2.5067,283.9143
13108,22-14b-5,8572.0,67.6903,12.8503,0.4327,2311.0701,114.7939,2.5494,286.5611
13109,22-14b-5,8572.5,69.3183,12.8291,0.4663,2144.542,115.3307,2.6141,272.8246
13110,22-14b-5,8573.0,68.9974,12.8432,0.5172,1933.488,117.9834,2.5563,279.649
13111,22-14b-5,8573.5,68.4615,12.8856,0.4602,2172.9683,117.6267,2.5231,287.7123
13112,22-14b-5,8574.0,68.8698,12.8997,0.4344,2302.0259,117.8684,2.4829,289.43
13113,22-14b-5,8574.5,66.8373,12.8997,0.3998,2501.2505,121.8836,2.4301,289.4131
13114,22-14b-5,8575.0,64.0025,12.8926,0.4233,2362.3909,125.0659,2.5228,294.9699
13115,22-14b-5,8575.5,63.7475,12.8715,0.434,2304.1475,121.9692,2.4573,294.5963
13116,22-14b-5,8576.0,66.1448,12.8926,0.42,2380.9524,123.2702,2.4853,297.1676
13117,22-14b-5,8576.5,70.2657,12.8926,0.4206,2377.5559,123.1445,2.5031,300.7034
13118,22-14b-5,8577.0,75.2935,12.9067,0.4213,2373.6055,122.9051,2.4884,301.4818
13119,22-14b-5,8577.5,78.4015,12.9067,0.4086,2447.3813,122.3811,2.4043,292.7557
13120,22-14b-5,8578.0,78.8148,12.8926,0.4362,2292.5264,122.0853,2.5665,279.7269
13121,22-14b-5,8578.5,77.745,12.882,0.4548,2198.7686,120.6762,2.5047,274.5206
13122,22-14b-5,8579.0,74.4226,12.8644,0.4732,2113.2715,119.8184,2.4922,275.2504
13123,22-14b-5,8579.5,74.2834,12.8644,0.4686,2134.0161,118.4637,2.4898,279.5906
13124,22-14b-5,8580.0,74.1467,12.8926,0.4444,2250.2249,117.9267,2.5199,297.0638
13125,22-14b-5,8580.5,76.1357,12.9279,0.4291,2330.459,118.9352,2.5227,302.3644
13126,22-14b-5,8581.0,74.745,12.9561,0.4299,2326.1223,121.7841,2.4795,305.7897
13127,22-14b-5,8581.5,73.3223,12.9773,0.4127,2423.0676,121.7984,2.4789,315.5168
13128,22-14b-5,8582.0,73.7699,13.009,0.4281,2335.9028,119.8992,2.5047,300.0838
13129,22-14b-5,8582.5,73.2789,12.8856,0.4437,2253.7751,120.0322,2.4298,298.5022
13130,22-14b-5,8583.0,73.6618,12.8221,0.4375,2285.7144,118.2633,2.4909,296.1136
13131,22-14b-5,8583.5,72.9398,12.8221,0.4535,2205.0715,119.0224,2.5476,289.969
13132,22-14b-5,8584.0,71.2326,12.808,0.4703,2126.3025,115.9934,2.6222,292.207
13133,22-14b-5,8584.5,72.9442,12.8185,0.5266,1898.9745,115.2213,2.5298,300.7554
13134,22-14b-5,8585.0,74.2303,12.8397,0.476,2100.8403,114.4449,2.5408,302.9891
13135,22-14b-5,8585.5,80.3766,12.815,0.4621,2164.0337,120.3937,2.5377,303.2864
13136,22-14b-5,8586.0,79.0324,12.8221,0.4539,2203.1284,121.7264,2.5205,301.0421
13137,22-14b-5,8586.5,77.1648,12.8362,0.4533,2206.0447,120.3653,2.467,297.3338
13138,22-14b-5,8587.0,79.2072,12.8503,0.4657,2147.3052,120.4303,2.4578,298.3558
13139,22-14b-5,8587.5,80.2835,12.8926,0.4853,2060.5811,121.455,2.4603,292.4083
13140,22-14b-5,8588.0,83.5997,12.9138,0.4759,2101.2817,122.956,2.4331,302.5943
13141,22-14b-5,8588.5,79.6904,12.942,0.4683,2135.3833,123.4698,2.4569,300.4666
13142,22-14b-5,8589.0,78.5676,12.8997,0.4747,2106.5935,124.1866,2.4648,306.3751
13143,22-14b-5,8589.5,75.4465,12.8997,0.5078,1969.2793,124.5245,2.4183,300.1781
13144,22-14b-5,8590.0,75.8752,12.8926,0.5131,1948.9377,123.7163,2.4103,285.6432
13145,22-14b-5,8590.5,76.0892,12.8503,0.5015,1994.0179,120.8647,2.4666,277.2614
13146,22-14b-5,8591.0,74.2249,12.7762,0.6244,1601.5375,117.1525,2.5915,278.228
13147,22-14b-5,8591.5,70.581,12.7797,0.6382,1566.9070000000004,113.6358,2.4763,272.0701
13148,22-14b-5,8592.0,68.3346,12.8009,0.5603,1784.7582,113.9446,2.5533,272.7411
13149,22-14b-5,8592.5,67.0753,12.7868,0.5667,1764.6022,113.0547,2.5772,281.3377
13150,22-14b-5,8593.0,67.9954,12.7727,0.5701,1754.0782,114.8223,2.4582,272.3146
13151,22-14b-5,8593.5,73.1824,12.7938,0.4773,2095.1184,120.4344,2.5959,300.0198
13152,22-14b-5,8594.0,76.2637,12.8221,0.4316,2316.9602,116.5328,2.4661,299.8978
13153,22-14b-5,8594.5,80.3287,12.8503,0.4296,2327.7468,116.3782,2.5054,300.551
13154,22-14b-5,8595.0,80.4679,12.8432,0.4471,2236.636,116.7914,2.5468,302.0603
13155,22-14b-5,8595.5,82.3971,12.8291,0.4645,2152.8525,118.3017,2.5153,302.6156
13156,22-14b-5,8596.0,81.2204,12.808,0.4867,2054.6538,118.1277,2.5107,302.2954
13157,22-14b-5,8596.5,82.1528,12.7868,0.5161,1937.609,119.5133,2.4808,290.8791
13158,22-14b-5,8597.0,87.666,12.808,0.5328,1876.8768,119.6322,2.4956,288.0699
13159,22-14b-5,8597.5,86.537,12.7938,0.5524,1810.2825,119.8795,2.5491,284.6762
13160,22-14b-5,8598.0,89.15700000000002,12.808,0.563,1776.1989,120.1248,2.5607,284.0016
13161,22-14b-5,8598.5,86.4304,12.8503,0.5636,1774.308,120.0588,2.5443,286.381
13162,22-14b-5,8599.0,89.6456,12.8785,0.5608,1783.1669,119.2497,2.552,289.5912
13163,22-14b-5,8599.5,85.5893,12.8715,0.5516,1812.908,121.5302,2.5233,284.8894
13164,22-14b-5,8600.0,82.4324,12.8644,0.5411,1848.0872,119.1578,2.5305,282.0184
13165,22-14b-5,8600.5,79.2764,12.8785,0.5276,1895.3754,118.8624,2.5362,275.5945
13166,22-14b-5,8601.0,78.9979,12.9067,0.4978,2008.8389,115.2951,2.5031,270.9304
13167,22-14b-5,8601.5,76.689,12.8221,0.4968,2012.8824,118.1535,2.4881,259.2032
13168,22-14b-5,8602.0,67.9171,12.7656,0.6509999999999999,1536.0983,119.1668,2.7149,252.2966
13169,22-14b-5,8602.5,58.4858,12.7339,0.8145,1227.7471,121.8625,2.4585,259.9669
13170,22-14b-5,8603.0,55.4494,12.7515,0.6432,1554.7264,120.735,2.5556,265.5853
13171,22-14b-5,8603.5,61.387,12.755,0.5384,1857.3551,120.328,2.5651,270.8987
13172,22-14b-5,8604.0,69.5854,12.755,0.5029,1988.4669,118.9353,2.4874,274.5118
13173,22-14b-5,8604.5,72.2564,12.7374,0.4445,2249.7188,119.0806,2.5054,272.8071
13174,22-14b-5,8605.0,70.3157,12.7515,0.4587,2180.0742,118.9083,2.5377,275.6584
13175,22-14b-5,8605.5,67.5395,12.7974,0.4409,2268.0879,119.3664,2.533,279.032
13176,22-14b-5,8606.0,69.7269,12.8009,0.4289,2331.5459,116.7536,2.5673,285.5833
13177,22-14b-5,8606.5,78.8367,12.8221,0.4553,2196.354,119.9348,2.5036,281.0034
13178,22-14b-5,8607.0,87.2876,12.8503,0.4424,2260.3977,119.0558,2.5415,289.6025
13179,22-14b-5,8607.5,89.5832,12.8609,0.4364,2291.4758,120.1871,2.4738,290.9651
13180,22-14b-5,8608.0,87.4403,12.8926,0.4725,2116.4021,120.0631,2.4262,291.2383
13181,22-14b-5,8608.5,81.4633,12.8856,0.4435,2254.7913,120.8152,2.5052,290.2987
13182,22-14b-5,8609.0,79.918,12.8715,0.474,2109.7046,120.4977,2.3719,288.4825
13183,22-14b-5,8609.5,77.2981,12.8397,0.5372,1861.5042,120.7312,2.5484,278.7473
13184,22-14b-5,8610.0,76.5826,12.7974,0.6358,1572.8217,122.1605,2.5704,273.5638
13185,22-14b-5,8610.5,75.4075,12.7656,0.6438,1553.2773,121.8109,2.4338,269.6763
13186,22-14b-5,8611.0,77.333,12.755,0.5997,1667.5005,120.9877,2.5384,266.6231
13187,22-14b-5,8611.5,77.4402,12.7304,0.6332,1579.2799,121.9625,2.4813,267.8487
13188,22-14b-5,8612.0,78.3521,12.7092,0.6282,1591.8497,119.0689,2.4624,271.2432
13189,22-14b-5,8612.5,76.5808,12.7868,0.6151,1625.7518,120.0324,2.4396,275.9446
13190,22-14b-5,8613.0,77.7104,12.6915,0.614,1628.6644,115.939,2.4439,274.9641
13191,22-14b-5,8613.5,77.3023,12.7021,0.6192,1614.9871,112.6515,2.4462,273.3569
13192,22-14b-5,8614.0,78.3355,12.681,0.7074,1413.6273,113.3205,2.4815,267.7308
13193,22-14b-5,8614.5,72.0709,12.6457,0.6797,1471.2373,112.6854,2.4649,261.675
13194,22-14b-5,8615.0,69.5907,12.6316,0.6692,1494.3215,112.1899,2.4998,256.6885
13195,22-14b-5,8615.5,65.3011,12.6386,0.6274,1593.8795,109.9805,2.3893,249.7683
13196,22-14b-5,8616.0,70.2217,12.6386,0.5781,1729.8044,109.4296,2.42,244.1216
13197,22-14b-5,8616.5,74.0162,12.6034,0.7297,1370.4261,109.9345,2.4394,241.6293
13198,22-14b-5,8617.0,75.086,12.6069,0.8166,1224.5897,115.4246,2.4329,244.5258
13199,22-14b-5,8617.5,72.4066,12.6069,0.7473,1338.1506,114.3044,2.3895,247.8691
13200,22-14b-5,8618.0,66.7596,12.6175,0.7055,1417.4344,114.7579,2.4479,251.0818
13201,22-14b-5,8618.5,63.6573,12.6175,0.7471,1338.5089,115.7398,2.4681,254.7074
13202,22-14b-5,8619.0,62.3712,12.6175,0.7802,1281.7227,118.491,2.4,256.7735
13203,22-14b-5,8619.5,61.9772,12.6386,0.6675,1498.1273,119.6302,2.4299,254.2864
13204,22-14b-5,8620.0,62.4434,12.6175,0.7665,1304.6315,119.3963,2.3908,247.4061
13205,22-14b-5,8620.5,62.2943,12.5892,0.7731,1293.4937,118.6344,2.3756,238.4633
13206,22-14b-5,8621.0,61.8665,12.5328,0.8112,1232.7416,111.3229,2.4105,230.3297
13207,22-14b-5,8621.5,60.2588,12.4799,0.9918,1008.2678,109.7069,2.4124,227.8368
13208,22-14b-5,8622.0,58.1572,12.4552,0.968,1033.0579,108.9649,2.4398,227.2339
13209,22-14b-5,8622.5,58.3712,12.4905,0.8781,1138.8225,109.2672,2.4487,231.6646
13210,22-14b-5,8623.0,60.6894,12.5046,0.87,1149.4253,110.7907,2.4413,234.8075
13211,22-14b-5,8623.5,65.2979,12.4764,0.8295,1205.5455,112.3802,2.4358,239.0641
13212,22-14b-5,8624.0,68.8278,12.5116,0.7398,1351.7167,114.1956,2.423,240.8909
13213,22-14b-5,8624.5,68.8675,12.4834,0.6605,1514.0045,116.6818,2.4264,239.745
13214,22-14b-5,8625.0,66.5774,12.4693,0.6491,1540.5946,114.7233,2.4335,238.7986
13215,22-14b-5,8625.5,63.3006,12.4481,0.7076,1413.2278,114.5883,2.4042,234.9103
13216,22-14b-5,8626.0,60.8005,12.4587,0.6949,1439.056,114.2018,2.4076,230.5264
13217,22-14b-5,8626.5,59.7777,12.4552,0.7045,1419.4464,113.2338,2.4284,228.0449
13218,22-14b-5,8627.0,56.9912,12.4693,0.7309,1368.1763,111.9768,2.4254,226.1239
13219,22-14b-5,8627.5,57.3477,12.4623,0.7664,1304.8018,111.6142,2.4375,226.4825
13220,22-14b-5,8628.0,55.3753,12.4693,0.7768,1287.3326,111.2634,2.4085,226.035
13221,22-14b-5,8628.5,58.5505,12.4623,0.7556,1323.4517,111.6146,2.4296,226.2533
13222,22-14b-5,8629.0,56.1926,12.4481,0.7443,1343.5443,112.3799,2.4322,227.0826
13223,22-14b-5,8629.5,57.4598,12.4481,0.7529,1328.1976,113.3049,2.454,227.9055
13224,22-14b-5,8630.0,57.9285,12.4481,0.7453,1341.7416,112.5494,2.4369,228.5455
13225,22-14b-5,8630.5,60.8925,12.4481,0.7111,1406.2720000000004,113.1613,2.4438,227.7945
13226,22-14b-5,8631.0,65.2323,12.4764,0.7256,1378.1698,113.0055,2.4432,226.9822
13227,22-14b-5,8631.5,64.4427,12.4552,0.7559,1322.9263,114.1244,2.4331,226.7516
13228,22-14b-5,8632.0,78.6145,12.4481,0.7935,1260.2394,114.5992,2.4025,227.4367
13229,22-14b-5,8632.5,91.5826,12.4481,0.8008,1248.7512,114.3281,2.3979,227.8302
13230,22-14b-5,8633.0,95.3731,12.4481,0.7277,1374.1926,113.1503,2.4213,227.4058
13231,22-14b-5,8633.5,83.9874,12.4376,0.7333,1363.6984,113.8131,2.4388,227.7462
13232,22-14b-5,8634.0,65.8402,12.4552,0.7687,1300.8976,111.8938,2.4295,228.5121
13233,22-14b-5,8634.5,60.659,12.4623,0.7819,1278.9359,112.6035,2.4191,230.0796
13234,22-14b-5,8635.0,61.1024,12.4481,0.7296,1370.614,112.0402,2.4192,228.4611
13235,22-14b-5,8635.5,62.707,12.4376,0.6713,1489.6470000000004,113.5967,2.4072,228.693
13236,22-14b-5,8636.0,64.0299,12.4411,0.5918,1689.7601,113.2424,2.3979,225.8262
13237,22-14b-5,8636.5,65.0795,12.427,0.6859999999999999,1457.726,112.2037,2.4159,221.0189
13238,22-14b-5,8637.0,78.984,12.4587,0.8141,1228.3503,111.8616,2.3802,216.0128
13239,22-14b-5,8637.5,93.8141,12.4481,0.9463,1056.7473,113.121,2.3274,215.211
13240,22-14b-5,8638.0,100.8744,12.4693,0.8057,1241.1567,113.7049,2.3514,214.8542
13241,22-14b-5,8638.5,91.1417,12.4623,0.6541,1528.8182,113.28,2.3767,216.0047
13242,22-14b-5,8639.0,75.8829,12.4481,0.6888,1451.8003,113.104,2.395,218.0932
13243,22-14b-5,8639.5,64.5805,12.4481,0.8069,1239.3109,113.9676,2.4089,225.7711
13244,22-14b-5,8640.0,57.0236,12.4552,0.8009,1248.5953,114.1011,2.4415,228.4716
13245,22-14b-5,8640.5,54.0968,12.4481,0.7191,1390.6272,113.712,2.4379,231.025
13246,22-14b-5,8641.0,52.382,12.4552,0.6407,1560.793,113.2691,2.3961,231.5073
13247,22-14b-5,8641.5,55.1025,12.4481,0.6087,1642.8455,113.7118,2.4205,232.3088
13248,22-14b-5,8642.0,58.8466,12.4481,0.7179,1392.9517,115.0221,2.4258,236.0601
13249,22-14b-5,8642.5,60.8829,12.427,0.7429,1346.0762,117.3089,2.4185,231.0142
13250,22-14b-5,8643.0,63.4072,12.427,0.713,1402.5245,117.0905,2.4125,228.912
13251,22-14b-5,8643.5,64.04899999999999,12.3917,0.7159,1396.8431,115.7638,2.5169,226.4915
13252,22-14b-5,8644.0,64.1592,12.3776,0.7589,1317.6967,115.116,2.4433,221.0741
13253,22-14b-5,8644.5,59.7322,12.427,0.7684,1301.4055,112.6221,2.4628,220.0581
13254,22-14b-5,8645.0,56.1295,12.427,0.7545,1325.3811,110.2122,2.4289,216.8877
13255,22-14b-5,8645.5,53.4472,12.4481,0.7638,1309.2432,110.0757,2.4097,216.5977
