,Wellname,Depth,GR,CAL,DRES,COND,DT,DEN,DTS
35190,22-15-3,9031.5,49.8622,12.4868,1.5765,634.3165,87.8992,2.4749,187.8778
35191,22-15-3,9032.0,52.56800000000001,12.4869,1.4699,680.3184,87.8992,2.4778,194.4634
35192,22-15-3,9032.5,54.8338,12.4871,1.4895,671.3662,88.2353,2.4838,197.4463
35193,22-15-3,9033.0,56.6465,12.4872,1.5091,662.6466,89.6182,2.4898,201.0183
35194,22-15-3,9033.5,57.5529,12.5026,1.5293,653.8939,91.0012,2.4927,205.1979
35195,22-15-3,9034.0,56.4199,12.5027,1.528,654.4503,91.7849,2.4957,208.1808
35196,22-15-3,9034.5,54.6073,12.5181,1.5269,654.9217,92.4303,2.4971,210.5621
35197,22-15-3,9035.0,54.1541,12.5183,1.4436,692.7126,93.0756,2.5016,212.3358
35198,22-15-3,9035.5,56.4309,12.5184,1.3647,732.7618,93.721,2.506,212.9064
35199,22-15-3,9036.0,62.7644,12.5185,1.2902,775.0736,94.3664,2.515,206.8544
35200,22-15-3,9036.5,66.6163,12.5187,1.2367,808.6035,94.6218,2.5254,199.0039
35201,22-15-3,9037.0,67.5227,12.5189,1.1854,843.5971,94.205,2.5344,191.755
35202,22-15-3,9037.5,63.8973,12.519,1.2874,776.7593,92.2689,2.5403,188.7167
35203,22-15-3,9038.0,50.9819,12.5192,1.4779,676.6357,90.3328,2.5193,190.4903
35204,22-15-3,9038.5,46.2236,12.514,1.5832,631.6321,88.3966,2.5027,193.4732
35205,22-15-3,9039.0,45.3172,12.5072,1.6956,589.7617,89.53399999999998,2.4952,196.4498
35206,22-15-3,9039.5,48.9426,12.5003,1.4956,668.628,91.7342,2.5102,197.6281
35207,22-15-3,9040.0,51.6616,12.4935,1.283,779.4232,93.9343,2.5251,197.5911
35208,22-15-3,9040.5,51.8882,12.4866,1.247,801.9246,96.3025,2.5401,199.9663
35209,22-15-3,9041.0,52.3414,12.4869,1.2262,815.5276,96.3025,2.5355,203.5445
35210,22-15-3,9041.5,53.7009,12.4872,1.178,848.8965,96.3025,2.522,210.1301
35211,22-15-3,9042.0,55.5136,12.4876,1.0832,923.1906,97.3632,2.5069,218.5203
35212,22-15-3,9042.5,57.3263,12.4879,1.053,949.6677,99.5145,2.5039,223.3076
35213,22-15-3,9043.0,60.7251,12.4882,1.0093,990.7857,101.6657,2.5143,227.4873
35214,22-15-3,9043.5,64.1239,12.4885,0.9675,1033.5918,103.7378,2.5188,228.6595
35215,22-15-3,9044.0,65.71,12.4888,0.9274,1078.2833,105.674,2.5277,228.0271
35216,22-15-3,9044.5,66.1631,12.4891,0.914,1094.0919,105.367,2.5217,226.1917
35217,22-15-3,9045.0,65.9366,12.4894,0.8883,1125.7458,103.7535,2.5187,218.9428
35218,22-15-3,9045.5,65.2568,12.4897,0.9919,1008.1661,101.845,2.5366,209.8894
35219,22-15-3,9046.0,63.4441,12.4748,1.1075,902.9346,99.6937,2.5441,205.0467
35220,22-15-3,9046.5,62.0846,12.4598,1.1702,854.5548,97.5425,2.5365,202.6158
35221,22-15-3,9047.0,61.6314,12.4602,1.1692,855.2857,94.9356,2.5335,197.773
35222,22-15-3,9047.5,62.9909,12.4605,1.1684,855.8712,91.7087,2.5394,185.712
35223,22-15-3,9048.0,62.5378,12.4608,1.2005,832.9863,89.3861,2.5454,185.6811
35224,22-15-3,9048.5,58.9124,12.4612,1.2857,777.7864,88.8166,2.5363,186.258
35225,22-15-3,9049.0,55.7402,12.4614,1.3395,746.5472,88.2472,2.5303,185.6194
35226,22-15-3,9049.5,53.9275,12.4617,1.3762,726.6386,87.6777,2.5347,184.3856
35227,22-15-3,9050.0,55.0835,12.462,1.3376,747.6077,87.1083,2.5572,182.5564
35228,22-15-3,9050.5,56.9044,12.4775,1.2822,779.9095,86.5388,2.5721,181.7601
35229,22-15-3,9051.0,55.7663,12.4778,1.3728,728.4382,85.1597,2.5736,180.9638
35230,22-15-3,9051.5,53.2625,12.4782,1.5757,634.6385,85.4958,2.5617,179.4222
35231,22-15-3,9052.0,50.7587,12.4785,1.7349,576.4021,87.916,2.5377,179.9806
35232,22-15-3,9052.5,52.1244,12.494000000000002,1.964,509.165,90.3361,2.5182,182.352
35233,22-15-3,9053.0,56.4492,12.4942,1.7565,569.314,92.7563,2.5182,186.5108
35234,22-15-3,9053.5,59.8634,12.4945,1.5706,636.6993,95.1765,2.5197,190.6782
35235,22-15-3,9054.0,63.0501,12.5101,1.5266,655.0504,97.9832,2.5272,196.0485
35236,22-15-3,9054.5,60.3187,12.5256,1.5901,628.8912,96.6274,2.5437,200.8173
35237,22-15-3,9055.0,55.9939,12.5259,1.5666,638.3251,92.9202,2.5797,199.5712
35238,22-15-3,9055.5,55.07899999999999,12.5566,1.5225,656.8145,88.6849,2.5872,195.9277
35239,22-15-3,9056.0,54.6282,12.5569,1.4796,675.8583,84.5378,2.5722,188.6664
35240,22-15-3,9056.5,55.9939,12.542,1.4379,695.4587,86.2185,2.5242,180.8037
35241,22-15-3,9057.0,53.4901,12.527,1.4366,696.0880000000002,86.2185,2.5062,190.9861
35242,22-15-3,9057.5,51.6692,12.497,1.4356,696.5728,86.2185,2.5002,195.1534
35243,22-15-3,9058.0,50.9863,12.4973,1.4954,668.7174,86.2185,2.5002,197.5163
35244,22-15-3,9058.5,53.4901,12.4823,1.5152,659.9789,86.2185,2.5062,198.0832
35245,22-15-3,9059.0,57.8149,12.4827,1.5351,651.4233,86.2185,2.5152,196.8284
35246,22-15-3,9059.5,62.3672,12.4678,1.5124,661.2007,86.2185,2.5242,195.5909
35247,22-15-3,9060.0,63.2777,12.4681,1.4495,689.8931,85.9664,2.5347,196.1492
35248,22-15-3,9060.5,61.0015,12.4684,1.3892,719.8387,85.6207,2.5452,197.3091
35249,22-15-3,9061.0,58.0425,12.4687,1.3315,751.0327,85.2749,2.5497,199.0704
35250,22-15-3,9061.5,56.9044,12.469,1.3123,762.0209,84.9292,2.5482,200.2389
35251,22-15-3,9062.0,55.9939,12.4693,1.2677,788.8302,84.5378,2.5272,200.7886
35252,22-15-3,9062.5,59.1806,12.4696,1.2393,806.9071,85.7383,2.5107,201.3555
35253,22-15-3,9063.0,62.3672,12.4699,1.2044,830.289,87.1212,2.5212,201.3037
35254,22-15-3,9063.5,64.4158,12.455,1.1706,854.2628,88.5042,2.5437,200.6677
35255,22-15-3,9064.0,64.1882,12.4401,1.3812,724.0081,89.8872,2.5572,197.617
35256,22-15-3,9064.5,63.0501,12.4405,1.63,613.4969,91.2605,2.5602,192.7618
35257,22-15-3,9065.0,64.4158,12.4255,1.7702,564.9079,90.5642,2.5422,189.1096
35258,22-15-3,9065.5,67.1472,12.4106,1.6272,614.5526,89.8727,2.5377,186.05900000000003
35259,22-15-3,9066.0,67.3748,12.411,1.5171,659.1523,91.2538,2.5377,185.4143
35260,22-15-3,9066.5,69.4234,12.4113,1.4143,707.0636,94.6218,2.5392,185.3711
35261,22-15-3,9067.0,72.8376,12.4116,1.3368,748.0551,95.9776,2.5422,184.7265
35262,22-15-3,9067.5,78.3005,12.4119,1.2991,769.7637,97.591,2.5452,182.2739
35263,22-15-3,9068.0,73.2796,12.4426,1.3721,728.8099,97.9832,2.5392,176.2277
35264,22-15-3,9068.5,68.5129,12.4429,1.4491,690.0835,92.8403,2.5212,167.1619
35265,22-15-3,9069.0,65.3262,12.4584,1.4889,671.6368,89.3165,2.4927,158.6977
35266,22-15-3,9069.5,62.5948,12.4739,1.4669,681.7097,88.5098,2.4912,155.6556
35267,22-15-3,9070.0,61.2291,12.4894,1.3867,721.1365,87.3109,2.4957,165.2279
35268,22-15-3,9070.5,55.3111,12.5049,1.2749,784.3752,84.8908,2.5062,169.3952
35269,22-15-3,9071.0,47.7997,12.5356,1.1243,889.4423,82.4706,2.5152,170.5637
35270,22-15-3,9071.5,40.5159,12.5055,1.0054,994.6291,81.5518,2.5107,172.9179
35271,22-15-3,9072.0,36.1912,12.3994,0.8866,1127.9043,82.3585,2.4193,175.2894
35272,22-15-3,9072.5,32.5493,12.3845,0.8039,1243.9358,82.8571,2.3563,178.8552
35273,22-15-3,9073.0,27.7693,12.3696,0.7189,1391.014,82.8571,2.3038,184.2257
35274,22-15-3,9073.5,33.2322,12.3547,0.6986,1431.4343,82.8571,2.3338,194.408
35275,22-15-3,9074.0,44.1578,12.3702,0.7176,1393.5341,83.9538,2.4313,200.3799
35276,22-15-3,9074.5,55.5387,12.3705,0.7794,1283.0382,85.7689,2.4972,203.9544
35277,22-15-3,9075.0,71.9272,12.386,0.8701,1149.2932,87.8992,2.5452,205.1143
35278,22-15-3,9075.5,81.4871,12.3864,0.9987,1001.3017,93.8992,2.5707,205.0624
35279,22-15-3,9076.0,77.8452,12.4171,1.0996,909.4216,99.042,2.5752,203.8248
35280,22-15-3,9076.5,76.0243,12.4326,1.1456,872.905,98.465,2.5812,199.5712
35281,22-15-3,9077.0,71.9272,12.448,1.1131,898.3918,96.8515,2.5842,194.716
35282,22-15-3,9077.5,67.3748,12.4483,1.2255,815.9935,94.5607,2.5752,189.2592
35283,22-15-3,9078.0,63.9605,12.4486,1.3493,741.125,91.9205,2.5722,183.8026
35284,22-15-3,9078.5,61.2291,12.4642,1.4457,691.7064,89.2804,2.5557,178.3459
35285,22-15-3,9079.0,57.132,12.4949,1.548,645.9948,86.2185,2.5272,174.0921
35286,22-15-3,9079.5,50.9863,12.5104,1.6806,595.0256,85.2017,2.5062,171.0415
35287,22-15-3,9080.0,47.7997,12.5107,1.7029,587.2335,85.084,2.4942,169.804
35288,22-15-3,9080.5,48.2638,12.511,1.5872,630.0403,86.2185,2.4882,169.7608
35289,22-15-3,9081.0,49.8483,12.5112,1.5003,666.5333,88.4226,2.4867,170.3277
35290,22-15-3,9081.5,51.4416,12.5116,1.4181,705.1689,90.497,2.4882,170.27599999999995
35291,22-15-3,9082.0,52.5797,12.5119,1.3591,735.7811,91.2605,2.4912,168.4283
35292,22-15-3,9082.5,55.3111,12.5122,1.3393,746.6587,91.2605,2.4942,164.77599999999995
35293,22-15-3,9083.0,57.5873,12.5125,1.376,726.7441,90.5966,2.5002,164.14
35294,22-15-3,9083.5,56.4492,12.5128,1.4941,669.2993,89.5798,2.5002,170.1032
35295,22-15-3,9084.0,53.2625,12.5131,1.578,633.7136,85.0891,2.4777,172.4834
35296,22-15-3,9084.5,48.9378,12.5134,1.6213,616.789,82.8571,2.4672,171.83
35297,22-15-3,9085.0,46.6616,12.5289,1.5974,626.0173,82.8571,2.4642,168.7794
35298,22-15-3,9085.5,43.9302,12.5292,1.574,635.3240000000002,82.8571,2.4687,166.3302
35299,22-15-3,9086.0,41.4264,12.5295,1.5296,653.7657,81.1765,2.4552,167.49
35300,22-15-3,9086.5,39.3778,12.5298,1.4865,672.7211,82.7115,2.4208,177.6724
35301,22-15-3,9087.0,37.1017,12.5301,1.4246,701.9514,84.5378,2.3998,187.8548
35302,22-15-3,9087.5,35.9636,12.5304,1.3469,742.4456,84.5378,2.4073,195.0296
35303,22-15-3,9088.0,41.1988,12.5155,1.2909,774.6533,84.5378,2.4283,198.0113
35304,22-15-3,9088.5,46.6616,12.5159,1.2545,797.1303,86.9349,2.4493,200.9756
35305,22-15-3,9089.0,49.6206,12.5162,1.325,754.717,89.0525,2.4582,203.3299
35306,22-15-3,9089.5,48.7102,12.5164,1.3996,714.4899,91.1702,2.4822,206.2942
35307,22-15-3,9090.0,50.7587,12.5167,1.2865,777.3028,93.2878,2.5032,210.4616
35308,22-15-3,9090.5,55.0835,12.5018,1.216,822.3685,95.4055,2.5092,214.0274
35309,22-15-3,9091.0,57.5873,12.4869,1.1494,870.0192,96.3025,2.5017,216.9917
35310,22-15-3,9091.5,60.3187,12.4721,1.1486,870.6251,96.3025,2.4927,216.3471
35311,22-15-3,9092.0,60.3187,12.4724,1.2301,812.942,96.3025,2.4987,212.7036
35312,22-15-3,9092.5,59.6358,12.4574,1.2464,802.3107,96.3025,2.5107,207.2468
35313,22-15-3,9093.0,59.40600000000001,12.4578,1.2111,825.6957,96.3025,2.5182,201.1886
35314,22-15-3,9093.5,58.2701,12.4428,1.1447,873.5913,92.8739,2.5062,195.7319
35315,22-15-3,9094.0,55.7663,12.4584,1.278,782.4726,89.6471,2.4897,193.1441
35316,22-15-3,9094.5,51.6692,12.4587,1.5506,644.9116,86.2185,2.4822,192.0365
35317,22-15-3,9095.0,49.393,12.459,1.8046,554.1394,86.2185,2.4927,193.1964
35318,22-15-3,9095.5,50.5311,12.4593,1.3663,731.9037,86.2185,2.5152,197.9652
35319,22-15-3,9096.0,53.4901,12.4444,1.2563,795.9882,86.2185,2.5122,204.5473
35320,22-15-3,9096.5,55.7663,12.4447,1.1875,842.1053,88.1849,2.5212,212.9251
35321,22-15-3,9097.0,55.9939,12.445,1.1381,878.6574,90.605,2.5212,218.897
35322,22-15-3,9097.5,57.5873,12.4453,1.106,904.1592,96.3025,2.5302,222.4629
35323,22-15-3,9098.0,60.7739,12.4456,1.0601,943.3073,97.3042,2.5272,224.2242
35324,22-15-3,9098.5,62.8225,12.4459,1.002,998.004,98.2723,2.5317,224.7912
35325,22-15-3,9099.0,61.4568,12.4462,0.9603,1041.3412,99.2403,2.5452,224.7394
35326,22-15-3,9099.5,59.8634,12.4465,1.0143,985.9016,99.3235,2.5782,224.6962
35327,22-15-3,9100.0,58.0425,12.4468,1.0864,920.4713,98.7185,2.6172,224.0601
35328,22-15-3,9100.5,55.5387,12.4472,1.0982,910.581,98.1134,2.6142,222.82
35329,22-15-3,9101.0,54.173,12.4316,1.0705,934.1429,99.5025,2.6052,219.7754
35330,22-15-3,9101.5,55.5247,12.4316,1.0407,960.8917,101.3445,2.5872,217.3322
35331,22-15-3,9102.0,57.5686,12.4316,1.026,974.6589,100.837,2.5602,214.2876
35332,22-15-3,9102.5,58.7021,12.4468,1.0691,935.3661,100.3529,2.5317,212.446
35333,22-15-3,9103.0,58.6974,12.4316,1.1296,885.2691,99.8689,2.5122,213.0103
35334,22-15-3,9103.5,58.6928,12.4316,1.1772,849.4733,97.9832,2.5092,214.7966
35335,22-15-3,9104.0,58.2329,12.4316,1.1932,838.0825,99.6639,2.5152,218.357
35336,22-15-3,9104.5,57.5463,12.4316,1.1127,898.7148,99.6639,2.5212,220.7333
35337,22-15-3,9105.0,58.2254,12.4316,1.0377,963.6696,99.6639,2.5062,223.1022
35338,22-15-3,9105.5,59.358,12.4316,0.9813,1019.0563,99.6639,2.5002,226.0726
35339,22-15-3,9106.0,60.0362,12.4316,0.954,1048.218,99.6639,2.5152,225.4265
35340,22-15-3,9106.5,60.942,12.4316,0.9823,1018.019,99.5202,2.5272,222.9834
35341,22-15-3,9107.0,61.6211,12.4316,1.0077,992.3589,99.0802,2.5242,221.1417
35342,22-15-3,9107.5,60.7051,12.4164,0.9934,1006.6439,98.6402,2.5257,220.5105
35343,22-15-3,9108.0,58.6518,12.4316,0.9793,1021.1375,98.2001,2.5302,221.6838
35344,22-15-3,9108.5,56.5986,12.4468,0.9521,1050.3098,98.3922,2.5257,224.0453
35345,22-15-3,9109.0,55.4559,12.462,0.9517,1050.7513,99.1989,2.5212,225.2186
35346,22-15-3,9109.5,55.9074,12.4924,1.0055,994.5302,99.6639,2.5272,223.9711
35347,22-15-3,9110.0,58.4066,12.5228,1.0625,941.1765,99.6639,2.5482,220.3249
35348,22-15-3,9110.5,58.6305,12.5228,1.1072,903.1792,98.5906,2.5797,214.2727
35349,22-15-3,9111.0,57.4868,12.5228,1.1222,891.1068,97.5534,2.6132,209.431
35350,22-15-3,9111.5,57.2545,12.5228,1.1063,903.9139,96.5162,2.5981,204.5818
35351,22-15-3,9112.0,57.4784,12.5228,1.1213,891.822,95.479,2.5681,200.9357
35352,22-15-3,9112.5,57.4728,12.5228,1.1847,844.0955,94.6218,2.5051,198.4925
35353,22-15-3,9113.0,57.2406,12.5228,1.2519,798.7859,96.042,2.4661,196.6509
35354,22-15-3,9113.5,56.0978,12.5228,1.3411,745.6566,96.3025,2.4405,194.2077
35355,22-15-3,9114.0,57.9173,12.5076,1.3783,725.5315,96.3025,2.472,191.1631
35356,22-15-3,9114.5,59.2761,12.5076,1.2329,811.0958,96.3025,2.4989,187.5244
35357,22-15-3,9115.0,58.1333,12.5049,1.166,857.6329,95.2381,2.5199,181.4722
35358,22-15-3,9115.5,53.5763,12.4924,1.2666,789.5153,93.6246,2.4988,175.42
35359,22-15-3,9116.0,49.4746,12.5076,1.4344,697.1556,92.0112,2.4598,171.1724
35360,22-15-3,9116.5,46.5109,12.5076,1.4949,668.9411,90.3978,2.4523,168.7292
35361,22-15-3,9117.0,47.4167,12.5076,1.4941,669.2993,89.5798,2.4792,168.6921
35362,22-15-3,9117.5,47.6406,12.5228,1.5145,660.2839,89.5798,2.4851,168.655
35363,22-15-3,9118.0,47.4074,12.5228,1.4916,670.421,89.5798,2.4956,168.0237
35364,22-15-3,9118.5,47.6304,12.5228,1.4716,679.5325,89.5798,2.5061,167.3851
35365,22-15-3,9119.0,48.0828,12.5228,1.4711,679.7634,89.5798,2.5285,166.7465
35366,22-15-3,9119.5,50.8087,12.5228,1.4503,689.5125,89.5798,2.5449,172.1229
35367,22-15-3,9120.0,50.804,12.5228,1.4297,699.4474,88.0672,2.5344,183.5144
35368,22-15-3,9120.5,50.1165,12.5228,1.4291,699.7411,86.2185,2.5014,188.8908
35369,22-15-3,9121.0,47.6081,12.5228,1.4284,700.084,86.2185,2.4773,192.4626
35370,22-15-3,9121.5,46.2377,12.5228,1.4278,700.3782,86.2185,2.4623,193.6359
35371,22-15-3,9122.0,44.8673,12.5228,1.4272,700.6727,86.2185,2.4563,192.3958
35372,22-15-3,9122.5,44.4075,12.5228,1.4467,691.2283,88.2353,2.4517,188.1482
35373,22-15-3,9123.0,46.9066,12.5228,1.4261,701.2131,91.0012,2.4367,183.299
35374,22-15-3,9123.5,48.2686,12.538,1.4255,701.5082,93.2302,2.4216,178.4498
35375,22-15-3,9124.0,50.0849,12.5684,1.4249,701.8036,94.1983,2.4156,177.2097
35376,22-15-3,9124.5,52.1288,12.5988,1.4243,702.0993,94.6218,2.4201,174.7665
35377,22-15-3,9125.0,54.4003,12.5532,1.4237,702.3952,94.6218,2.441,174.1353
35378,22-15-3,9125.5,53.4852,12.4924,1.443,693.0007,94.6218,2.4679,177.1057
35379,22-15-3,9126.0,52.1148,12.4924,1.4625,683.7607,92.7955,2.4799,186.6927
35380,22-15-3,9126.5,51.6559,12.5076,1.462,683.9945,91.1821,2.4694,189.6705
35381,22-15-3,9127.0,53.2436,12.5076,1.5447,647.3749,89.5798,2.4468,187.8214
35382,22-15-3,9127.5,50.7352,12.5076,1.5876,629.8816,89.5798,2.4258,182.3708
35383,22-15-3,9128.0,47.9991,12.4924,1.4202,704.1262,89.5798,2.4152,175.1156
35384,22-15-3,9128.5,46.1744,12.4772,1.3062,765.5795,89.1044,2.4272,169.649
35385,22-15-3,9129.0,44.3488,12.4772,1.2699,787.4636,87.03,2.4421,163.6201
35386,22-15-3,9129.5,43.4347,12.4772,1.2346,809.9789999999998,84.9556,2.4466,159.3725
35387,22-15-3,9130.0,44.3405,12.4772,1.3046,766.5185,84.5378,2.4465,158.7339
35388,22-15-3,9130.5,43.1968,12.4924,1.4571,686.2947,84.5378,2.445,159.8997
35389,22-15-3,9131.0,44.7855,12.4924,1.5611,640.5740000000002,84.5378,2.4584,167.0807
35390,22-15-3,9131.5,47.5122,12.5076,1.5824,631.9515,85.7919,2.4644,180.2766
35391,22-15-3,9132.0,50.6942,12.5228,1.5598,641.1078,87.6535,2.4509,185.0589
35392,22-15-3,9132.5,52.5114,12.5228,1.5376,650.3642,89.5152,2.4463,185.6233
35393,22-15-3,9133.0,50.9135,12.5228,1.5158,659.7177,91.3769,2.4853,187.3981
35394,22-15-3,9133.5,49.7707,12.5228,1.5151,660.0225,92.9412,2.5167,190.9626
35395,22-15-3,9134.0,49.3108,12.5228,1.4732,678.7945,93.5025,2.5406,199.3465
35396,22-15-3,9134.5,47.9405,12.5228,1.3363,748.335,93.9865,2.5481,208.9335
35397,22-15-3,9135.0,49.7568,12.5228,1.1954,836.5401,94.4706,2.5106,216.7159
35398,22-15-3,9135.5,53.6216,12.5228,1.0843,922.254,95.8698,2.5,220.8967
35399,22-15-3,9136.0,57.9417,12.5228,1.0542,948.5865,97.6849,2.509,221.4685
35400,22-15-3,9136.5,60.6685,12.5228,1.0393,962.1861,99.6639,2.5149,217.2134
35401,22-15-3,9137.0,60.8924,12.5228,1.068,936.3297,98.1961,2.5179,212.9658
35402,22-15-3,9137.5,57.7011,12.5228,1.0977,910.9957,96.3025,2.4998,208.7181
35403,22-15-3,9138.0,54.5098,12.5228,1.1598,862.2176,96.3025,2.4893,207.478
35404,22-15-3,9138.5,52.4566,12.5228,1.1593,862.5895,96.3025,2.4803,212.8544
35405,22-15-3,9139.0,51.0871,12.5228,1.1271,887.2327,96.3025,2.4772,220.0353
35406,22-15-3,9139.5,54.2682,12.5228,1.0807,925.3262,96.3025,2.4787,224.2161
35407,22-15-3,9140.0,57.6778,12.5228,1.0654,938.6146,95.4902,2.4816,225.9909
35408,22-15-3,9140.5,56.9903,12.5228,1.0649,939.0553,94.6218,2.4936,226.5552
35409,22-15-3,9141.0,56.0752,12.5228,1.0645,939.4082,96.3025,2.5115,225.3077
35410,22-15-3,9141.5,55.6153,12.5228,1.0791,926.6982,96.3025,2.5325,224.0676
35411,22-15-3,9142.0,55.383,12.538,1.0785,927.2137,96.3025,2.5474,221.6244
35412,22-15-3,9142.5,55.8345,12.538,1.0781,927.5577,97.407,2.5294,217.3768
35413,22-15-3,9143.0,57.4232,12.5228,1.0927,915.1642,98.7899,2.5068,213.1365
35414,22-15-3,9143.5,59.6947,12.5228,1.1545,866.1758,99.6639,2.4933,208.2874
35415,22-15-3,9144.0,60.8291,12.5228,1.2894,775.5545,97.1933,2.4903,205.2428
35416,22-15-3,9144.5,55.5883,12.5228,1.4807,675.3563,96.3025,2.4962,208.2131
35417,22-15-3,9145.0,53.3075,12.538,1.6311,613.0832,96.3025,2.5082,216.5971
35418,22-15-3,9145.5,51.4819,12.538,1.439,694.927,96.3025,2.5111,223.778
35419,22-15-3,9146.0,53.7534,12.5228,1.1206,892.3791,97.1205,2.5126,229.7558
35420,22-15-3,9146.5,55.343,12.4924,1.0025,997.5062,99.1092,2.511,233.3352
35421,22-15-3,9147.0,55.3384,12.5076,0.9746,1026.062,101.5294,2.505,234.5085
35422,22-15-3,9147.5,55.3337,12.5228,0.9742,1026.4833,103.9496,2.4959,234.4639
35423,22-15-3,9148.0,55.5567,12.5532,0.9738,1026.9049,104.7059,2.4839,232.0208
35424,22-15-3,9148.5,57.8282,12.5836,0.9734,1027.3269,104.7059,2.5018,227.1716
35425,22-15-3,9149.0,58.735,12.5836,1.0286,972.1953,104.7059,2.5348,225.9389
35426,22-15-3,9149.5,58.7294,12.5988,1.0868,920.1325,104.1849,2.5647,228.9019
35427,22-15-3,9150.0,58.7253,12.5836,1.0566,946.4319,101.7647,2.5857,231.2782
35428,22-15-3,9150.5,58.0425,12.5563,0.9718,1029.0183,99.3445,2.5526,236.4977
35429,22-15-3,9151.0,55.9939,12.5237,0.9439,1059.4343,96.9244,2.5331,240.8127
35430,22-15-3,9151.5,54.4006,12.5546,0.9433,1060.1082,97.7412,2.5196,241.3795
35431,22-15-3,9152.0,52.5797,12.5855,0.9556,1046.4629,99.6639,2.512,240.1245
35432,22-15-3,9152.5,53.4901,12.586,0.9683,1032.7378,100.2731,2.5105,237.6838
35433,22-15-3,9153.0,56.2215,12.6015,0.9673,1033.8054,100.8782,2.5209,234.0314
35434,22-15-3,9153.5,58.0425,12.6172,0.9665,1034.6611,101.1861,2.5299,230.3791
35435,22-15-3,9154.0,58.4977,12.6177,0.9793,1021.1375,100.4946,2.5373,229.1327
35436,22-15-3,9154.5,55.9939,12.6181,0.992,1008.0645,99.8031,2.5373,228.4878
35437,22-15-3,9155.0,54.4006,12.6186,0.9913,1008.7764,98.8049,2.5208,227.2415
35438,22-15-3,9155.5,54.4006,12.6495,1.0185,981.8361,97.7292,2.5102,225.3936
35439,22-15-3,9156.0,53.9454,12.6499,1.0609,942.5959,96.6536,2.5117,222.9529
35440,22-15-3,9156.5,52.352,12.62,1.105,904.9774,96.3025,2.5131,221.7065
35441,22-15-3,9157.0,50.5311,12.5596,1.1038,905.9612,96.3025,2.4951,219.8587
35442,22-15-3,9157.5,53.0349,12.5296,1.0434,958.4052,96.3025,2.4786,216.8078
35443,22-15-3,9158.0,55.0835,12.5301,1.1173,895.0148,96.3025,2.471,213.7569
35444,22-15-3,9158.5,56.4492,12.5306,1.2304,812.7438,96.3025,2.477,211.3076
35445,22-15-3,9159.0,55.9939,12.531,1.3737,727.961,96.3025,2.4859,210.6628
35446,22-15-3,9159.5,54.4006,12.5315,1.4113,708.5666,96.3025,2.4829,213.0341
35447,22-15-3,9160.0,53.0349,12.5472,1.4298,699.3985,96.3025,2.4693,215.9982
35448,22-15-3,9160.5,53.2625,12.5932,1.2262,815.5276,97.7335,2.4738,217.1666
35449,22-15-3,9161.0,55.3111,12.6089,1.1273,887.0753,99.1164,2.4872,217.1146
35450,22-15-3,9161.5,56.9044,12.6093,1.0509,951.5654,99.9563,2.5067,217.0712
35451,22-15-3,9162.0,56.4492,12.5794,1.0357,965.5306,100.4403,2.5156,217.638
35452,22-15-3,9162.5,55.5387,12.5645,1.0641,939.7613,100.9244,2.5036,217.586
35453,22-15-3,9163.0,53.9454,12.5803,1.0339,967.2115,101.3445,2.4975,219.3559
35454,22-15-3,9163.5,53.4901,12.595999999999998,0.9506,1051.9672,101.3445,2.499,223.523
35455,22-15-3,9164.0,54.6282,12.5659,0.8985,1112.9661,101.3445,2.502,228.2917
35456,22-15-3,9164.5,55.0835,12.536,0.9491,1053.6298,101.3445,2.5064,231.2646
35457,22-15-3,9165.0,53.7178,12.5061,1.0304,970.4969,100.9384,2.5124,230.0095
35458,22-15-3,9165.5,54.173,12.5521,1.0588,944.4655,100.535,2.5153,223.3497
35459,22-15-3,9166.0,55.7663,12.5982,1.0288,972.0062,100.1317,2.5123,219.0958
35460,22-15-3,9166.5,57.8149,12.6139,0.9458,1057.306,99.6639,2.5092,218.4596
35461,22-15-3,9167.0,58.2701,12.6143,1.0271,973.6151,98.8504,2.5032,218.4162
35462,22-15-3,9167.5,55.5387,12.5995,1.1308,884.3297,97.9832,2.5001,214.7639
35463,22-15-3,9168.0,54.173,12.6001,1.211,825.7639,95.3109,2.5001,208.104
35464,22-15-3,9168.5,53.2625,12.6005,1.2447,803.4065,92.8908,2.5001,205.6546
35465,22-15-3,9169.0,51.6692,12.5402,1.2959,771.6645,90.3126,2.497,204.4083
35466,22-15-3,9169.5,50.5311,12.5102,1.277,783.0854,87.4084,2.4835,203.1619
35467,22-15-3,9170.0,50.0759,12.5107,1.2239,817.0602,84.5042,2.4639,203.1272
35468,22-15-3,9170.5,52.1244,12.5263,1.206,829.1874,81.1765,2.4549,202.4824
35469,22-15-3,9171.0,50.9863,12.542,1.222,818.3306,81.1765,2.4728,201.2361
35470,22-15-3,9171.5,48.9378,12.5424,1.2726,785.7928,82.0773,2.4803,199.9897
35471,22-15-3,9172.0,46.434,12.5277,1.3075,764.8184,84.0135,2.4757,199.3448
35472,22-15-3,9172.5,45.7511,12.4977,1.3432,744.4908,85.9496,2.4652,202.30900000000003
35473,22-15-3,9173.0,45.9788,12.483,1.38,724.6377,87.8992,2.4547,207.6792
35474,22-15-3,9173.5,47.7997,12.4835,1.3042,766.7535,91.2605,2.4741,211.855
35475,22-15-3,9174.0,50.0759,12.4991,1.0152,985.0276,94.9445,2.4936,216.6237
